News Title,Date,Source,URL,sentiment,search_query
investigation underway after man try to enter trump california rally perimeter with gun in vehicle,2024-10-14,NBC News,https://www.nbcnews.com/politics/politics-news/investigation-underway-man-tried-enter-trump-california-rally-perimete-rcna175224,4,Trump
federal official say trump be not in danger after man arrest with illegal weapon near campaign rally in california,2024-10-14,CNN,https://www.cnn.com/2024/10/13/politics/trump-coachella-rally-man-arrested/index.html,1,Trump
opinion   by elect trump america would break its close ally heart,2024-10-14,Washington Post,https://www.washingtonpost.com/opinions/2024/10/13/europe-trump-harris-election-anxiety/,1,Trump
harris or trump what chinese people want from us election,2024-10-14,BBC,https://www.bbc.com/news/articles/cn4zpy3zj7ro,1,Trump
harris challenge trump in north carolina speech oct 13 campaign news,2024-10-14,The New York Times,https://www.nytimes.com/live/2024/10/13/us/harris-trump-election,4,Trump
us sheriff say probably prevent third trump assassination attempt,2024-10-14,Al Jazeera,https://www.aljazeera.com/news/2024/10/13/us-sheriff-says-probably-prevented-third-trump-assassination-attempt,1,Trump
man arrest with loaded gun near trump coachella rally sheriff say,2024-10-14,"ABC News - Breaking News, Latest News and Videos",https://abcnews.go.com/US/man-arrested-loaded-guns-trumps-coachella-rally-sheriff/story%3Fid%3D114766482,1,Trump
kamala harris questions trump transparency after she release medical report,2024-10-14,NBC News,https://www.nbcnews.com/politics/2024-election/kamala-harris-questions-trumps-transparency-releases-medical-report-rcna174896,1,Trump
arrest near coachella rally likely prevent 3rd assassination attempt on trump sheriff say,2024-10-14,Axios,https://www.axios.com/2024/10/13/trump-coachella-rally-man-arrested-gun-charges,1,Trump
trump test the limit on use the military at home if elect again he plan to go far,2024-10-14,AP News,https://apnews.com/article/trump-military-border-civil-unrest-domestic-use-a136c69cc85184b07f161c4c09b46c50,3,Trump
man book on suspicion of firearm charge near trump rally,2024-10-14,NBC News,https://www.nbcnews.com/nightly-news/video/man-booked-on-suspicion-of-firearms-charges-near-trump-rally-221634629913,4,Trump
the trump trial ask and answer,2024-10-14,Washington Post,https://www.washingtonpost.com/national-security/2024/10/13/trump-trials-tracker-latest-news/,5,Trump
more young man be show support for donald trump,2024-10-14,NBC News,https://www.nbcnews.com/nightly-news/video/more-young-men-are-showing-support-for-donald-trump-221637701690,5,Trump
man be arrest on weapon charge head to trump rally in coachella official say,2024-10-14,The New York Times,https://www.nytimes.com/2024/10/13/us/politics/trump-rally-arrest-coachella.html,1,Trump
harris goad trump over hiding from a debate as he burnish border bona fide,2024-10-14,Politico,https://www.politico.com/news/2024/10/13/harris-attack-trump-second-debate-00183567,1,Trump
trump urge use military to handle radical left lunatic on election day,2024-10-14,Washington Post,https://www.washingtonpost.com/politics/2024/10/13/trump-military-enemies-within/,1,Trump
trump call for add 10000 border patrol agent after derail a bipartisan border bill,2024-10-14,"ABC News - Breaking News, Latest News and Videos",https://abcnews.go.com/Politics/wireStory/trump-calls-adding-10000-border-patrol-agents-after-114767152,1,Trump
trump be in a well polling spot now than he be against clinton or biden,2024-10-14,USA Today,https://www.usatoday.com/story/news/politics/elections/2024/10/12/polls-trump-vs-harris-biden-clinton/75532448007/,4,Trump
trump pitch plan to hire more border agent after oppose bipartisan bill that would boost staffing,2024-10-14,NBC News,https://www.nbcnews.com/politics/2024-election/trump-pitches-plan-hire-border-agents-opposing-bipartisan-bill-rcna175216,3,Trump
trump suggest use military against enemy from within on election day,2024-10-14,CNN,https://www.cnn.com/2024/10/13/politics/trump-military-enemy-from-within-election-day/index.html,1,Trump
trump military could be use to preserve order on election day,2024-10-14,Politico,https://www.politico.com/news/2024/10/13/trump-military-election-day-00183565,3,Trump
trump chip away at harriss national advantage two new poll show,2024-10-14,Washington Post,https://www.washingtonpost.com/elections/2024/10/13/harris-trump-polls/,5,Trump
what we know about vem miller charge with gun possession near trump rally,2024-10-14,USA Today,https://www.usatoday.com/story/news/politics/elections/2024/10/13/what-we-know-vem-miller-trump/75663970007/,5,Trump
what s a sovereign citizen trump rally gun suspect show radical sign sheriff say,2024-10-14,USA Today,https://www.usatoday.com/story/news/investigations/2024/10/13/sovereign-citizen-trump-rally-coachella-vem-miller/75665093007/,1,Trump
man arrest near donald trump california rally with load gun police say,2024-10-14,The Guardian,https://www.theguardian.com/us-news/2024/oct/13/las-vegas-man-arrested-trump-assassination-attempt-coachella-california,1,Trump
trump tighten gap with harris in three new national poll,2024-10-14,Axios,https://www.axios.com/2024/10/13/harris-trump-new-polls-tight-race,5,Trump
crowd member hold up white supremacist group slogan at trumpvance event,2024-10-14,USA Today,https://www.usatoday.com/story/news/investigations/2024/10/12/white-supremacist-slogan-waved-trump-campaign-event/75627814007/,1,Trump
man arrest with gun near trump coachella rally have homemade license plate multiple passport sheriff say,2024-10-14,CBS News,https://www.cbsnews.com/losangeles/news/man-arrested-at-checkpoint-near-trump-rally-in-coachella-valley-for-allegedly-possessing-illegal-firearms/,1,Trump
man arrest near trump rally in coachella with shotgun handgun authority say,2024-10-14,Los Angeles Times,https://www.latimes.com/california/story/2024-10-13/man-arrested-near-trump-rally-in-coachella-with-shotgun-handgun-high-capacity-magazine-authorities-say,1,Trump
man arrest near trump rally in california face gun charge,2024-10-14,Reuters,https://www.reuters.com/world/us/man-arrested-near-trump-rally-california-gun-charges-2024-10-13/,1,Trump
in arizona trump pitch idea to attract more border patrol agent,2024-10-14,Washington Post,https://www.washingtonpost.com/politics/2024/10/13/trump-arizona-rally/,4,Trump
suspect arrest on weapon charge near trump rally release,2024-10-14,USA Today,https://www.usatoday.com/story/news/politics/elections/2024/10/13/suspect-bail-trump-rally-california/75664490007/,1,Trump
live update donald trump kamala harris election news   cnn politic,2024-10-14,CNN,https://www.cnn.com/politics/live-news/trump-harris-election-10-13-24/index.html,1,Trump
trump be not in danger from armed man at california rally official say,2024-10-14,USA Today,https://www.usatoday.com/story/news/politics/elections/2024/10/13/trump-coachella-rally-man-with-illegal-weapons/75663521007/,1,Trump
trump say enemy from within should be handle by military election 2024 news,2024-10-14,The Independent,https://www.independent.co.uk/news/world/americas/us-politics/trump-rally-harris-election-live-updates-b2628255.html,1,Trump
trump praise exsheriff joe arpaio who run a selfdescribe concentration camp at arizona rally,2024-10-14,Rolling Stone,https://www.rollingstone.com/politics/politics-news/trump-praises-sheriff-joe-arpaio-concentration-camp-arizona-rally-1235132889/,1,Trump
the ground game harriss turnout machine vs trump unproven alliance,2024-10-14,The New York Times,https://www.nytimes.com/2024/10/13/us/politics/trump-harris-campaign-ground-game.html,1,Trump
the enemy from within trump call democrat more dangerous than we foreign adversary,2024-10-14,NBC News,https://www.nbcnews.com/politics/2024-election/-enemy-trump-claims-democrats-are-dangerous-us-foreign-adversaries-rcna175198,1,Trump
sunday snapshot walzs rural push and trump enemy from within,2024-10-14,Axios,https://www.axios.com/2024/10/13/sunday-snapshot-tim-walz-rural-voters,5,Trump
man with loaded gun arrest at checkpoint near donald trumps weekend rally in southern california,2024-10-14,AP News,https://apnews.com/article/trump-rally-arrest-coachella-california-282a384e3fae256352c685174a3a74f4,1,Trump
third trump assassination attempt thwart when armed man vem miller arrest outside coachella rally sheriff say,2024-10-14,New York Post,https://nypost.com/2024/10/13/us-news/third-trump-assassination-attempt-thwarted-when-armed-man-arrested-outside-coachella-rally-sheriff-says/,1,Trump
trump suggest use national guard against enemy from within on election day,2024-10-14,WSJ,https://www.wsj.com/politics/elections/trump-says-he-will-use-the-national-guard-against-the-enemy-from-within-52fd4187,1,Trump
in nc harris dig at trump over medical record debate,2024-10-14,The Hill,https://thehill.com/homenews/campaign/4931397-harris-nc-rally-trump-medical-records-debate/,1,Trump
harris edge out trump in new cbs newsyougov poll,2024-10-14,The Hill,https://thehill.com/homenews/campaign/4931405-harris-trump-cbs-yougov-poll/,5,Trump
us election briefing poll show election tightening as trump and harris seek to shore up support,2024-10-14,The Guardian,https://www.theguardian.com/us-news/2024/oct/14/us-election-briefing-polls-show-election-tightening-as-trump-and-harris-seek-to-shore-up-support,1,Trump
trump pledge 10000 extra border agent in fight with harris over immigration,2024-10-14,Reuters,https://www.reuters.com/world/us/trump-pledges-10000-extra-border-agents-fight-with-harris-over-immigration-2024-10-13/,5,Trump
sovereign citizen arrest outside trump rally with unregistered gun cop,2024-10-14,The Daily Beast,https://www.thedailybeast.com/man-arrested-outside-trump-rally-with-illegal-firearms-sheriff-says,1,Trump
potential third assassination attempt on donald trump prevent before coachella valley rally sheriff say,2024-10-14,People.com,https://people.com/donald-trump-third-assassination-attempt-coachella-valley-rally-prevented-sheriff-says-8727695,1,Trump
trump suggest he d use military against enemy from within spark alarm,2024-10-14,Newsweek,https://www.newsweek.com/trump-suggesting-military-national-guard-election-day-enemy-within-1968345,1,Trump
armed man arrest near trump weekend rally in southern california,2024-10-14,France 24,https://www.france24.com/en/americas/20241013-armed-trump-california,1,Trump
us election 2024 live biden head to hurricanehit florida to pile pressure on republicans over relief,2024-10-14,BBC,https://www.bbc.com/news/live/clyvxxzzjqxt%3Fpage%3D3,1,Trump
harris trump deadlocke in new nbc news national poll,2024-10-14,NBC News,https://www.nbcnews.com/nightly-news/video/harris-trump-deadlocked-in-new-nbc-news-national-poll-221634629915,5,Trump
trump disarm a political landmine in refuse to release his tax return,2024-10-14,Politico,https://www.politico.com/news/2024/10/13/trump-hasnt-released-his-tax-returns-the-response-meh-00182874,1,Trump
man arrest near donald trump rally in coachella california allegedly with highcapacity magazine,2024-10-14,ABC7 Los Angeles,https://abc7.com/post/man-arrested-donald-trump-rally-coachella-california-allegedly-high-capacity-magazine/15424889/,1,Trump
las vegas man arrest outside socal trump rally with illegal possession of gun,2024-10-14,NBC Los Angeles,https://www.nbclosangeles.com/news/local/las-vegas-man-arrested-outside-socal-trump-rally-with-illegal-possession-of-guns/3534466/,1,Trump
trump camp thumps chest as kamala harris fumbles swing state,2024-10-14,New York Post,https://nypost.com/2024/10/13/us-news/trump-camp-thumps-chest-as-kamala-harris-fumbles-swing-states/,1,Trump
man arrest outside trump coachella rally deny assassination intent he s all in support trump,2024-10-14,Fox News,https://www.foxnews.com/us/man-arrested-outside-trump-coachella-rally-denies-assassination-intent-support-trump,1,Trump
harris and trump lock in tight race seek edge among undecided voter,2024-10-14,The Guardian,https://www.theguardian.com/us-news/2024/oct/13/harris-trump-election-race-campaign,1,Trump
from the pulpit harris call out trump for hurricane misinformation biden survey florida damage,2024-10-14,AP News,https://apnews.com/article/harris-biden-hurricane-milton-election-84526011bf223902a04f41f59b7651b5,1,Trump
liz cheney issue dire warning about fundamentally cruel trump agree he s a fascist,2024-10-14,NBC News,https://www.nbcnews.com/politics/2024-election/liz-cheney-issues-dire-warning-fundamentally-cruel-trump-agrees-s-fasc-rcna175193,1,Trump
what we know about arrest outside trump california rally,2024-10-14,NewsNation,https://www.newsnationnow.com/politics/trump-coachella-rally-arrest/,5,Trump
who be vem miller man arrest with loaded gun outside trump rally,2024-10-14,Newsweek,https://www.newsweek.com/who-vem-miller-man-arrested-loaded-gun-outside-trump-rally-1968341,1,Trump
riverside co sheriff say deputy probably prevent third assassination attempt on trump,2024-10-14,KTLA,https://ktla.com/news/california/man-arrested-outside-of-trumps-southern-california-rally-illegally-possessed-multiple-guns-authorities-say/,1,Trump
the stark divide between harris and trump on voting right,2024-10-14,NPR,https://www.npr.org/2024/10/13/nx-s1-5150093/kamala-harris-voting-rights-trump,4,Trump
armed man arrest outside trump rally as sheriff say possible assassination attempt thwart,2024-10-14,The Independent,https://www.independent.co.uk/news/world/americas/us-politics/trump-assassination-attempt-coachella-rally-b2628575.html,1,Trump
trump praise lake debate performance in arizona senate race,2024-10-14,The Hill,https://thehill.com/homenews/campaign/4931503-trump-praises-kari-lake-arizona-debate/,5,Trump
trump coachella rally attendee be leave strand after campaign bus leave without they   video,2024-10-14,Yahoo,https://www.yahoo.com/news/trump-coachella-rally-attendees-were-010925587.html,1,Trump
armed man arrest at security check at trump rally in california on saturday,2024-10-14,Euronews,https://www.euronews.com/2024/10/13/armed-man-arrested-at-security-check-at-trump-rally-in-california-on-saturday,1,Trump
las vegas man arrest with illegal firearm outside trump coachella rally authority say,2024-10-14,Politico,https://www.politico.com/news/2024/10/13/vegas-man-arrested-firearms-outside-trump-rally-00183572,1,Trump
what 3 new national poll reveal about the state of the 2024 race,2024-10-14,Business Insider,https://www.businessinsider.com/harris-trump-national-polls-election-2024-10,5,Trump
totally illegal trump escalate rhetoric on outlaw political dissent and criticism,2024-10-14,NBC News,https://www.nbcnews.com/politics/2024-election/totally-illegal-trump-escalates-rhetoric-outlawing-political-dissent-c-rcna174280,1,Trump
allege sovereign citizen arrest with firearm in car near trump rally police say   video,2024-10-14,The Guardian,https://www.theguardian.com/us-news/video/2024/oct/14/alleged-sovereign-citizen-arrested-with-firearms-in-car-near-trump-rally-police-say-video,1,Trump
who be vem miller what we know about suspect arrest near trump coachella rally,2024-10-14,FOX 11 Los Angeles,https://www.foxla.com/news/vem-miller-las-vegas-man-arrested-trump-coachella-rally,1,Trump
beshear it hurt to see trump vance lie about election natural disaster,2024-10-14,The Hill,https://thehill.com/homenews/campaign/4931317-andy-beshear-trump-vance-election-fema/,1,Trump
why do the apprentice bomb maybe because the most chilling thing about donald trump be offscreen,2024-10-14,Variety,https://variety.com/2024/film/columns/the-apprentice-bombs-donald-trump-scares-hollywood-1236176371/,1,Trump
trump receive unanimous endorsement from border patrol union,2024-10-14,Fox News,https://www.foxnews.com/politics/trump-receives-unanimous-endorsement-from-border-patrol-union,1,Trump
vance stand behind trump lie about migrant,2024-10-14,Rolling Stone,https://www.rollingstone.com/politics/politics-news/vance-stands-behind-trump-lies-migrants-1235132853/,1,Trump
fox news host confront trump on his economic plan increase debt price,2024-10-14,Newsweek,https://www.newsweek.com/fox-news-host-confronts-trump-his-economic-plans-increasing-debt-prices-1968296,4,Trump
possible third trump assassination attempt thwart in coachella riverside county sheriff say,2024-10-14,FOX 11 Los Angeles,https://www.foxla.com/news/vem-miller-trump-coachella-rally-arrest-possible-assassination-attempt,1,Trump
man arrest outside socal trump rally with illegal possession of gun,2024-10-14,NBC 6 South Florida,https://www.nbcmiami.com/news/national-international/man-arrested-socal-trump-rally-illegal-possession-guns/3443759/,1,Trump
gop rep react to trump threat to withhold aid to california,2024-10-14,CNN,https://www.cnn.com/2024/10/13/politics/video/sotu-rep-byron-donalds-reacts-trump-threatens-withhold-wildfire-aid,1,Trump
donald trump call kamala harris the rword at dinner with billionaire donor report,2024-10-14,People.com,https://people.com/donald-trump-calls-kamala-harris-the-r-word-at-dinner-with-billionaire-donors-report-8727651,5,Trump
mike johnson baselessly claim trump medical record be irrelevant and deny national abortion ban,2024-10-14,Vanity Fair,https://www.vanityfair.com/news/story/mike-johnson-downplays-trumps-medical-records-as-irrelevant,1,Trump
kamala harris donald trump face off on family feud in snl cold open,2024-10-14,USA Today,https://www.usatoday.com/story/entertainment/tv/2024/10/13/snl-cold-open-trump-harris-family-feud/75657032007/,4,Trump
man with shotgun loaded handgun and ammo arrest at checkpoint near trump rally,2024-10-14,Fortune,https://fortune.com/2024/10/13/trump-rally-man-arrested-shotgun-loaded-handgun-ammo-coachella/,1,Trump
armed man with fake pass stop at trump rally while expresident say his opponent could be handle by military live,2024-10-14,Yahoo,https://www.yahoo.com/news/trump-vs-harris-debate-live-190426328.html,1,Trump
man release after suspect trump assassination attempt what we know,2024-10-14,Newsweek,https://www.newsweek.com/donald-trump-coachella-man-vem-miller-guns-rally-1968344,1,Trump
I be concerned rep clyburn on black man vote for trump,2024-10-14,CNN,https://www.cnn.com/2024/10/13/politics/video/clyburn-black-voters-trump-harris-sotu-digvid,1,Trump
donald trump pull even with kamala harris in nbc news poll steve kornacki explain,2024-10-14,NBC News,https://www.nbcnews.com/meet-the-press/video/donald-trump-pulls-even-with-kamala-harris-in-nbc-news-poll-steve-kornacki-explains-221621829674,1,Trump
trump to call for border agent hire spree with new pay hike,2024-10-14,Bloomberg,https://www.bloomberg.com/news/articles/2024-10-13/trump-to-call-for-border-agent-hiring-spree-with-new-pay-hikes,1,Trump
man arrest at trumps california rally on gun charge,2024-10-14,DW,https://www.dw.com/en/man-arrested-at-donald-trumps-california-rally-on-gun-charges/a-70482920,1,Trump
dennis quaid support trump reference reagan role at coachella rally my favorite president,2024-10-14,Deadline,https://deadline.com/2024/10/dennis-quaid-supports-trump-references-reagan-role-coachella-rally-1236114611/,5,Trump
trump plan to appoint musk as secretary of costcutte,2024-10-14,Rolling Stone,https://www.rollingstone.com/politics/politics-news/trump-musk-secretary-of-cost-cutting-1235132825/,4,Trump
there be no lie too big for trump and vance andy beshear say,2024-10-14,Politico,https://www.politico.com/news/2024/10/13/trump-vance-beshear-2020-election-00183556,1,Trump
trump want the military to target americans who oppose he,2024-10-14,Rolling Stone,https://www.rollingstone.com/politics/politics-news/trump-military-target-americans-oppose-him-1235132806/,1,Trump
top democratic rep jim clyburn will absolutely vote to certify a trump victory,2024-10-14,Axios,https://www.axios.com/2024/10/13/jim-clyburn-democrat-certify-trump-2024-election,5,Trump
donald trump hold a rally in california kamala harris home state,2024-10-14,Time Magazine,https://time.com/7086412/donald-trump-rally-california-kamala-harris-home-state/,5,Trump
man with loaded gun arrest near donald trumps weekend rally in california,2024-10-14,OregonLive.com,https://www.oregonlive.com/politics/2024/10/man-with-loaded-gun-arrested-near-donald-trumps-weekend-rally-in-california.html,1,Trump
why be trump gain with black and hispanic voter,2024-10-14,The New York Times,https://www.nytimes.com/2024/10/13/upshot/trump-black-hispanic-voters-harris.html,1,Trump
vem miller armed man arrest near trump coachella rally deny want to hurt exprez complete bullst,2024-10-14,New York Post,https://nypost.com/2024/10/13/us-news/vem-miller-armed-man-arrested-near-trump-rally-denies-wanting-to-hurt-ex-prez-complete-bullsh-t/,1,Trump
trump harris tie nationally in new nbc poll,2024-10-14,The Hill,https://thehill.com/homenews/campaign/4931180-election-deadlocked-harris-trump-nbc-poll/,5,Trump
man arrest near trump coachella rally intend to kill former president sheriff say,2024-10-14,FOX 11 Los Angeles,https://www.foxla.com/news/man-arrested-trump-coachella-rally-assassination-attempt-riverside-county,1,Trump
donald trump rally arrest vem miller arrest in coachella valley california with loaded firearm highcapacity magazine,2024-10-14,ABC7 San Francisco,https://abc7news.com/post/donald-trump-rally-arrest-vem-miller-arrested-coachella-valley-california-loaded-firearm-high-capacity-magazine/15425078/,1,Trump
man with gun fake press pass arrest outside california trump rally sheriff say,2024-10-14,Miami Herald,https://www.miamiherald.com/news/politics-government/article293916674.html,1,Trump
potential third assassination attempt on trump stop police,2024-10-14,iHeart,https://www.iheart.com/content/2024-10-13-potential-third-assassination-attempt-on-trump-stopped-police/,1,Trump
maria bakalova want to portray ivana trump as not just a trophy wife in the apprentice,2024-10-14,Deadline,https://deadline.com/2024/10/maria-bakalova-wanted-portray-ivana-trump-not-just-trophy-wife-the-apprentice-1236114680/,3,Trump
trump appear to be heckled at his california rally hear how he respond,2024-10-14,CNN,https://www.cnn.com/2024/10/13/politics/video/donald-trump-california-rally-heckler-violence-rhetoric-digvid,4,Trump
I love all of they even the people that hate I springfield haitian weigh their future as trump threaten deportation,2024-10-14,CNN,https://www.cnn.com/2024/10/13/americas/springfield-haiti-election-whole-story-intl-latam/index.html,5,Trump
man arrest outside of trump southern california rally illegally possess multiple gun authority say,2024-10-14,KTLA,https://ktla.com/news/politics/man-arrested-outside-of-trumps-southern-california-rally-illegally-possessed-multiple-guns-authorities-say/,1,Trump
trump doubt supporter will sow chaos on election day claim military may be need for radical left lunatic,2024-10-14,New York Post,https://nypost.com/2024/10/13/us-news/trump-doubts-supporters-will-sow-chaos-on-election-day-claims-military-may-be-needed-for-radical-left-lunatics/,1,Trump
after trump campaign request secret service detail add protection,2024-10-14,The Hill,https://thehill.com/homenews/campaign/4931314-secret-service-trump-protection/,4,Trump
x block hack jd vance dossier link after the trump campaign flag it,2024-10-14,The Verge,https://www.theverge.com/2024/10/13/24269234/x-blocked-jd-vance-dossier-after-trump-campaign-request,1,Trump
he s not all there head of vote save america say trump just do not make sense at his rally,2024-10-14,MSNBC News,https://www.msnbc.com/weekends-with-alex-witt/watch/-he-s-not-all-there-head-of-vote-save-america-says-trump-just-doesn-t-make-sense-at-his-rallies-221630533665,1,Trump
trump think the military should handle citizen who disagree with he,2024-10-14,The Daily Beast,https://www.thedailybeast.com/trump-thinks-the-military-should-handle-citizens-who-disagree-with-him,1,Trump
here how donald trump could fight to overturn a 2024 loss,2024-10-14,USA Today,https://www.usatoday.com/story/news/politics/elections/2024/10/13/how-trump-may-fight-2024-election-result/75252952007/,5,Trump
cop nab man allegedly carry illegal gun near trump coachella rally suspect say he back expresident,2024-10-14,Fox News,https://www.foxnews.com/us/man-possession-firearms-arrested-outside-trump-rally-coachella-valley,1,Trump
obama step up support of harris as he privately fret that a trump win will destroy legacy report,2024-10-14,The Daily Beast,https://www.thedailybeast.com/obama-comes-to-harris-aid-as-he-privately-frets-that-a-trump-win-will-destroy-legacy-report,1,Trump
he give they the green light trump rhetoric revive hate group across we,2024-10-14,The Guardian,https://www.theguardian.com/us-news/2024/oct/13/trump-anti-immigrant-racism-hate-white-supremacy-springfield,5,Trump
warnock say large number of black man vote for trump be not go to happen,2024-10-14,The Hill,https://thehill.com/homenews/campaign/4930834-warnock-says-large-numbers-of-black-men-voting-for-trump-is-not-going-to-happen/,1,Trump
video donald trump spread baseless claim at rally,2024-10-14,"ABC News - Breaking News, Latest News and Videos",https://abcnews.go.com/ThisWeek/video/donald-trump-spreads-baseless-claims-rallies-114761051,1,Trump
las vegas man discover to have illegal weapon before trump rally,2024-10-14,The Desert Sun,https://www.desertsun.com/story/news/local/2024/10/13/deputies-with-coachella-trump-rally-discover-man-with-illegal-weapons/75661330007/,1,Trump
warnock black man be not go to vote for donald trump in any significant number,2024-10-14,CNN,https://www.cnn.com/2024/10/13/politics/video/sotu-warnock-black-men-vote-donald-trump,1,Trump
harris trump seek to get ahead as poll show dead heat in race for white house,2024-10-14,The Times of Israel,https://www.timesofisrael.com/harris-trump-seek-to-get-ahead-as-polls-show-dead-heat-in-race-for-white-house/,1,Trump
dennis quaid stump for donald trump his favorite president of the 21st century,2024-10-14,Vanity Fair,https://www.vanityfair.com/style/story/dennis-quaid-donald-trump-rally-coachella,5,Trump
jd vance call on americans in israel to vote trump warn of regional war   exclusive,2024-10-14,The Jerusalem Post,https://www.jpost.com/american-politics/article-824435,1,Trump
mike johnson insist elderly trump medical record be irrelevant to voter,2024-10-14,The Daily Beast,https://www.thedailybeast.com/mike-johnson-insists-elderly-trumps-medical-records-are-irrelevant-to-voters,1,Trump
trump spread conspiracy on mailin vote for year now his campaign be urge people to vote early and by mail,2024-10-14,CNN,https://www.cnn.com/2024/10/13/politics/trump-mail-in-voting/index.html,1,Trump
donald trump may have violate another federal lawlegal analyst,2024-10-14,Newsweek,https://www.newsweek.com/donald-trump-may-have-violated-logan-act-glenn-kirschner-1968212,1,Trump
trump assassination attempt at coachella valley rally thwart when man with weapon arrest riverside sheriff say,2024-10-14,The Denver Post,https://www.denverpost.com/2024/10/13/las-vegas-man-found-with-loaded-firearm-high-capacity-magazine-near-trump-rally-in-coachella-valley/,1,Trump
as harris release medical record trump age be a big problem than ever,2024-10-14,MSNBC News,https://www.msnbc.com/opinion/msnbc-opinion/trump-age-old-harris-medical-records-rcna175033,1,Trump
democrat james clyburn concern about black man vote for trump,2024-10-14,Newsweek,https://www.newsweek.com/james-clyburn-concerned-black-men-voting-trump-1968289,1,Trump
liz cheney say she regret yearslong support for donald trump,2024-10-14,USA Today,https://www.usatoday.com/story/news/politics/elections/2024/10/13/liz-cheney-regrets-supporting-donald-trump/75660732007/,1,Trump
us election 2024 man with shotgun and loaded handgun arrest near donald trump california rally,2024-10-14,NDTV.com,https://www.ndtv.com/world-news/us-elections-2024-man-with-shotgun-and-loaded-handgun-arrested-near-donald-trumps-california-rally-6783408,1,Trump
colorados election chief take on trump she need extra security as she give birth,2024-10-14,Rolling Stone,https://www.rollingstone.com/politics/politics-features/trump-jena-griswold-colorado-elections-security-birth-1235132716/,4,Trump
trump tout relationship with kim jong un putin,2024-10-14,The Hill,https://thehill.com/policy/international/4930932-trump-kim-jong-un-putin/,5,Trump
exclusive trump lead harris in florida new poll show,2024-10-14,NBC 6 South Florida,https://www.nbcmiami.com/news/local/exclusive-trump-still-leads-harris-in-florida-new-poll-shows/3442869/,5,Trump
foreign policy where do harris and trump stand,2024-10-14,New Jersey Monitor,https://newjerseymonitor.com/2024/10/13/foreign-policy-where-do-harris-and-trump-stand/,1,Trump
its anyone guess nbc news poll show harris and trump even three week before election,2024-10-14,MSNBC News,https://www.msnbc.com/weekends-with-alex-witt/watch/-it-s-anyone-s-guess-nbc-news-poll-shows-harris-and-trump-even-three-weeks-before-election-221628997680,1,Trump
pay attention please carville sound alarm on trump threat to round up political foe,2024-10-14,MSNBC News,https://www.msnbc.com/inside-with-jen-psaki/watch/-pay-attention-please-carville-sounds-alarm-on-trump-s-threat-to-round-up-political-foes-221630021898,1,Trump
harris struggle to win over latinos while trump hold his grip poll show,2024-10-14,The New York Times,https://www.nytimes.com/2024/10/13/us/politics/latinos-trump-harris-poll.html,4,Trump
possible third assassination attempt against trump thwart at coachella rally sheriff say,2024-10-14,National Review,https://www.nationalreview.com/news/possible-third-assassination-attempt-against-trump-thwarted-at-coachella-rally-sheriff-says/,1,Trump
in campaign final week trump air antitransgender ad during football game,2024-10-14,Los Angeles Times,https://www.latimes.com/politics/story/2024-10-13/2024-election-trump-anti-transgender-ad,5,Trump
third donald trump assassination attempt foil by police,2024-10-14,The Nightly,https://thenightly.com.au/politics/us-politics/third-donald-trump-assassination-attempt-foiled-c-16383512,1,Trump
