News Title,Date,Source,URL,sentiment,search_query
obama suggest trump believe freedom be get away with stuff,2024-10-11,NBC News,https://www.nbcnews.com/video/obama-suggests-trump-believes-freedom-is-getting-away-with-stuff-221461061768,1,Trump
judge approve release source document with more trumpjan 6 evidence,2024-10-11,The Washington Post,https://www.washingtonpost.com/national-security/2024/10/10/trump-jan6-jack-smith-appendix-public-release/,1,Trump
trump tout article claim he be man of the year its be correct,2024-10-11,The Washington Post,https://www.washingtonpost.com/politics/2024/10/10/trump-man-of-year-michigan-atricle/,5,Trump
harris be ask to name a few of trump virtue here her response,2024-10-11,AP News,https://apnews.com/article/harris-trump-virtues-univision-aa072d5a209d022583fc4702ae9ca93c,1,Trump
1 the harristrump matchup,2024-10-11,Pew Research Center,https://www.pewresearch.org/politics/2024/10/10/the-harris-trump-matchup/,5,Trump
judge approve limited further release of evidence in trump election case,2024-10-11,The New York Times,https://www.nytimes.com/2024/10/10/us/politics/judge-evidence-trump-election-case.html,1,Trump
biden tell trump to get a life over storm misinformation promise milton survivor they ll get the help they need,2024-10-11,CNN,https://www.cnn.com/2024/10/10/politics/joe-biden-hurricane-donald-trump/index.html,1,Trump
judge to allow release of redacted evidence in trumps federal election case,2024-10-11,NBC News,https://www.nbcnews.com/politics/donald-trump/trump-argues-special-counsels-evidence-federal-election-case-shouldnt-rcna174948,1,Trump
trump insult detroit while campaign in the city,2024-10-11,AP News,https://apnews.com/article/trump-detroit-2382e6f01ea6d236e8a2b755ff150580,1,Trump
fact check trump on a lie spree make at least 40 separate false claim in two pennsylvania speech,2024-10-11,CNN,https://www.cnn.com/2024/10/10/politics/fact-check-trump-pennsylvania-speeches/index.html,1,Trump
in a ramble speech trump offer gripe and yet another tax cut,2024-10-11,The New York Times,https://www.nytimes.com/2024/10/10/us/politics/trump-detroit-car-loans-deductible.html,1,Trump
trump insult detroit during speech   in detroit,2024-10-11,The Guardian,https://www.theguardian.com/us-news/2024/oct/10/trump-calls-detroit-michigan-mess,1,Trump
watch trump deliver remark at detroit economic club event,2024-10-11,PBS,https://www.pbs.org/newshour/politics/watch-live-trump-delivers-remarks-at-detroit-economic-club-event,5,Trump
most voter say harris will concede   and trump will not   if defeat in the election,2024-10-11,Pew Research Center,https://www.pewresearch.org/politics/2024/10/10/most-voters-say-harris-will-concede-and-trump-wont-if-defeated-in-the-election/,1,Trump
the harristrump endgame be on be it time to panic yet,2024-10-11,The New Yorker,https://www.newyorker.com/news/letter-from-bidens-washington/the-harris-trump-endgame-is-on-is-it-time-to-panic-yet,3,Trump
trump call for cbs to lose broadcasting right over harris interview,2024-10-11,The Washington Post,https://www.washingtonpost.com/elections/2024/10/10/trump-harris-cbs-license-60-minutes/,1,Trump
exclusive harris overtake trump among suburban voter reutersipsos polling show,2024-10-11,Reuters,https://www.reuters.com/world/us/harris-overtakes-trump-among-suburban-voters-reutersipsos-polling-shows-2024-10-10/,4,Trump
harris warn of the danger of trump dictator vow in appeal to latino voter,2024-10-11,The Washington Post,https://www.washingtonpost.com/politics/2024/10/10/harris-trump-latino-voters/,1,Trump
judge gives trump one week to appeal her ruling releasing evidence in special counsel jan 6 probe,2024-10-11,CNN,https://www.cnn.com/2024/10/10/politics/trump-special-counsel-january-6-election-subversion-case/index.html,1,Trump
trump promise new tax relief for car loan interest and citizen live abroad,2024-10-11,CNN,https://www.cnn.com/2024/10/10/politics/donald-trump-tax-relief/index.html,5,Trump
biden again criticize trump over hurricane misinformation get a life man,2024-10-11,The New York Times,https://www.nytimes.com/2024/10/10/us/politics/biden-trump-hurricane-misinformation.html,1,Trump
fcc chair denounce trump call for cbs to lose its license over harris 60 minute interview,2024-10-11,CNN,https://www.cnn.com/2024/10/10/media/fcc-rosenworcel-trump-cbs-license-60-minutes/index.html,1,Trump
fox host neil cavuto rail against trump hurricane helene misinformation,2024-10-11,The Daily Beast,https://www.thedailybeast.com/fox-host-neil-cavuto-rails-against-trumps-hurricane-helene-misinformation,1,Trump
razorthin race between harris and trump should motivate democrats ahead of election day,2024-10-11,MSNBC News,https://www.msnbc.com/morning-joe/morning-joe/state-of-presidential-race-harris-trump-polls-rcna174920,4,Trump
trump promise to revolutionize auto industry in pitch to michigan voter,2024-10-11,Politico,https://www.politico.com/news/2024/10/10/trump-michigan-00183324,5,Trump
deadline for second trumpharris debate expire,2024-10-11,Axios,https://www.axios.com/2024/10/10/trump-harris-second-debate-cnn-fox-news,1,Trump
the view cohost come out swinge at donald trump a day after he insult they,2024-10-11,AP News,https://apnews.com/article/abc-view-trump-hostin-whoopi-goldberg-9d739646662f8e59e1002f0aa419975a,1,Trump
naked trump marionette see in phoenix reappear near former president speech stop,2024-10-11,The Arizona Republic,https://www.azcentral.com/story/news/local/phoenix/2024/10/10/naked-trump-statue-seen-in-phoenix-reappears-near-detroit-speech-stop/75617985007/,1,Trump
report the trump campaign email sweepstake be possibly illegal definitely cringe,2024-10-11,Vanity Fair,https://www.vanityfair.com/news/story/report-the-trump-campaign-email-sweepstakes-are-possibly-illegal-definitely-cringe,1,Trump
presidential election 2024 harris vs trump on medicare and social security,2024-10-11,Bankrate,https://www.bankrate.com/retirement/harris-trump-social-security/,1,Trump
trump bashes detroit while speak there,2024-10-11,Forbes,https://www.forbes.com/sites/saradorn/2024/10/10/trump-bashes-detroit-while-speaking-there/,1,Trump
biden tell trump get a life over hurricane misinformation,2024-10-11,"ABC News - Breaking News, Latest News and Videos",https://abcnews.go.com/Politics/biden-rebukes-trump-misinformation-federal-hurricane-response-life/story%3Fid%3D114695021,1,Trump
as trump delay transition process biden and harris team push forward with postelection planning,2024-10-11,CNN,https://www.cnn.com/2024/10/10/politics/presidential-transition-trump-biden-harris/index.html,3,Trump
biden tell trump to get a life man and stop storm misinformation,2024-10-11,AP News,https://apnews.com/article/hurricane-milton-biden-trump-helene-florida-fema-cb814f209e71481f078f20e569bc63d0,1,Trump
obama urge black man to show up for harris as he campaign in critical pennsylvania,2024-10-11,AP News,https://apnews.com/article/obama-harris-trump-2024-election-d9874edf5ae646bf632dc463bcee3625,4,Trump
trump smalldollar donor fundraising be beset by confusion and fatigue,2024-10-11,AP News,https://apnews.com/article/trump-campaign-donations-small-donors-decline-f1a6b238d15edb3f72260e4c86d2c552,1,Trump
column   more americans see harris than trump as very ideological,2024-10-11,Washington Post,https://www.washingtonpost.com/politics/2024/10/10/more-americans-see-harris-than-trump-very-ideological/,1,Trump
how hurricane falsehood be divide the republican party,2024-10-11,The Washington Post,https://www.washingtonpost.com/politics/2024/10/10/hurricane-helene-republicans-trump/,1,Trump
opinion   today opinion a decadesold trump tape resurface,2024-10-11,The Washington Post,https://www.washingtonpost.com/opinions/2024/10/10/trump-interview-tape-woodward-hurricane-milton-disinformation/,1,Trump
trump will not appear in oregon voter informational pamphlet here why,2024-10-11,New York Post,https://nypost.com/2024/10/10/us-news/trump-wont-appear-in-oregon-voters-pamphlet-heres-why/,1,Trump
trump complaint about 60 minute put a spotlight on edit at the nation top newsmagazine,2024-10-11,AP News,https://apnews.com/article/kamala-harris-trump-cbs-interview-edit-024c435a19fd37eee7a090ece76d925c,5,Trump
trump plan for madison square garden rally compare to infamous nazi event,2024-10-11,The Guardian,https://www.theguardian.com/us-news/2024/oct/10/trump-madison-square-garden-rally-nazi-comparison,1,Trump
trump say the us will be like detroit if harris win and do not mean it as a compliment,2024-10-11,Detroit Free Press,https://www.freep.com/story/news/politics/elections/2024/10/10/donald-trump-detroit-economic-club-michigan/75614308007/,1,Trump
share of trump medium company surge to high in six week,2024-10-11,Reuters,https://www.reuters.com/markets/us/shares-trump-media-company-hit-highest-six-weeks-2024-10-10/,2,Trump
column   work advice be magalike swag funny or a pr disaster,2024-10-11,The Washington Post,https://www.washingtonpost.com/business/2024/10/10/work-advice-trump-swag/,1,Trump
trump urge judge in 2020 election case not to allow release of more evidence claim election interference,2024-10-11,CBS News,https://www.cbsnews.com/news/trump-2020-election-case-release-of-evidence/,1,Trump
as deadline for another debate pass trump again reject a rematch,2024-10-11,The New York Times,https://www.nytimes.com/2024/10/10/us/politics/debate-trump-harris-deadline.html,1,Trump
trump trip down memory lane pontiac gto and a full head of blond hair,2024-10-11,The Daily Beast,https://www.thedailybeast.com/trumps-trip-down-memory-lane-pontiac-gtos-and-a-full-head-of-blond-hair,1,Trump
former president donald trump to visit aurora on friday here what you need to know,2024-10-11,Denver7,https://www.denver7.com/news/front-range/aurora/former-president-donald-trump-to-visit-aurora-on-friday-heres-what-you-need-to-know,5,Trump
democrats seize on trump you re rich as hell remark to donor,2024-10-11,The New York Times,https://www.nytimes.com/2024/10/10/us/politics/harris-trump-ad-donors.html,1,Trump
trump unveil plan to revive auto industry take swipe at detroit,2024-10-11,The Detroit News,https://www.detroitnews.com/story/news/politics/2024/10/10/donald-trump-detroit-economic-club-speech-auto-industry-evs-kamala-harris-lansing-assembly-plant/75496438007/,5,Trump
trump speak with putin as many as 7 time after leave office new book report,2024-10-11,USA Today,https://www.usatoday.com/story/news/politics/elections/2024/10/08/trump-putin-calls-talking-bob-woodward-book/75569580007/,1,Trump
obama rally for harris slam trump in battleground pennsylvania,2024-10-11,The Hill,https://thehill.com/homenews/campaign/4927903-obama-rallies-for-harris-slams-trump-pennsylvania/,5,Trump
lawrence while campaign for harris obama could not resist make fun of trump,2024-10-11,MSNBC News,https://www.msnbc.com/the-last-word/watch/lawrence-while-campaigning-for-harris-obama-could-not-resist-making-fun-of-trump-221469765647,1,Trump
opinion trump respect all woman unless they re dumber than hell kamala harris,2024-10-11,USA Today,https://www.usatoday.com/story/opinion/columnist/2024/10/10/trump-rant-harris-dumb-women-view/75606595007/,1,Trump
trump fight to keep rest of jack smith filing hide after bombshell evidence release,2024-10-11,Forbes,https://www.forbes.com/sites/alisondurkee/2024/10/10/trump-fights-to-keep-rest-of-jack-smith-filing-hidden-after-bombshell-evidence-released/,1,Trump
the election vibe be shift and I do not love it,2024-10-11,Esquire,https://www.esquire.com/news-politics/politics/a62571041/trump-harris-last-weeks/,2,Trump
trump court auto worker with car loan tax break china crackdown,2024-10-11,Reuters,https://www.reuters.com/world/us/trump-propose-making-car-loan-interest-tax-deductible-speech-2024-10-10/,1,Trump
can trump manage government effectively new poll find doubledigit shift since 2016,2024-10-11,Miami Herald,https://www.miamiherald.com/news/nation-world/national/article293789214.html,5,Trump
harris call trump debate decision a pretty weak move praise native community at arizona rally,2024-10-11,Fox News,https://www.foxnews.com/politics/harris-calls-trump-debate-decision-pretty-weak-move-praises-native-community-arizona-rally,1,Trump
univision say it will not live fact check candidate during harris trump town hall,2024-10-11,CNN,https://www.cnn.com/2024/10/10/media/univision-will-not-live-fact-check-candidates-during-harris-trump-town-halls/index.html,1,Trump
opinion   reason to vote for harris not trump,2024-10-11,The New York Times,https://www.nytimes.com/2024/10/10/opinion/election-harris-trump.html,1,Trump
obama stumping for harris in key battleground charge trump will make problem bad,2024-10-11,Fox News,https://www.foxnews.com/politics/obama-stumping-harris-key-battleground-charges-trump-will-makes-problems-worse,4,Trump
biden slam trump for onslaught of lie about federal hurricane response,2024-10-11,"ABC News - Breaking News, Latest News and Videos",https://abcnews.go.com/Politics/biden-slams-trump-onslaught-lies-federal-hurricane-response/story%3Fid%3D114658066,1,Trump
why trump accuse people of wrongdoing he himself commit   an explanation of projection,2024-10-11,The Conversation,https://theconversation.com/why-trump-accuses-people-of-wrongdoing-he-himself-committed-an-explanation-of-projection-237912,1,Trump
trump outpaces harris and walz in campaign event in runup to final stretch of 2024 election cycle,2024-10-11,"ABC News - Breaking News, Latest News and Videos",https://abcnews.go.com/Politics/trump-outpaces-harris-walz-campaign-events-run-final/story%3Fid%3D113932634,4,Trump
trump be hold more campaign event than harris,2024-10-11,"ABC News - Breaking News, Latest News and Videos",https://abcnews.go.com/538/trump-holding-campaign-events-harris/story%3Fid%3D114567436,1,Trump
trump trash detroit while deliver a speech in detroit,2024-10-11,MSNBC News,https://www.msnbc.com/rachel-maddow-show/maddowblog/trump-trashes-detroit-delivering-speech-detroit-rcna174949,1,Trump
the apprentice review an origin story for donald j trump,2024-10-11,The New York Times,https://www.nytimes.com/2024/10/10/movies/the-apprentice-review-donald-trump-roy-cohn.html,4,Trump
kamala harris tell voter that donald trump love his family when ask at univision town hall to name virtue of her rival,2024-10-11,Deadline,https://deadline.com/2024/10/kamala-harris-univision-town-hall-trump-1236113000/,4,Trump
furious trump call for cbs to be shut down over harris interview,2024-10-11,The Daily Beast,https://www.thedailybeast.com/furious-trump-escalates-cbs-60-minutes-feud-calls-for-scam-networks-license-to-be-revoked,1,Trump
who be the nelk boy and what s their connection to trump,2024-10-11,The Hill,https://thehill.com/homenews/media/4927713-who-are-the-nelk-boys-donald-trump/,5,Trump
protrump group sue fed agency for allegedly conceal record on assassination attempt suspect ryan routh,2024-10-11,Fox News,https://www.foxnews.com/us/pro-trump-group-sues-fed-agencies-allegedly-concealing-records-assassination-attempt-suspect-ryan-routh,1,Trump
why trump be hold rally in blue state he can not win,2024-10-11,New York Magazine,https://nymag.com/intelligencer/article/why-trump-is-holding-rallies-in-blue-states-he-cant-win.html,1,Trump
obama rips trump on campaign trail for trump freedom be get away with stuff,2024-10-11,MSNBC News,https://www.msnbc.com/all-in/watch/obama-rips-trump-on-campaign-trail-for-trump-freedom-is-getting-away-with-stuff-221460037578,1,Trump
tiffany trump be pregnant with first baby donald reveal at campaign event,2024-10-11,People.com,https://people.com/tiffany-trump-pregnant-first-baby-8726569,1,Trump
in ramble hourslong speech trump introduce new car loan tax proposal,2024-10-11,Business Insider,https://www.businessinsider.com/trump-speech-detroit-new-car-loan-interest-tax-proposal-2024-10,1,Trump
millionaire favor harris over trumpbut many be interested in second passport regardless of who win the election,2024-10-11,Fortune,https://fortune.com/2024/10/03/millionaires-harris-trump-second-passports/,1,Trump
trump seize on one block of a colorado city to warn of migrant crime threat even as crime dip,2024-10-11,AP News,https://apnews.com/article/election-2024-trump-aurora-colorado-crime-immigration-c76df9f1dcda7e06a983105e5e970aeb,1,Trump
trump announce that his daughter tiffany be pregnant,2024-10-11,NBC News,https://www.nbcnews.com/now/video/trump-announces-that-his-daughter-tiffany-is-pregnant-221428805655,1,Trump
trump campaign be blow off presidential transitional deadline,2024-10-11,Rolling Stone,https://www.rollingstone.com/politics/politics-news/trump-campaign-presidential-transitional-deadlines-1235131646/,1,Trump
whoopi goldberg strike back at donald trump how dumb be you,2024-10-11,Rolling Stone,https://www.rollingstone.com/tv-movies/tv-movie-news/whoopi-goldberg-sunny-hostin-respond-donald-trump-insults-1235131934/,1,Trump
trump advisor propose a shadow fed chair but wall street veteran ed yardeni think its a recipe for disaster,2024-10-11,Fortune,https://fortune.com/2024/10/10/donald-trump-federal-reserve-jerome-powell-central-bank-independence/,1,Trump
naked 43foot sculpture of trump on display at detroit art park,2024-10-11,The Detroit News,https://www.detroitnews.com/story/news/local/detroit-city/2024/10/10/naked-43-foot-sculpture-of-trump-on-display-at-detroit-art-park/75610464007/,5,Trump
be the trump campaign maledominate culture lose woman vote,2024-10-11,The Washington Post,https://www.washingtonpost.com/politics/2024/10/10/is-trump-campaigns-male-dominated-culture-losing-women-votes/,1,Trump
donald trump announce daughter tiffany be pregnant,2024-10-11,Newsweek,https://www.newsweek.com/tiffany-trump-pregnant-1967266,1,Trump
what trump and harris could do to your health care,2024-10-11,Washington Post,https://www.washingtonpost.com/podcasts/post-reports/what-trump-and-harris-could-do-to-your-health-care/,5,Trump
tiffany trump fatherinlaw have political tie to hezbollah,2024-10-11,Newsweek,https://www.newsweek.com/tiffany-trump-father-law-political-ties-lebanon-hezbollah-1967352,1,Trump
trump swipe at detroit during speech in motor city,2024-10-11,The Hill,https://thehill.com/homenews/campaign/4927139-trump-swipes-at-detroit-during-speech-in-motor-city/,1,Trump
trump tell detroit hell make car loan interest taxdeductible,2024-10-11,The Hill,https://thehill.com/homenews/campaign/4927259-trump-detroit-car-loan-interest/,1,Trump
michigan 2024 trumpharris poll trump close gap in late survey,2024-10-11,Forbes,https://www.forbes.com/sites/saradorn/2024/10/10/michigan-2024-trump-harris-polls-trump-closes-gap-in-latest-survey/,4,Trump
donald trump be come to california and nevada here where he s hold rally,2024-10-11,Sacramento Bee,https://www.sacbee.com/news/politics-government/capitol-alert/article293771414.html,5,Trump
trump soldout aurora rally be chance to prove its not a city overrun by venezuelan gangs mayor say,2024-10-11,The Denver Post,https://www.denverpost.com/2024/10/10/donald-trump-rally-aurora-colorado-gaylord-rockies-immigration-tickets/,1,Trump
trump and his ally be whip up a whirlwind of lie about the hurricane,2024-10-11,The Guardian,https://www.theguardian.com/commentisfree/2024/oct/10/trump-hurricane-lies-conspiracy-theories,1,Trump
trump rally secret service warning of intermittent road closure but detail hazy,2024-10-11,The Desert Sun,https://www.desertsun.com/story/news/politics/elections/2024/10/10/trump-rally-traffic-closures-expect-u-s-secret-service-declined-to-share-details-but-warned-of-inter/75577925007/,3,Trump
fact check donald trump say 100000 people attend butler rally,2024-10-11,Newsweek,https://www.newsweek.com/fact-check-donald-trump-says-100k-people-attended-butler-rally-1967268,1,Trump
judge agree to unseal additional filing from jan 6 case as trump signal challenge,2024-10-11,The Hill,https://thehill.com/regulation/court-battles/4927545-trump-election-interference-case/,1,Trump
opinion   help vs lie hurricane relief be a microcosm of the election stake,2024-10-11,The Washington Post,https://www.washingtonpost.com/opinions/2024/10/10/hurricane-trump-election-stakes/,1,Trump
naked 43foot trump sculpture go up in detroit turn head spark laughter,2024-10-11,Detroit Free Press,https://www.freep.com/story/news/local/michigan/2024/10/10/naked-donald-trump-sculpture-detroit-art/75605209007/,1,Trump
why do not donald trump talk about his big success as president,2024-10-11,Newsweek,https://www.newsweek.com/donald-trump-fed-chair-jerome-powell-soft-landing-inflation-1967363,1,Trump
harris its a pretty weak move for trump to not agree to another debate,2024-10-11,The Hill,https://thehill.com/homenews/campaign/4927978-harris-trump-not-agree-debate/,2,Trump
donald trump stay in downtown chicago ahead of colorado campaign stop report,2024-10-11,FOX 32 Chicago,https://www.fox32chicago.com/news/donald-trump-chicago-oct-10-2024,1,Trump
trump hit with brutal factcheck after brag about win an award,2024-10-11,The New Republic,https://newrepublic.com/post/187062/donald-trump-fact-check-man-of-the-year,1,Trump
kamala harris point to california experience and criticize trump when ask how she would differ from biden on border policy,2024-10-11,NBC News,https://www.nbcnews.com/politics/2024-election/kamala-harris-points-california-experience-criticizes-trump-asked-diff-rcna174893,4,Trump
donald trump decline invitation for second debate with kamala harris host by fox news,2024-10-11,USA Today,https://www.usatoday.com/story/news/politics/elections/2024/10/10/donald-trump-declines-debate-fox-news/75604438007/,1,Trump
trump propose key tax break for us citizen live abroad pledge to end double taxation,2024-10-11,The Jerusalem Post,https://www.jpost.com/american-politics/article-824171,1,Trump
whoopi goldberg slam donald trump for call the view host dumb,2024-10-11,Variety,https://variety.com/2024/tv/news/whoopi-goldberg-slams-donald-trump-the-view-hosts-dumb-1236174464/,1,Trump
donald trump roll out tax break but no specific for overseas citizen and auto buyer,2024-10-11,AP News,https://apnews.com/article/donald-trump-overseas-tax-plan-kamala-harris-92a2997896921889074bb993a2895cf8,1,Trump
plane with banner telling trump to watch the apprentice fly near pennsylvania rally,2024-10-11,The Hill,https://thehill.com/blogs/in-the-know/4927482-plane-banner-trump-apprentice-movie/,1,Trump
who do that obama mock trump bible nft grift,2024-10-11,Salon.com,https://www.salon.com/2024/10/10/who-does-that-obama-mocks-bible-nft-grifts/,1,Trump
trump again attempt to prove he be name man of the year in michigan,2024-10-11,The Detroit News,https://www.detroitnews.com/story/news/politics/2024/10/10/donald-trump-attempts-to-prove-he-was-named-man-of-the-year-michigan-oakland-county-republicans/75613710007/,5,Trump
former president trump make chicago stop after speak in detroit,2024-10-11,WGN-TV,https://wgntv.com/news/chicago-news/former-president-trump-makes-chicago-stop-after-speaking-in-detroit/,1,Trump
the grieve mother who be catch off guard when she appear in a trump ad ask the former president to intervene,2024-10-11,Inquirer.com,https://www.inquirer.com/politics/election/kimberly-burrell-donald-trump-ad-restoration-ac-20241010.html,1,Trump
ohio voter dismiss false claim about haitian but trump have slight lead post poll find,2024-10-11,The Washington Post,https://www.washingtonpost.com/politics/2024/10/10/ohio-voters-dismiss-false-claims-about-haitians-trump-has-slight-lead-post-poll-finds/,1,Trump
tiffany trump pregnant with first child former president reveal,2024-10-11,USA Today,https://www.usatoday.com/story/news/politics/elections/2024/10/10/tiffany-trump-pregnant/75612060007/,1,Trump
the latino battleground you have not hear about,2024-10-11,Politico,https://www.politico.com/news/magazine/2024/10/10/trump-harris-town-hall-univision-00183158,5,Trump
biden suggest trump get a life after false hurricane claim,2024-10-11,The Hill,https://thehill.com/homenews/administration/4927034-biden-trump-hurricane-milton-helene-misinformation/,1,Trump
political storm on trump onslaught of lie biden urge former president to get a life man,2024-10-11,Fox News,https://www.foxnews.com/politics/political-storm-trump-lies-biden-urges-former-president-get-life-man,1,Trump
trump boast of genius ability to weave during rally speech I do not ramble,2024-10-11,Fox News,https://www.foxnews.com/media/trump-boasts-ability-weave-rally-speeches-denies-critics-who-say-he-rambles,5,Trump
trump medium share up 100 from recent low as djt rally continue on heavy trading,2024-10-11,CNBC,https://www.cnbc.com/2024/10/10/djt-trump-media-stock-rally-truth-social.html,5,Trump
why donald trump be keep republicans from attack nycs indict dem mayor,2024-10-11,Politico,https://www.politico.com/news/2024/10/10/donald-trump-eric-adams-republican-attacks-00183238,1,Trump
the memo hurricane politic scramble final stretch of trumpharris race,2024-10-11,The Hill,https://thehill.com/homenews/campaign/4927633-hurricanes-political-impact-election/,4,Trump
harris agree to town hall in pennsylvania on date of cancel debate with trump,2024-10-11,Pennsylvania Capital-Star,https://penncapital-star.com/briefs/harris-agrees-to-town-hall-in-pennsylvania-on-date-of-canceled-debate-with-trump/,4,Trump
why trump be cornered obama rally for harris cheney   trump own aide slam he in crucial pa,2024-10-11,MSNBC News,https://www.msnbc.com/the-beat-with-ari/watch/why-trump-is-cornered-obama-rallies-for-harris-cheney-trump-s-own-aides-slam-him-in-crucial-pa-221447749619,1,Trump
trump have shift explanation for why he snub 60 minute cbs news say,2024-10-11,Fortune,https://fortune.com/2024/10/10/trump-60-minutes-explanation/,1,Trump
trump speak in detroit trash detroit,2024-10-11,HuffPost,https://www.huffpost.com/entry/trump-detroit-comments_n_67083d36e4b0c34b3eba601c,1,Trump
e jean carroll lawyer be begin to tussle over trump 88 million judgment,2024-10-11,www.notus.org,https://www.notus.org/courts/e-jean-carroll-lawyers-trump-88-million-judgment,1,Trump
north carolina 2024 trumpharris poll trump overtakes harris lead,2024-10-11,Forbes,https://www.forbes.com/sites/saradorn/2024/10/10/north-carolina-2024-trump-harris-polls-trump-overtakes-harris-lead/,1,Trump
no respite from the storm of trump lie   horsey cartoon,2024-10-11,The Seattle Times,https://www.seattletimes.com/opinion/no-respite-from-the-storm-of-trumps-false-claims/,1,Trump
tiffany trump be pregnant say expresident,2024-10-11,The Hill,https://thehill.com/blogs/in-the-know/4926891-tiffany-trump-pregnant/,1,Trump
trump close the door on additional debate with weird message,2024-10-11,MSNBC News,https://www.msnbc.com/rachel-maddow-show/maddowblog/trump-closes-door-additional-debates-weird-message-rcna174853,1,Trump
trump propose new tax break on car loan interest,2024-10-11,CNBC,https://www.cnbc.com/2024/10/10/trump-car-loan-tax-deductible-harris-election.html,1,Trump
trump tariff could push sp 500 down 10 next year ubs says,2024-10-11,Forbes,https://www.forbes.com/sites/dereksaul/2024/10/10/trumps-tariffs-could-push-sp-500-down-10-next-year-ubs-says/,1,Trump
donald trump chance of win election rise with bookmaker,2024-10-11,Newsweek,https://www.newsweek.com/donald-trumps-chances-winning-election-surge-bookmakers-1967010,5,Trump
fcc chair reject trump call to revoke cbs license over harris interview edit,2024-10-11,The Verge,https://www.theverge.com/2024/10/10/24267054/fcc-chair-rosenworcel-trump-harris-60-minutes-cbs-license,1,Trump
trump slam beta male howard stern over softball kamala harris interview make a fool of himself,2024-10-11,New York Post,https://nypost.com/2024/10/10/us-news/trump-slams-howard-stern-over-softball-harris-interview/,1,Trump
donald trump fema claim attack in home state newspaper garbage,2024-10-11,Newsweek,https://www.newsweek.com/donald-trumps-fema-claims-attacked-miami-newspaper-1967179,1,Trump
disinformation stir by musk and trump add strain to hurricane recovery,2024-10-11,Bloomberg.com,https://www.bloomberg.com/news/articles/2024-10-10/election-disinformation-stirred-by-musk-and-trump-strains-hurricane-recovery,4,Trump
watch trump completely lose train of thought in awkward speech,2024-10-11,The New Republic,https://newrepublic.com/post/187055/donald-trump-loses-train-thought-awkward-speech,1,Trump
