Username,Comment,date,Ticker,sentiment
sKamalaRCX2017,what s the deal with you sickos spread misinformation you say biden be fine when the guy could not find a bathroom for 4 year,2024-10-14,DJT,1
JAHBULON,easy the defense of our country be priority imagine how much bad it would be if russia invade a small and slightly atypical hurricane be nothing in comparison,2024-10-14,DJT,4
forallthedogs,it do not surprise I it happen in california the big liberal shit hole of a state that allow criminal to walk free,2024-10-14,DJT,1
Trekki,you can not let a man who can not control his temper run a country with his dementia he s just to old trump can not control his temper hell have we all kill,2024-10-14,DJT,1
swingprotrades,explain this scum libtard,2024-10-14,DJT,1
sKamalaRCX2017,weird ass bear finally throw in the towel here now that they ve lose all their money short a 100 run trump be up big in the poll squash their dream of a laugh kamala presidency and million of man in dress,2024-10-14,DJT,1
Darkpool4u,be renameddmsparamount global shareholderswill receive a signeddark maga capin exchange for their sharesand like it,2024-10-14,DJT,1
ycbig176,donald trump be get to the meat and potato of what he think this be about he just ask a crowd if they want a white person or a black person for a president not a smart person or a dumb person this old motherfucker must go,2024-10-14,DJT,1
Justtakingprofits,e watch,2024-10-14,DJT,5
sKamalaRCX2017,seriously wtf be wrong with you get off or on your med,2024-10-14,DJT,1
itsallaboutheoptions,good week yet,2024-10-14,DJT,4
Trekki,I m hear chicken trump be afraid to debate kamala harris convict trump can rape woman when he s alone with they but can not face they when man be around vote kamala harris,2024-10-14,DJT,1
ScoreKeeper_,if your hold any of the four you might want to follow he asap,2024-10-14,DJT,3
SammyStocks22,thing be about this stock be its politically driven and the country have become that but also people know why this stock can do and be not afraid to buy at or more we be only half way to that keep short but you will lose,2024-10-14,DJT,3
ripztrip,let go amish,2024-10-14,DJT,1
JAHBULON,wtf you smoke trump demand blood from nation support immunity for mini tyrant want extreme censorship want war with iran,2024-10-14,DJT,1
Wuptich,eo overnigt over 1 m trade and open 2730 usd way to 354045,2024-10-14,DJT,1
Stocktrader1234,if djt sit on that white couch expect a skid mark do not be cut to a sponsor its important for the public to know the health of the president do he go poop or not go poopthat be the question,2024-10-14,DJT,1
IBOTTheDipAndTheDipWon,hi kid since you do not have much to do but wait for your payday for the rest of your life you should stop by and join the tds mosh pit,2024-10-14,DJT,4
Max22,cathy obrien recount the time she be hunt by elite in a human hunting party by people like dick cheney,2024-10-14,DJT,4
Gemineye,michigander we play an important role get off your ass and vote,2024-10-14,DJT,5
Sevenele,ctvnewscaworldmanwithl maga guy be carry gun,2024-10-14,DJT,1
Darkpool4u,larry ellison invest in dark magas takeoverof twitterparamount global be nexttwitter shareholder get paidthey will not make the same mistake with paramount globalshareholder,2024-10-14,DJT,1
CarlBnas,the cult make up a whole fictional medical condition to squelch any negative mention of their dear leader sorry but only people in your cult care about the tds thing,2024-10-14,DJT,1
Stocktrader1234,all of a sudden djt promise boarder protection so many promise like his fail wallhe have 4 yr of promise,2024-10-14,DJT,1
Ricky_Abelleria,so much tds so little time,2024-10-14,DJT,1
CryMeATicker,wtf maga freakish obsession with fantasy they re go to wake up and smell the coffee alright in november,2024-10-14,DJT,1
CarlBnas,its october buddy if there s so much lie and mislead necessary to support trump then there might be something wrong with the guy,2024-10-14,DJT,3
CryMeATicker,maga well pray cheetolini do not get elect the first thing authoritarian do be remove everyone right start with gun the first guy that say but I m maga will get the rifle butt to the face,2024-10-14,DJT,1
Chris_Pike,mm hmmcali girl attorney general for the state of california she s awesome in so many way,2024-10-14,DJT,5
Ricky_Abelleria,biden harris inflation number vs trump,2024-10-14,DJT,3
JinnySumner,analyst price target for next week livestockmomentumstocksw,2024-10-14,DJT,4
CryMeATicker,sure maga simple start to realize the thought of a prosecutor scare the crap outta maga,2024-10-14,DJT,3
Gemineye,michigan we must defeat slotkin she vote no on this,2024-10-14,DJT,1
CryMeATicker,america win over enemy foreign and domestic,2024-10-14,DJT,5
rredskin,god bless president trump america,2024-10-14,DJT,1
kylevallans,top 5 stock to watch this week full game plan from,2024-10-14,DJT,5
Darkpool4u,dark maga meeting to discussfutureof paramount global,2024-10-14,DJT,4
CryMeATicker,and I hear the british be give up hong kong too,2024-10-14,DJT,1
CarlBnas,nazism,2024-10-14,DJT,1
Justtakingprofits,blood,2024-10-14,DJT,5
Justtakingprofits,fuck woman,2024-10-14,DJT,1
Raygun_24,who here think before nov 5th,2024-10-14,DJT,1
DJTNUMBERONEFAN,the male driver identify as vem miller a 49yearold resident of las vegas be find to be illegally in possession of a shotgun a loaded handgun and a highcapacity magazine miller be a republican politician accord to nevada state record odd how your own people be try to kill you maybe they be not your people and know you re a threat to this country,2024-10-14,DJT,1
Chris_Pike,this be real mahat,2024-10-14,DJT,5
Darkpool4u,be there anyone else who use a skin bronzer to appear godlikeanyone,2024-10-14,DJT,1
Detroit201,and once you drink trump coffee in the morning you will look like our president,2024-10-14,DJT,5
MrACD,trump be use the republican conservative party as oppose to independent label in order to direct the country to an effective revolution usa be no long own by the people due to the indebtedness and the act of 1871,2024-10-14,DJT,1
sattalight,old living american who definitely should not be compare to hitler,2024-10-14,DJT,1
Honest_Abe,yike china make a move before they have to deal with trump move on taiwan much easy operation with the lame duck biden,2024-10-14,DJT,5
Detroit201,make coffee affordable again president trump,2024-10-14,DJT,5
Chico_the_Dolphin,lol they mock everyone that s why we like it get over it grow up and vote kamala stop listen to people who be obviously drunk on kool aid and member of a cult,2024-10-14,DJT,1
Clowntown_1,epic,2024-10-14,DJT,5
Tradewar_elf,good thing trump send those test over to putin in the middle of the pandemic there be a word for this,2024-10-14,DJT,4
VIPTrades009,top watch,2024-10-14,DJT,5
swingprotrades,cost of illegal immigrant per state in 2023 alabama 596 million alaska 130 million arizona 319 billion arkansa 356 million california 309 billion colorado 194 billion connecticut 128 billion delaware 244 million florida 804 billion georgia 314 billion hawaii 771 million idaho 405 million illinois 527 billion indiana 886 million iowa 405 million kansas 603 million kentucky 367 million louisiana 604 million maine 903 million maryland 214 billion massachusetts 216 billion michigan 128 billion minnesota 657 million mississippi 100 million missouri 657 million montana 45 million nebraska 136 million nevada 147 billion new hampshire 108 million new jersey 527 billion new mexico 174 million new york 995 billion north carolina 314 billion north dakota 4325 million ohio 3324 million oklahoma 273 million oregon 147 billion pennsylvania 164 billion rhode island 313 million,2024-10-14,DJT,1
gilmeriken,the convict felon fail former president be a loser,2024-10-14,DJT,1
nastento,libtarddddd,2024-10-14,DJT,3
bluma520,watch this kamala lover,2024-10-14,DJT,5
gilmeriken,delusional just like his supporter harris 2024,2024-10-14,DJT,1
rredskin,good president in my lifetime I m vote for president trump,2024-10-14,DJT,5
Yieldmaxdefiantthereal1,sorry magat have to go do important thing so have a generic fckoff on I,2024-10-14,DJT,1
bluma520,insane to vote for a make up candidate,2024-10-14,DJT,1
Yieldmaxdefiantthereal1,you know its fake when they print she s behind projectsfivethirtyeightco,2024-10-14,DJT,1
IBOTTheDipAndTheDipWon,holy smoke more drunken inanity she need to cut back for her liver,2024-10-14,DJT,1
Pipinstallwin,so trump be launch a crypto coin tomorrow gl,2024-10-14,DJT,1
RobNC,so dumb,2024-10-14,DJT,1
scrappy78,obama and pelosi be lose on purpose only explanation for choose kamala harris over 12 well candidate kamala love read venn diagram on the short bus,2024-10-14,DJT,1
Darkpool4u,be trump bronze makeupout of controlparamount makeup departmentto supply a last coat,2024-10-14,DJT,5
Yieldmaxdefiantthereal1,that and they re pay and in country other than the us we be warn this would happen people sometimes get what they deserve,2024-10-14,DJT,1
Max22,do not underestimate democrat they be like rabid dog back into a corner,2024-10-14,DJT,2
Xaeraiae28,how the fuck do not you republicans and democrats realize that the political spectrum be just a scam I seriously do not understand do you guy just base all your belief on youtube and x while not even research anything every republican I ve meet be as much as a sheep and slave as a democrat bbut trump be get attack by deep state you really think the elite family be dumber than you if all of you dumb motherfucker actually study the political system with an unbiased mindset then you would not even vote the entire government would shut down because everyone would be angry for be lie to all of you be be lie to even republicans who think they know the truth about the world you fake truth seeker can not even comprehend that elite control both side of the political spectrum you re aid the elite and nwo by practice your fake voting right its not hard to research how the electoral college work or any book by freemason or rosicrusion,2024-10-14,DJT,1
swingprotrades,scum libtards longtime democrat donor bill ackman endorse trump cite 33 bidenharris policy he believe could destroy america from within,2024-10-14,DJT,1
Fastruns17,I see a lot of sit at the farm in the heat for 7 hrs at coachella,2024-10-14,DJT,4
DJTNUMBERONEFAN,we be not deal with intelligent people these be moron and I do not mean that just to disparage they I mean it in every sense of the word stubborn stupid low information doorknob licker they literally do not have the mental faculty the average person have they re easily dupe easily manipulate and they re constantly piss the fuck off and look for someone to blame a potent mix,2024-10-14,DJT,1
Fastruns17,how many of you clown get stick walk to your car at the death of trump rally,2024-10-14,DJT,1
Max22,man put obama to the torch,2024-10-14,DJT,1
Ricky_Abelleria,see a couple of book liberal push on 5th grader drawing of oral sex and bad ab1955 take away parental right if a elementary child be trick into transition and you as a parent object the state can take your kid enough be enough,2024-10-14,DJT,1
Justtakingprofits,film food,2024-10-14,DJT,4
soulbrotha,and in the last week trump have tell romney republicans to get the hell out and the people of detroit that the whole country will be like detroit if she get elect I think he want to lose the election,2024-10-14,DJT,1
TJmaximus,kamala fight for taxpayer to fund transgender surgery tampon tim give blowjob to 14 year oldsyou have to be an evil derange dumbshit to support they,2024-10-14,DJT,1
swingprotrades,even saturday night live be mock scum kamala its just too easy,2024-10-14,DJT,2
kamalathegreatborderCzar,oldie but a goodie,2024-10-14,DJT,4
Justtakingprofits,digger please,2024-10-14,DJT,5
Boscomanus,border patrol council endorse trump hahahahahah come on monday let make money,2024-10-14,DJT,1
ScoreKeeper_,I think he s the good to watch,2024-10-14,DJT,5
Justtakingprofits,pervert have freedom in the republican party,2024-10-14,DJT,5
HanksterGangster,stock will be run wild in the premarket after what appear to be yet another fail attempt to take the maga man down by end of next week,2024-10-14,DJT,1
Wuptich,timeline technical,2024-10-14,DJT,4
Yieldmaxdefiantthereal1,have problem with fake news good deflectionnot,2024-10-14,DJT,4
DJTNUMBERONEFAN,trump be a huge narcissist that want everything revolve around he and if its not it must be bad or wrong proof republicans be rino unless they vote for I bible do not make sense unless its the trump bible jews be horrible unless they vote for I debate be useless unless I win they endorsement do not make a difference unless its for I the poll be fake unless I be ahead the election be rig unless I win the news be fake unless its flattering everything a hoax unless I tweet it nepotism be bad unless its my family I m rich but you can not see my taxis I m smart but you can not see my grade I m a patriot but I dodge the draft I m successful but my business fail my staff be the good until I fire they our military be great unless they get kill injure capture or torture I m innocent but the prosecutor and court be corrupt unless they support I,2024-10-14,DJT,1
Runamuk,I love that chart I go to sleep with that chart every night,2024-10-14,DJT,5
rredskin,let goooo vote,2024-10-14,DJT,1
PadraigDubh,neither trump nor his running mate jd vance have disclose their tax filing and there s no sign they intend to though they could shed light on potential conflict of interest and personal stake they have in legislation before congress,2024-10-14,DJT,1
Yieldmaxdefiantthereal1,why do you leave out it soar under trump during his last month except for his last couple week that s the difference here you can not admit anything wrong ever on your side when there s plenty of it biden be not perfect and have bad moment there I write it you ll never ever acknowledge don felon 6 bankruptcy multiple felony conviction fraudulent charity all a matter of public record pathetic biggly,2024-10-14,DJT,1
kamalathegreatborderCzar,everyone beware of instinct and stock insightshe be very hurt by his sell call on djt at 12 buck god bless you lil man,2024-10-14,DJT,1
TJmaximus,tampon tim be a pedophilia,2024-10-14,DJT,1
Honest_Abe,do not hear too much about build back well anymore but I do see a kamala slogan that say a new way forward but in one of the interview kamala say she would not do anything different than biden she do say she be not biden and that be very insightful,2024-10-14,DJT,3
dhood3,my current play tomorrow I m go to buy 10 to 30djt share,2024-10-14,DJT,5
TreasureBonanza,yup and kamala be an actual racist do you hear her fake spanish accent at the univision town hall imagine if trump do that,2024-10-14,DJT,1
PadraigDubh,maga hate american freedoms daddy donnie will take care of they do all their thinking for they,2024-10-14,DJT,5
bluma520,if trump do this he would be call a racist,2024-10-14,DJT,1
TreasureBonanza,screenshot from your fact check article you should read it,2024-10-14,DJT,1
S2b,conald supporter be just so well inform,2024-10-14,DJT,5
Darkpool4u,wanna know where magaand dark maga have theirorigin again essential to have paramountfor total propaganda,2024-10-14,DJT,5
PadraigDubh,and yet his magat still believe he,2024-10-14,DJT,4
swingprotrades,scum libtard here be more,2024-10-14,DJT,2
lasoto3,trump just say he would use the military to target political enemy holy shit this guy straight up say this with a straight face imagine if a dem say this this man can not be allow back in the white house,2024-10-14,DJT,1
DigiDataNomad,this be the same age fred trump be at when he be first diagnose with dementia a couple year later and he have trouble recognize people,2024-10-14,DJT,1
Gemineye,trump have these fucker break biden day one release sanction now he s put they back on you just can not make this stuff up,2024-10-14,DJT,1
bluma520,kamala the manufacturing of a candidate,2024-10-14,DJT,4
Yieldmaxdefiantthereal1,I like this one well but we know millenial do not answer their phone when its an unknown number,2024-10-14,DJT,4
WeedHoppa,ahhthose leave lunatic be try to kill the dear leader so they continue to say another example of their twisted version of the truth,2024-10-14,DJT,1
Max22,must watch harmeet dhillon join tucker carlson to break down kamala harriss entire career history its about what country we want in the next four year video,2024-10-14,DJT,5
FlexLuthor,he leave a bunch of bum strand on the desert,2024-10-14,DJT,1
Yieldmaxdefiantthereal1,and also I would be really wary of anonymous post on x they let anything on there that support fascism since the fascist buy it,2024-10-14,DJT,1
Ricky_Abelleria,bbbut congress we all know biden reverse it on day one,2024-10-14,DJT,1
PadraigDubh,those who know trump well than you be say do not vote for trump,2024-10-14,DJT,1
dhood3,its not significant and its only relevant because she be fall in the poll,2024-10-14,DJT,3
Kream,oof realclearpolitic all poll average show kalama harris leading trump by 17 point on this day in 2016 hillary clinton be ahead by 67 point and joe biden be lead by 10 point use the same method I m certain trump will win in november smug liberal be already prematurely crown kamala harris oblivious to the reality that s come,2024-10-14,DJT,3
bluma520,another major trump support union endorsement trump be go to win,2024-10-14,DJT,5
Justtakingprofits,la hotariacompaasy puta madre check out sammystocks22 on stocktwit,2024-10-14,DJT,5
peter71110,gop politician arrest outside trump rally for illegal possession of gun police,2024-10-14,DJT,1
Max22,robert f kennedy jr watch my interview with and her daughter shayla and learn about the the human cost of kamala harris war on truancy,2024-10-14,DJT,5
Veryn_ice_howmusk,47 day with jesus,2024-10-14,DJT,5
kamalathegreatborderCzar,if this end up be true and verifiedwalz and kamaltoe do no doubt knife in da,2024-10-14,DJT,1
insiderfinancial,this week trading plan cover continue to rebound up 53 last week as trump poll number improve and bet odd move in his favot on watch for monday with moon market video earning thursday always a big mover 19 float short rally after earning have a great week everyone,2024-10-14,DJT,1
WeedHoppa,the threat the cult complain about continue to come from their own local outlet say that miller be a registered republican,2024-10-14,DJT,1
PadraigDubh,and yet maga believe he sad,2024-10-14,DJT,1
swingprotrades,if you do not like my political rant do not watch this but how can kamala harris keep call herself the candidate of change when she be the sit vp I feel like I m take crazy pill vote for whoever you want but I have to point out how crazy it be ps I know people be go to say trump be the bad candidate of all time and you re entitle to your opinion but he have win the nomination 3 time fair and square kamala have never have a vote cast for she yet,2024-10-14,DJT,1
Chico_the_Dolphin,this guy just fall off the turnip truck trump be their btch and everyone know it they re not our ally and never should be their communist friggen dictatorship harriswalz for the people and the world,2024-10-14,DJT,1
Darkpool4u,about to give the maga worldan orgasmwait for it hereno thank require,2024-10-14,DJT,3
PadraigDubh,map by county population size,2024-10-14,DJT,4
Yieldmaxdefiantthereal1,still in denial about don felon here a fact check,2024-10-14,DJT,1
Justtakingprofits,come flavor toothpaste,2024-10-14,DJT,5
Max22,robert f kennedy jr I m concerned about the health of child and the explosion of chronic disease in our kid that s why I m support donald trump who be committed to make america healthy again maha,2024-10-14,DJT,4
smallfish1,a vote for trump be a vote for putin magat prefer putin over our country you can not make this up,2024-10-14,DJT,1
CjHoover,I m happy just keep go,2024-10-14,DJT,5
Yieldmaxdefiantthereal1,more interesting to know behind close door what putin and his puppet discuss well never know because trump refuse a translator and rely on the russians typical traitor,2024-10-14,DJT,3
TreasureBonanza,for all the dem pretend to care about the border because its election season we do not need a new border bill we need an admin that would not undo trump border policy include stay in mexico if they keep trump border policy their would not be a need for any further bill,2024-10-14,DJT,3
GorillaTicTacs,I have maga be fake news sucker on mine so it all work out same dude that bring you the laughably bad affidavit be now bring you the laughably bad email exchangeswith the cursor still visible where he type it himself,2024-10-14,DJT,1
Max22,rfk jr launch where citizen all over the country can post policy proposal that trump team will review,2024-10-14,DJT,5
Clowntown_1,real talk who would anyone rather talk with putin xi kim one on on door close trump or harris trump tell taliban leader touch a hair and nothing open your lib eye,2024-10-14,DJT,1
Yieldmaxdefiantthereal1,unless you buy three month ago you d still be 15 percent down but you know that,2024-10-14,DJT,1
Chawkes,thank for make my call,2024-10-14,DJT,5
SammyStocks22,I mean I sell to lol,2024-10-14,DJT,1
swingprotrades,overnight trading scum libtard,2024-10-14,DJT,3
Darkpool4u,dark magause same blueprintthey need paramountto complete the job at a secret meetingplan have be okdtake a good look at the symbol xwhat drive it remind you of,2024-10-14,DJT,4
22Shares,not sure who be play but I do have walz be a pedophle on my bingo card,2024-10-14,DJT,3
starbreaker,30 second ago,2024-10-14,DJT,1
Clowntown_1,I m sorry but if you do not think kamala be a complete idiot bless your heart kamala or trump behind big door with dog like putin or xi stop,2024-10-14,DJT,1
dhood3,for the un initiate libtard this have be go on for year its not no one want they do not want to pay minimum wage,2024-10-14,DJT,1
Stocktrader1234,trump have 4 yrs to come up with an immigration plan as well as a boarder bill he do not america need thing to get do red state actually get the most out of biden infrastructure bill talk about the deficitnot one red state return a covid monie djt say covid would magically go away if a president care about americans he do not play politic when its in the interest of the who country america be more than land its the people the be to many that give their life for this land now djt in rallys say he be willing to use the military against americans of his choice there s no more o he do not mean what he say he need more time away from government,2024-10-14,DJT,1
Justtakingprofits,penis lover punk bitch,2024-10-14,DJT,1
SammyStocks22,why do this dude keep comment and reshare his own stuff,2024-10-14,DJT,1
Wuptich,90k tradet overnight in 1h,2024-10-14,DJT,1
Justtakingprofits,wait little b,2024-10-14,DJT,3
P451,mondayeod,2024-10-14,DJT,3
ripztrip,the democrat mayor of dearborn michigan be endorse and pal around with hezbolla terrorist supporter this be america less than a month before the next prez election hell fuck no kamala and these dumbass tds dem,2024-10-14,DJT,1
PadraigDubh,a song about american women rightswhich they once hadbee take away by an intrusive government rock on stevie,2024-10-14,DJT,4
Nobody000,we could see a per share,2024-10-14,DJT,3
SammyStocks22,my big financial mistake right now be that I do not buy enough,2024-10-14,DJT,1
dhood3,I once work for a company who hire hundred of migrant to work in their factory yet they do not hire any of they to work in the corporate office unless it be a janitor yet I find myself think how the wage and environment would be different if americans be hire for those role,2024-10-14,DJT,3
Justtakingprofits,can you do the math since you do not have tooth its not natural it be at 18 and not its at so what be the marh,2024-10-14,DJT,2
swingprotrades,the national border patrol council have endorse donald trump for president on behalf of the 16000 man and woman represent by the national border patrol council we strongly support and endorse donald j trump for president of the united states,2024-10-14,DJT,5
Wuptich,if we break 2650 and last week high of 2774 it will go up to 2835 usd depend on how the technical chart look we can also reach 4045 usd this week maybe even 50 usd and overtake jd,2024-10-14,DJT,1
Jokerjoker,your down to six post an hour how you go to save your overpay government job at that rate,2024-10-14,DJT,1
Yoshiepie,viva la migra,2024-10-14,DJT,5
SammyStocks22,I be 600 in the last week mainly because of this stock I buy call but damn,2024-10-14,DJT,3
Justtakingprofits,with your,2024-10-14,DJT,5
Eireternal,lol nebraska trump rally goer be leave behind while trump leave on his private plane,2024-10-14,DJT,1
Justtakingprofits,lie cheat or steal we be republican,2024-10-14,DJT,1
Darkpool4u,dark magaha a plannext victimsparamount shareholder,2024-10-14,DJT,5
Justtakingprofits,true dat,2024-10-14,DJT,5
TDawg2FO,interesting reading,2024-10-14,DJT,4
Justtakingprofits,lie cheat or steal worthless father and mother so do not ask for an explanation from your daughter,2024-10-14,DJT,1
Darkpool4u,dark maga akaasus oligarchsplan to turn the us populationinto perpetual servitudenot own shitincludingthepoorly educatedidiot that support they and help they gain powerputin will supply the blueprint,2024-10-14,DJT,5
Justtakingprofits,if you lick it i d might give you 3 in your a o drought it,2024-10-14,DJT,3
ScoreKeeper_,who else follow obi alert,2024-10-14,DJT,1
swingprotrades,here be more scum libtard,2024-10-14,DJT,2
ScoreKeeper_,he be the topic all month log,2024-10-14,DJT,5
Justtakingprofits,the ball sucker of sweat he be and proud of it,2024-10-14,DJT,5
SammyStocks22,this stock be a no brainer even if you do not like he,2024-10-14,DJT,1
Niceday2022,do anyone see this be this true,2024-10-14,DJT,5
DeepValueFinders,already up 3 in overnight trading everyday the float get small and small and the gain will multiply as no one be sell until election result be in show a victory 80 of the float be own by insider and trump,2024-10-14,DJT,1
Justtakingprofits,give we right to putin your a fucking o,2024-10-14,DJT,5
SteveStreet,magas be singe this gem yesterday,2024-10-14,DJT,5
Yieldmaxdefiantthereal1,I d tell you to read but magat not their strong suit so look at the picture notice all the blue as in blue whitethen red,2024-10-14,DJT,3
swingprotrades,read and weep scum libtard,2024-10-14,DJT,1
TreasureBonanza,ok kamala claim it would have stop the flow of migrant that be a lie it allow 5000 migrant per day 5000 x 365 1825000 new migrant per year how on earth do that stop the flow if the majority of both side agree then it would have be pass but it be not your savior kamala be not the answer she s the problem,2024-10-14,DJT,3
Yieldmaxdefiantthereal1,no question please,2024-10-14,DJT,3
Justtakingprofits,sammy you get tooth,2024-10-14,DJT,5
Justtakingprofits,going suck he dry with toothpaste wisdom,2024-10-14,DJT,1
Stocktrader1234,if the boarder be a national security problem then djt congress should pass this bill its obvious that the wall fail that mexico do not pay for it,2024-10-14,DJT,1
Yieldmaxdefiantthereal1,man I m agree no one who let that many illegal in via m open border during their administration should ever be president,2024-10-14,DJT,1
SammyStocks22,I hear trump be go to be on joe rogan before the election can anyone confirm this,2024-10-14,DJT,1
