Username,Comment,date,Ticker,sentiment
Not_A_Trumper,cult very dumb of late not accept help due to trump lie and believe everything of dear leader extreme lie rhetoric bearish,2024-10-11,DJT,1
uyenng25_,high weekly volume since 2021 moon still with 1 trading day leave,2024-10-11,DJT,5
CChartist,donni I do not care if people be die because I lie I only care about crowd size,2024-10-11,DJT,3
Honest_Abe,60 minute be a very unserious news program that pretend to be serious,2024-10-11,DJT,1
Tonqueen,look at the volume before you decide to short thisbetter short out there imobear beware,2024-10-11,DJT,1
CChartist,trump I have more complaint on grocery the word grocery you know its sorta simple word but it sorta mean like everything you eat the stomach be speak it always do and uh I have more complaint about that bacon and thing go up but kamala be the dummylol,2024-10-11,DJT,3
MissingTwentyF,unlike a democrat supporter where most of they work in public sector milking contribute taxpayer dry,2024-10-11,DJT,2
SeekingUnicorns,tell you elon have no business stick his toe in politically especially with a loser like,2024-10-11,DJT,1
GHECKO,you guy go to keep this above 24 or nah,2024-10-11,DJT,1
CoIumbo,communist democrat there be no election fraud its perfectly normal for people to pull up to drop box and dump in hundred and hundred of ballot bullish,2024-10-11,DJT,5
MelonHole888,lt dan say he easily survive the p diddy distraction hurricane and sleep like a baby that night floridian be too tough to not vote its all red bearish,2024-10-11,DJT,1
SeekingUnicorns,then why be this idiot support,2024-10-11,DJT,1
CChartist,maga these people will make america great againhahaha,2024-10-11,DJT,5
deekay99,drop all salty liberal to sudan bullish,2024-10-11,DJT,1
NerdyTraders,my favorite part of robotaxi be when the robot be dance in the gazebo oh and the robovan,2024-10-11,DJT,5
Steelballn20,where be trump here bearish,2024-10-11,DJT,1
FredoDog,maybe remember that in 2016 they also call hillary as the winner some be so sure that they pay out week early,2024-10-11,DJT,3
starbreaker,new interactive brokersforecastex contract,2024-10-11,DJT,5
YoungAndWealthy,drain the swamp america 1st bullish,2024-10-11,DJT,5
YoungAndWealthy,bullish,2024-10-11,DJT,1
DTheMan,25 dollar call vol bullish,2024-10-11,DJT,1
Raygun_24,believe this may hit by eom boyeeee word bullish,2024-10-11,DJT,1
CChartist,ah right that be why the first order of the day after you lose the election will be to lock you up,2024-10-11,DJT,1
langster11,instead of project their grievance on the vulnerable would not it be nice if some people focus on acquire skill and degree so the chinese immigrant do not have to show up to beat chinese in chess and indian immigrant to take on indian mathematician go to monotonous rally achieve exactly what,2024-10-11,DJT,2
CoIumbo,he be up and he win but the democrats do election fraud everyone know that its the emperor new cloth,2024-10-11,DJT,1
starbreaker,prediction market there s a difference,2024-10-11,DJT,3
GorillaTicTacs,be not trump up quite a bit in the election market the day of the 2020 election seem I see one where he peak at 56 bearish,2024-10-11,DJT,3
StockRavingMad,yes gambler be extremely dependable and usually right that s why they re rich and the house never win,2024-10-11,DJT,2
rehctaWkarD,seem like the left be all crazy bullish,2024-10-11,DJT,1
SpacDaddyDoug,trump up 12 point now in the bet market trump be go to win as long as people turn out to vote and democrat do not cheat again,2024-10-11,DJT,1
mnm8844,she get to be the dumb person at least biden be smart enough not to get catch,2024-10-11,DJT,1
GHECKO,bagholde 2550 never feel so good,2024-10-11,DJT,1
mnm8844,have you all see kamala gaff she hide her mouth and say its a live broadcast to whoever be on the other end of her 007 ear peice microphone bullish,2024-10-11,DJT,1
jspaggy,trumpty chemical dependency be well document and its awfully rich of you to point the finger at the dem when even florida repugnican be emphatically against approve fund the response,2024-10-11,DJT,1
CoIumbo,also notice the guy in pink with boob in the background lol,2024-10-11,DJT,1
Max22,exile chinese billionaire and political activist who move to the united states in 2015 where he own property in new york city miles guo explain how the ccp turn natural disaster into golden opportunity to achieve multiple horrific objective at once many similarity with the us right now bullish,2024-10-11,DJT,1
CoIumbo,communist democrat have the weapon take from he and be knock out by maga chad antifa girl marvel at the strength of a maga chad bullish,2024-10-11,DJT,1
Tangibly,go away you do not like the stock hit it at least he s not drink cheap beer on stupid late night show while florida be be pummel kammy have a job be suppose to be serve the country and she have two hand she s not use they to help these ravage state nope she s guzzle beer to continue her alcohol habit bullish,2024-10-11,DJT,1
Tangibly,obama be not do much campaigning for kammy because he can not get a crowd anymore than kammy its all smoke and mirror and warehouse full of the obamas hillarys book that do not sell they get pay print but sit in warehouse,2024-10-11,DJT,1
jspaggy,very nice that the magat pump this through the roof so trumpty could unload for a nice bil clean profit before they declare bankruptcy,2024-10-11,DJT,5
TradesBB,time for the car loan tax credit move bullish,2024-10-11,DJT,1
Steelballn20,not vote for this guy bearish,2024-10-11,DJT,1
Steelballn20,everybody know man can not get pregnant fake news do not vote for a sexual predator bearish,2024-10-11,DJT,1
Max22,work at or work on bullish,2024-10-11,DJT,4
DeadcowX,that s pretty funny to say consider trump be the large beta history have ever see his cuck boy elon be next in line for that reward,2024-10-11,DJT,4
MelonHole888,what can be unburden by what have be wtf do that mean bearish,2024-10-11,DJT,1
sborovay07,when all they have leave be russia russia russia and stupid meme you know they be beyond desperate,2024-10-11,DJT,1
S2b,conald accolite be do the same right here right now,2024-10-11,DJT,3
FingerlessRage,damn I sell early lol hope someone be hit a homerun bullish,2024-10-11,DJT,1
CoIumbo,girl like touch guy watch these antifa girl swoon over the maga truck bro watch the girl with the red hair touch hair and swoon over the real man antifa boy be weak simp truth be leftist girl will always fall for a right wing chad they even say it themselves,2024-10-11,DJT,1
1Tick,a bit overextend on the daily but I expect a move higher into the election follow for more,2024-10-11,DJT,3
GorillaTicTacs,yeah pffffffft bearish,2024-10-11,DJT,1
daytradin4life,yet another medium debacle elon be pass out on a couch or hotel bed and not sleep in his boxabl house outside the giga factory he s now more interested in campaign with trump and its cause he to lose sleep and be forgetful they be discuss the merge of and bearish,2024-10-11,DJT,2
CChartist,boom this right here this be at stake america do not need a dictator that will destroy the american experiment,2024-10-11,DJT,5
SirDolphin,well play for the election we have a crapload of new short below who be be squeeze right now the stock have already hit twice during the election cycle so be a conservative get it price target turn out fundamental do not matter bullish,2024-10-11,DJT,4
Max22,much well to have tough man than whiner who can not get thing do bullish,2024-10-11,DJT,5
SpencerF,biden harris be do the scoop and sweep biden scoop up the clutter kamala dust the area they should be ready to clear out in time for thanksgive bullish,2024-10-11,DJT,1
CoIumbo,communist liberal always worried about his crowd size lol meanwhile communist liberal fake the kamala crowd and joe have no crowd,2024-10-11,DJT,1
12Dakotadan,he s a loser I think the next time melania will debunk his size,2024-10-11,DJT,1
Brandoroadster,magas bitch about illegal voter fraud with no evidence but here be this guy,2024-10-11,DJT,1
BullionBull,if you re on the fence vote for the party that do not promote the idea that man can get pregnant,2024-10-11,DJT,1
Steelballn20,payday friday maga bearish,2024-10-11,DJT,5
Chino310,you xanr make this stuff up smh bullish,2024-10-11,DJT,1
WallStpass,do not care criminal pos bearish,2024-10-11,DJT,1
ycbig176,I have three brother and three sister only my sister say happy birthday and send I emoji my brother have to be kick in the ass by their wife to remind they that its my birthday lol and then they call I I do the same to they man do not care about that shit but we love each other lol we get more important shit to think about,2024-10-11,DJT,5
another30baggerVance,bullish,2024-10-11,DJT,1
havacubepunch,fedsurection fbi director wray all but admit the feds have 100 asset dress as trump supporter to the capitol on j6th bidenharris be stall the release of the ig report until after election bullish,2024-10-11,DJT,1
12Dakotadan,you should work for trump but if you want to make a bonus the lie need to be big,2024-10-11,DJT,3
SevenClips,barack sound like he be cry in that speech dude voice be crack every other word if you close your eye it could ve be anyone enrage grandmother up on that stage bullish,2024-10-11,DJT,1
Mavrick1985,good call out for the win tonight we grow bullish,2024-10-11,DJT,4
Mavrick1985,here come the bear,2024-10-11,DJT,5
Agent122O,america for the american race go maga bullish,2024-10-11,DJT,1
SillyStrings5150,trumps crowd size brag debunk by embarrass video the new republic,2024-10-11,DJT,1
Honest_Abe,just hold on I m comin hold on I m comin hold on I m comin,2024-10-11,DJT,5
12Dakotadan,do that really happen trump be the winner for the fat pig on the lot the idiot idiot trump win paw down,2024-10-11,DJT,1
deekay99,10 million illegal vote will show up after nov 4th and save kamala,2024-10-11,DJT,1
SillyStrings5150,a vote for trump be a vote for project 2025 donald trump say project 2025 author come on board if elect newsweek,2024-10-11,DJT,1
CoIumbo,blame bush the entire time he be in office take credit for trump success lol let I be clear lol he always say that murder million of child with drone and liberal remain silent bullish,2024-10-11,DJT,1
jimmylinsbux01,short interest have update today short interest have hit an all time high just as I suspect 147 million share now hold short 1 million share more than 2 week ago day to cover also just hit an all time high of 203 day to cover its clear that short have be suppress the stock price and double down in order to save their massive short position this be crazy I m add every day now rotate cash from other position that squeeze be go to be epic time to let the reddit mob know bullish,2024-10-11,DJT,1
Anthonybarnes4,14 million share short must go to bed scare every night know that the next gap up be just around the corner while they continue to pay 20 interest just to hold short how do you plan on cover 14 million share when we average 500k share a day that s 28 day to cover good luck long bullish,2024-10-11,DJT,1
Anthonybarnes4,who do not know the entire tradeable float of 14 million share be all currently short well play short now let see how long you can continue to pay 20 in brokerage interest bullish,2024-10-11,DJT,1
Anthonybarnes4,oh yea I totally forgotour future vice president file that he own in rum bullish,2024-10-11,DJT,1
Steelballn20,war against christianity now what would republican jesus say bearish,2024-10-11,DJT,1
Anthonybarnes4,oh waiti forget 2 lawsuit north of billion each against google set for 2025 rum will be nice and settle for million for each lawsuit for a cool billion in cash please bullish,2024-10-11,DJT,1
Anthonybarnes4,the people have finally wake up sorry short look like you be toast bullish,2024-10-11,DJT,1
Anthonybarnes4,bullish,2024-10-11,DJT,1
Anthonybarnes4,short will continue to deny that big thing be not happen at rum just to save their massive short position 14 million share or 50 short float give that insider own 60 of the share and yet rum continue to execute million in cash and no debt not to mention that they continue to land big name partner like hard rock and miami dolphin gap fill come soon that you think bullish,2024-10-11,DJT,1
Honest_Abe,with the cost of interest this be past the danger zone,2024-10-11,DJT,4
WarrenBuffez,your fearless leaderfraud shocker,2024-10-11,DJT,5
Not_A_Trumper,have a feeling it will be like 2016 again but this time for kamala harris favour bearish,2024-10-11,DJT,3
skitime,just say sell your pos on nov 4th you can thank I later back under on nov 6th or low after harris election gl bearish,2024-10-11,DJT,1
Not_A_Trumper,you trust twitter as a news source dumb cult bearish,2024-10-11,DJT,1
JAHBULON,that below be an entirely new class of can not say it get censure I m sure we can all agree,2024-10-11,DJT,1
deekay99,it be sad to see 43 folk still support komala as they have no brain leave and be suffer from severe tds bullish,2024-10-11,DJT,4
12Dakotadan,yeah trump be a piece of crap tired of the lack of care he have for people that lose everything especially everything,2024-10-11,DJT,1
byecell,fake photo opwhat a fraud bullish,2024-10-11,DJT,1
Agent122O,bullish,2024-10-11,DJT,1
JAHBULON,trump win bullish,2024-10-11,DJT,1
havacubepunch,bullish,2024-10-11,DJT,1
sborovay07,ellen degenerate join oprah,2024-10-11,DJT,5
CoIumbo,undermine society by destroy the nuclear family be a massive danger to any country look what happen in germany in the weimar republic when any all degeneracy be allow to flourish the public get so sick of the perversion they vote in hitler to put an end to it people from all over the world would come to berlin to have any and all kind of pervert liaison that be illegal everywhere else bullish,2024-10-11,DJT,1
sKamalaRCX2017,in full panic mode they get obama out campaign for her now her number get almost as bad as biden bearish,2024-10-11,DJT,1
VikeInvests,shit about to hit the fan russia simp bearish,2024-10-11,DJT,1
TheQuantumMechanic,101024 spoooky premarket outlook measurement 5 with session candle stick lowhigh amplitude potential note wavefunction calibration and probability update,2024-10-11,DJT,3
CatGPT,aaaaaallllllrighty then bullish,2024-10-11,DJT,1
TradesBB,let get that tax deductible run bullish,2024-10-11,DJT,1
Coronabearbull555,bullish,2024-10-11,DJT,1
lombardo141,this be the guy that trump want to appoint to make the government more efficient he can not even start his own event on time bearish,2024-10-11,DJT,1
Honest_Abe,democrats perplex why candidate nobody ever vote for be slip in the poll,2024-10-11,DJT,1
SillyStrings5150,so again science do not prove anything this be the first indication that you have no clue what you re talk about secondly science do support through evidence that matter can neither be create nor destroy that would present a problem for your argument which be weak as it be in that what would a creator or god createif matter can not be create or destroy I m go to block you for a few reason the first be that you be a preternatural moron the second be that I m not go to waste any more time with someone who be unable to wrap their mind around long accept definition in what barely qualify as a grade school education the third be that your mythology or god have make you unreasonably smug despite the wealth of information that contradict your nauseating delusion bearish,2024-10-11,DJT,1
Not_A_Trumper,yep maga a dangerous cult bearish,2024-10-11,DJT,1
P451,tomorrow bullish,2024-10-11,DJT,1
Toc32,here be america option israel have no well friend than I donald trump school bus be yellow ha ha ha kamala harris if the dem win its war against white christian if the repub win its war against everyone israel do not like which be most of the world this november 5th I recommend americans do something real stay home pray and fast,2024-10-11,DJT,1
LogicalTrading,corn pop bullish,2024-10-11,DJT,1
wkalunji,bounce off of my random trendline monthly chart bullish,2024-10-11,DJT,1
Slingshot,oooh ahhhhh 48 past week bullish,2024-10-11,DJT,1
jdub69,large after hour buy cover,2024-10-11,DJT,3
Trumpisourlastchance,you re a buffoon bullish,2024-10-11,DJT,1
EpiCRise98,not bad touch bullish,2024-10-11,DJT,3
HumbleWarrior,personally I do not think this will overnight shoot up to but in next 23 week as election momentum gather this will reach in range by end of this month,2024-10-11,DJT,5
ShortNVDA,the hurricane be the perfect example trump have convince people to live in dangerous fall apart home that might kill they because he tell they fema would take their property no character one of the bad human being bad than a common thug bearish,2024-10-11,DJT,1
Letz_Go,event start watch live here,2024-10-11,DJT,5
Therik,maga up nearly 49 in last 5 day very bullish bullish,2024-10-11,DJT,1
deekay99,salty liberal be go to kill themselves soon,2024-10-11,DJT,4
Chris_Pike,uhhh look at my crowd,2024-10-11,DJT,1
happyhouractual,hey democrats summary of today for ya in case you miss it you lose hahahahahaha,2024-10-11,DJT,5
brief1066,nobody care about robinhood overnight do not count and be often df from next day market move,2024-10-11,DJT,1
Jarnold4286,what chance we see tonight,2024-10-11,DJT,5
Str18BALTStr,I m an ostrich hunteryoure nail bearish,2024-10-11,DJT,5
LogicalTrading,what like maybe 2 or 5 people out of 100s of thousand bullish,2024-10-11,DJT,1
getalife,you have to hate how trump talk about woman young kid hear how he talk about they kid be scared of donald trump well provenvideo of kid afraid of he thank goodness for the futuretheir wakeing up,2024-10-11,DJT,1
Murphy555,bullish,2024-10-11,DJT,1
Nobody000,hello everyone we could see 5000 dollar per share after win the presidential election bullish,2024-10-11,DJT,1
Steelballn20,this be not the only stock market but this be the one i m a on online fucc trump bearish,2024-10-11,DJT,5
DarKermit,a good chunk of retail have be hold since bearish,2024-10-11,DJT,4
Trumpisourlastchance,bullish,2024-10-11,DJT,1
DarKermit,bearish,2024-10-11,DJT,4
Str18BALTStr,donald trump be run scared he relish the limelight in 2016 and 2020 now he s refuse to debate and duck interview dump djt do not be the last nutter without a chair when the horror music stop bearish,2024-10-11,DJT,1
Bigboy1280,all the loser people here be talk about negative thing bro first make some money we all here to make some money sell on the news bullish,2024-10-11,DJT,1
HoodrichInvestor,bearish,2024-10-11,DJT,4
Mirsmch,be musk buy,2024-10-11,DJT,5
jnranade,commie mommie be crash red wave come then sweet revenge,2024-10-11,DJT,5
LogicalTrading,you realize that a good chunk of retail be hold between and right we might test by monday if hold through bullish,2024-10-11,DJT,3
MRHassanELBradie,every day be a challenge live day trading usmarket wallstreet daytrade usa whlr srfm crkn blmz djt live date 10102024 5260 total day bullish,2024-10-11,DJT,5
PureEnergy,ha ha libtards anythingbutkamala bullish,2024-10-11,DJT,1
DarKermit,right more bull shill bag holder bearish,2024-10-11,DJT,5
Steelballn20,bearish,2024-10-11,DJT,4
bubsomatic,still hold 3k avg 1243 stop loss set at 2150 for now bullish,2024-10-11,DJT,1
DarKermit,you only think you re make money bearish,2024-10-11,DJT,1
CoIumbo,stock be go up shareblue realize most of their pay shill be now block so it look like they have unleash a new batch of shill bullish,2024-10-11,DJT,1
TomKirk222,all the left have be abortion j6 russia abortion j6 russia abortion and that s about it no record of their own to run on after four year nothing karmala would change,2024-10-11,DJT,1
Bigboy1280,all the hater be here nosy people you guy can not be do on trump who be the leader stop negative comment do not buy bullish,2024-10-11,DJT,1
ShortNVDA,I still regret cover my short from the range musk will only prop this up until trump lose trump and lose go so well together just like harris win will short this monday and watch tomorrow bearish,2024-10-11,DJT,1
Bigboy1280,why all the negative comment people be write about djt go to sleep my friend do not buy the stock be make money bullish,2024-10-11,DJT,1
Slingshot,curtis sliwa guardian angel nyc the obvious choice to replace nyc mayor eric adams and fire all his family tie staff bullish,2024-10-11,DJT,1
TomKirk222,trump be go to win for a third time bullish,2024-10-11,DJT,1
ShortNVDA,let I be clear here trump be go to lose I fear for mental health and subsequent choice of his conspiracy believer cult we have see the documentary about cult peace people stop see enemy where there be friend and you will see trump for the little man behind the curtain he be bearish,2024-10-11,DJT,1
Steelballn20,election fraud bearish,2024-10-11,DJT,1
beeny,one of those morning tomorrow,2024-10-11,DJT,5
Steelballn20,no he s not bearish,2024-10-11,DJT,1
DKnows,my voting recordleaning be spot on 2008 obama 2012 no vote obama lean align w libertarian party 2016 no vote trump leaning align w independent 2020 biden want bernie vs rand paul 2024 kamala 100 save america bearish,2024-10-11,DJT,1
Brandoroadster,what shall we name it mcpi2power,2024-10-11,DJT,5
Steelballn20,deep state no one look here tho bearish,2024-10-11,DJT,5
Futuremullenaire2022,happen now,2024-10-11,DJT,5
Starlinks,trump be good for economy trump will reduce inflation trump be go to stop world war trump be good for america bullish,2024-10-11,DJT,1
yamahagriz700,short getting crush tomorrow bullish,2024-10-11,DJT,1
CoIumbo,exactly it be election fraud,2024-10-11,DJT,1
sKamalaRCX2017,fkn weird and offensive I m run out of democrap friend most have abandon the party the only one leave think its the same obamaclinton party or brainwash by the fear mongering and propaganda bearish,2024-10-11,DJT,1
Runamuk,bullish,2024-10-11,DJT,1
LogicalTrading,bye bye bear and short bullish,2024-10-11,DJT,5
crooner72,bahahah say a person who be support a candidate that he do not even choose in a primary and the candidate be the dumb most dislike candidate in history but yeah I m the dumb one,2024-10-11,DJT,1
Kbaba,you all this be a crappy business whether trump win or lose short term trade possible ultimately join trump other grifting business failure do have what it take for people to adopt as social medium,2024-10-11,DJT,1
Slyf21,trump2024 kameltoe bullish,2024-10-11,DJT,1
OrangeDirt,why have nune not state when earning report be should be before end of october or they be go to need to explain why they be not put er out to sec lol death,2024-10-11,DJT,1
crooner72,nothing to see here total number of vote obama at 69000000 trump at 74000000 biden at 81000000 then how number of county each candidate win obama 873 trump 2547 biden 509,2024-10-11,DJT,1
JoeyFugazzi,damn look like I should not have sell most of my option at 400 gain after all,2024-10-11,DJT,1
OrangeDirt,big announcement on stream today lol on android lol,2024-10-11,DJT,5
MrGMac,look good bullish,2024-10-11,DJT,4
Starlinks,now people willing to buy at high price lol,2024-10-11,DJT,5
CoIumbo,its happen bullish,2024-10-11,DJT,1
domthebomb1oo,I m seriously consider that we just might see tomorrow,2024-10-11,DJT,2
LogicalTrading,have be breach great job bull by tomorrow bullish,2024-10-11,DJT,5
Thomasgt,prediction trump be go to sell on election night and then lose the election outcome less than,2024-10-11,DJT,1
TheProlificProfiteer,bullish,2024-10-11,DJT,1
OrangeDirt,you nail it 5000 peso,2024-10-11,DJT,1
LikeHello,bullish,2024-10-11,DJT,1
butterfly43026,why everyone hate trump I prefer he over that lady and her policy will not change its the same damn policy and its like pick biden again,2024-10-11,DJT,1
deekay99,bullish,2024-10-11,DJT,1
havacubepunch,just get back overnight pop bullish,2024-10-11,DJT,1
judgeyoung2,man I ve never see this amount of brain rot on a board before,2024-10-11,DJT,1
deekay99,600000 convict illegal criminal and medium be silent as if nothing happen and btw where be the fbi report on trump assassination attempt from 3 month ago no coverage at all,2024-10-11,DJT,1
OrangeDirt,son majority of those kid be from trump lock child up and separate they from their parent,2024-10-11,DJT,1
Trubach,this be brilliant idea let go mr president harris tomorrow be go to make interest on car loan fully deductible you hear it here first my brotha and sista,2024-10-11,DJT,5
Nobody000,per share bullish,2024-10-11,DJT,3
CoIumbo,communist liberal be freak out now their short position get more and more expensive the loss can be infinite bullish,2024-10-11,DJT,1
Happyksa,up bullish,2024-10-11,DJT,1
jspaggy,flame dog shit,2024-10-11,DJT,1
Happyksa,bullish,2024-10-11,DJT,1
swingprotrades,for the scum libtard who hate the usa over in overnight trading bullish,2024-10-11,DJT,1
HumbleWarrior,I completely understand if you do not support trump to each their own but please do not short this atleast until nov 5th the election day with race closely tie anyone can grab the top seat and if god forbid it turn out trump be win this be go to shot up to very very fast,2024-10-11,DJT,1
deekay99,350000 kid miss and not even a peep in liberal medium,2024-10-11,DJT,1
Skippersbullforce,be the overnight halt price bullish,2024-10-11,DJT,4
judgeyoung2,expect before election mms be not go to sit this so low before a binary event,2024-10-11,DJT,1
crooner72,silly little boy science overwhelmingly support the existence of a god than do not and it only get strong everyday,2024-10-11,DJT,2
mepley,thought on a straddle surely it move quite a bit one way or another after election,2024-10-11,DJT,3
sKamalaRCX2017,what the fck be wrong with you bullish,2024-10-11,DJT,1
StockRavingMad,and if we do not well throw an even big hissy fit than we do when we get our ass hand to we by brandon,2024-10-11,DJT,2
GPSjeremy,bullish,2024-10-11,DJT,1
DKburg,let get 30 tomorrow america bullish,2024-10-11,DJT,1
getalife,all you mancho man think woman vote do not counthahahahaha screw he insult woman non stop dah its all their live every stupid idiotioc hateful woman post he do that will be the differencewell deserved never ever insult a woman who take care of all of we my mom be and will be the good trump be a rude and disgustinghe could not care less about womanwhat a shame you all think he s normal sad idiot,2024-10-11,DJT,1
Ginter4Ever,pumppppppp itttttt,2024-10-11,DJT,1
Skippersbullforce,wake up to 50 they be not let retail load up anymore this cheap,2024-10-11,DJT,1
Stockcreeper01,let the fomo start bullish,2024-10-11,DJT,1
BigDaddyBoss,bababaababaaboooooooom bullish,2024-10-11,DJT,1
Bullheahed,what just happen it jump 5 a second ago bullish,2024-10-11,DJT,1
yamahagriz700,wake up to 30 bullish,2024-10-11,DJT,1
OrangeDirt,not sure if you catch the article today in new york times about church in dallas tx and demonstrate financial corruption and sexual predator,2024-10-11,DJT,1
DKnows,the hedgie be prime the next big short let do it bearish,2024-10-11,DJT,4
Implied_Volatitty,kamala be getting cook bullish,2024-10-11,DJT,1
deekay99,lol sad but so true bullish,2024-10-11,DJT,1
Stockcreeper01,this be my first sale at this price let see it again,2024-10-11,DJT,5
Oisatsid,bullish,2024-10-11,DJT,1
butterfly43026,be it still good to buy,2024-10-11,DJT,4
stonks4me20,be you guy aware this business be more doomed than his atlantic city casino ever be I would like to see it a little high to short the piss out of it but I will wait until election day it will likely run up because redneck can buy stock too bearish,2024-10-11,DJT,2
Jesus_Is_King,go parabolic overnight trading yowzer roar kitty esque action lately bullish,2024-10-11,DJT,1
