Username,Comment,date,sentiment,Ticker
AndrewLonggg,keep receipt for election day thank you,2024-10-04,1,DJT
MelonHole888,bearish,2024-10-04,4,DJT
shadowpawn,oh donnie bearish,2024-10-04,1,DJT
Xaeraiae28,remember when trump get vaccinate and tell other to do so december of 2021 elite be smart imagine trick million of conservative and democrats into believe that they be on the right side people underestimate the elite and the fact that they have be a shadow government for thousand of year haha,2024-10-04,1,DJT
MelonHole888,well she s at the least the vessel bearish,2024-10-04,3,DJT
RingoZingo,real hero walz be a loser bullish,2024-10-04,5,DJT
Xaeraiae28,remember when trumpy the trickster get the vaccine oh and his parent make he study kabbalah during his youth along with the same esoteric study practice by other member of elite rule family,2024-10-04,5,DJT
havacubepunch,break trump be the clear favorite in the 2024 election under late national polling per cnn silver bulletin electoral college win probability trump 684 harris 309 bullish,2024-10-04,1,DJT
Xaeraiae28,maga guy be such sheep brain people bad then democrats and they act like they be truth seeker while be sheep if all of they do some true critical thought there would not even be two political party truly sheep brain people and sad to see they worship their god trump I ve tell lot of repscon about how trump get the vaccine and tell everyone during his rally but the information get suppress google it idiot every conservative I ve tell in person get emotional and mad like a moody teenager on their period its funny and ironic at this point grow up and wake up,2024-10-04,1,DJT
mmmmooootttt,no democrat endorse trump countless republicans endorse harris policy do not fuck matter right now what do that tell you if you can not admit it dunno bearish,2024-10-04,1,DJT
Detroit201,and this be the real reason why bullish,2024-10-04,1,DJT
HelenYu,all that you need to know short have not cover a single share check it out below highly recommend everyone to follow they amazingstockstopwinningp bullish,2024-10-04,5,DJT
KimJongTrumpov,bearish,2024-10-04,4,DJT
JAHBULON,dude my iq be 88 why would you want to even engage with I let alone ask such a question maybe you mean to tag yourself instead its okay talk to yourself can be scary and challenging let I kindly assk what s wrong with you bearish,2024-10-04,1,DJT
beconfident,to this so call child of god I say praise jesus you re go to jail bearish,2024-10-04,1,DJT
Yieldmaxdefiantthereal1,next tiny peter,2024-10-04,3,DJT
CarlBnas,let I guess you think a college kid have blue hair be weird than a maga lady embezzle money from a fallen police officer family,2024-10-04,1,DJT
Die_Hard,what s wrong with you bullish,2024-10-04,1,DJT
beconfident,another one bite the dust bearish,2024-10-04,1,DJT
CryMeATicker,bearish,2024-10-04,4,DJT
MarkTheGenius,the misconception of donnie view on abortion you may believe that don be truly anti abortion by his action and the judge he put on the scotus here be the problem trump have flip flop on this issue several time over the last 30 year in interview just like he use to be a democrat but change to republican because they be the big money side and that be the only choice he have when he face hillary donnie go where he can bullshit the most its a 2 level process for donnie first level be con the people and get enough support the second level be once the party see that public support they in turn support he by default even if they use to bash he they do not care if he s a lie piece of shit they only care if he can win the election its cut and dry on the republican side no moral or ethic just get your guy in the wh be their motto bearish,2024-10-04,1,DJT
Chino310,no comment bullish,2024-10-04,1,DJT
Detroit201,cnn again mamala be do bullish,2024-10-04,1,DJT
Yieldmaxdefiantthereal1,guess nune could always hire his cow,2024-10-04,1,DJT
Pattern_Spotter,this be what happen when dem be in control everything they touch cause our country to get burn time to audit the book and take out some crook bullish,2024-10-04,1,DJT
KimJongTrumpov,wind they want wind I say boy its a bit windy out there ya know the it come over the tree over the water and you know it when its there by the way I make the most wind from my face when I do it they say wow that s a lot of wind bearish,2024-10-04,3,DJT
beconfident,this self proclaim child of god just get 9 year in hell bearish,2024-10-04,5,DJT
TDawg2FO,bullish,2024-10-04,1,DJT
Stockrocker13,republicans attack america bearish,2024-10-04,1,DJT
ROMAN626,bearish,2024-10-04,4,DJT
Marcbullish,118 what q3 earn do this trump scam have bearish,2024-10-04,5,DJT
Detroit201,this be on cnn holly shit bullish,2024-10-04,1,DJT
AndrewLonggg,say repent and follow jesus,2024-10-04,5,DJT
CarlBnas,why do trump attract so many blond criminal its weird any historical reason,2024-10-04,1,DJT
CChartist,and yet his favorability be huge seem people look through the lie that donni and his apprentice be spread,2024-10-04,3,DJT
JAHBULON,that s not how modern inflation work you can not devalue something that do not exist bearish,2024-10-04,2,DJT
PatsOfButter,for the first time boomer be not go to be the large voting block in the us 74 million millennial and 40 million genz will be of vote age this november the 1835 demographic will decide the election they also do not answer their phone to unknown number so be not take these poll however we can still make an educate guess as to how they be go to vote in november by look at how they vote on 2022 78 of the 1835 demographic in 2022 vote democrat,2024-10-04,1,DJT
ClubAbuDhabi,a even if trump win be not go anywhere b this be highly overvalue at the current price c there s no reason to capitalize red as you do d you come off as dimwitte b,2024-10-04,1,DJT
beconfident,this guy actually think that be a defense of the felon bearish,2024-10-04,5,DJT
Detroit201,same answer will be deliver when putin kim young xi call mamala be this what you want for 4 more year not I bullish,2024-10-04,1,DJT
EmptyPockets1,bitober,2024-10-04,3,DJT
PhishTourFunds,trump say so what in response to learn pence be head to a bunker this guy do not care nobody do when it advance their agenda,2024-10-04,1,DJT
GuyC22,democrats hate america bullish,2024-10-04,1,DJT
Scoops1212,look what the victimhood screamer be take in good for you elon keep expose how these angry people be play the public like fool look up the finance of this dude what da,2024-10-04,1,DJT
beconfident,the djt board be not stock invest forum bearish,2024-10-04,1,DJT
1Raven,bullish,2024-10-04,1,DJT
sifter,october surprise will be walz have sudden health issue and have to take a powder kamala replace he in a last ditch effort after all if you do not poll well amongst the dem party you get the axe cough joecough cough biden eh hem they really do he wrong if joseph biden be not fit to run as the choose candidate how the h be he fit to still be president,2024-10-04,1,DJT
AaronH321,ummm have you read your message bit infatuate with the ex president you do know this be a stock investing trading forum do you have a diploma from high school be you still in high school wow some advicedont waste your life hate a person help you become a well person not a waste of air good luck trading go on x talk your nonsense shit,2024-10-04,1,DJT
Chino310,we ve be listen to the same rhetoric for 8 year bullish,2024-10-04,1,DJT
livewithoscar,new video dock worker bitcoin rocktober 4th 2024 video 2808,2024-10-04,5,DJT
baaaddbob,once country go red and see how much well off we be without these scumbag democrats this stock will go to the moon bullish,2024-10-04,1,DJT
adam101,watch this liz cheney be a true patriot,2024-10-04,5,DJT
Detroit201,next and final big slam come on nov 5th stay tune mamalas bullish,2024-10-04,5,DJT
Johnniejohns,trump be a real piece of work he be not presidential material bearish,2024-10-04,1,DJT
Chino310,americans be suffer under this administration they will not forget when its time to vote bankrate mark hamrick tell fortune that its disappointing because it be an indication that so many americans be live paycheck to paycheck bullish,2024-10-04,1,DJT
Eireternal,well 165 page of evidence you maga well hope he win otherwise he s 100 go to jail after conviction,2024-10-04,1,DJT
Marcbullish,trump be fall behind harris in wi 52 to 48 reelect sen tammy baldwin,2024-10-04,1,DJT
LogicalTrading,or let go for undisclosed reason bullish,2024-10-04,1,DJT
beconfident,in politic that s 100 million lifetime over 100 thousand galaxy while in another dimension bearish,2024-10-04,1,DJT
Detroit201,be ready its come in 2028 bullish,2024-10-04,1,DJT
sborovay07,the party attendee of diddys freak out should have listen to what denzel washington say year ago having attend one in 2003 and see the evil he shout for celebs to get out asap now true justice will take the devil worshipper out,2024-10-04,1,DJT
beconfident,while on earth 2 bearish,2024-10-04,2,DJT
FrankieSmilez,diddy be about to snitch out on everybody will he save trump for last stay tune,2024-10-04,1,DJT
Stockrocker13,let the shit show begin bearish,2024-10-04,1,DJT
Chris_Pike,andrew longg relax at his kremlin provide dacha after all that be quite the shift 64 hour he put in bearish,2024-10-04,4,DJT
PatsOfButter,guess he s do not need any help,2024-10-04,1,DJT
hemlock17,why be drumpf so intent on lick the sovietstyle butt of dictator putin really pathetic bearish,2024-10-04,1,DJT
MarkTheGenius,trader confusion can lead to mistake on djt for instance the assumption that djt should be tank on this late jack smith case because it seem rock solid well it be rock solid but until trump lose for sure the street will push it to the side if he win jack can not do jack shit to donnie so let he lose first before trade on that assumption for the moment it do appear long seller be not as heavy for now it appear to be in cover loop mode once again its do that pattern numerous time and we usually identify it here on stocktwit before the other board do because that s what we do here analyze and stay ahead of the curve not get stick behind the eight ball or get pin in a trade its not just trump bash vs trump ass kisser on this board you get the complete package here on the stocktwit djt board 1 real stock knowledge 2 real solution 3 quality humor 4 truthful basher not just folk make shit up 247 5 trader here make money bearish,2024-10-04,2,DJT
LaurenBakera,join our whatsapp group for day trader and stay informed about market trend and opportunity whatsapp group link here bullish,2024-10-04,1,DJT
Wish_I_were_younger,trump satan,2024-10-04,1,DJT
beconfident,be tell you this guy be a chameleon bearish,2024-10-04,5,DJT
Chino310,poor guy,2024-10-04,1,DJT
Chino310,bullish,2024-10-04,1,DJT
The_Sandman,walz do not look to smooth on tuesday just be honest,2024-10-04,1,DJT
CChartist,if she get 9 year then the big liar in the world should get at least 100 year,2024-10-04,1,DJT
JAHBULON,inflation affect everyone the rich be any person with a job or source of income bearish,2024-10-04,1,DJT
Trumpcomittedtreason,see,2024-10-04,3,DJT
Detroit201,they be not stupid they know what s the good choice for we and its not mamala neither mr tampon walz bullish,2024-10-04,1,DJT
Trumpcomittedtreason,its fun to visit this board every few day throw out some banter poke the moron etc when they fight back its so weak elementary and without substance I tend to get bored and move on quickly be well tard bearish,2024-10-04,3,DJT
JAHBULON,I always take my stock advice from stock twit post and have over a 135 win rate bullish,2024-10-04,5,DJT
OrangeDirt,tomorrow sun will come up trump will tell lie after lie that s a guarantee,2024-10-04,5,DJT
crooner72,so fema do not spend most of their budget on illegal,2024-10-04,1,DJT
BobbyTheBull24,these people be not well bearish,2024-10-04,2,DJT
JAHBULON,ask peter schiff bearish,2024-10-04,5,DJT
The_Sandman,I hear alot of airplane tonight,2024-10-04,5,DJT
stockasiprant,without get political can some level head person predict what happen tomorrow coo departure can not be a good thing right will it see a violet move down tomorrow what s the after hour trading say bullish,2024-10-04,1,DJT
UncleSamChldSupport,nothing you post be bad than trump medium sell 800000 share insider sell and coo leave last week but it be not announce until today hmmm something bad be come,2024-10-04,1,DJT
Alwaysfishing,donald trump need to apologize to mike pence do you agree maga bearish,2024-10-04,1,DJT
JAHBULON,wow trump be charge people for free campaign material bearish,2024-10-04,5,DJT
jaydeedoo,ask he if msnbc be trader,2024-10-04,1,DJT
UncleSamChldSupport,chief operate officer resign before trump election seem like someone know the company be go to,2024-10-04,1,DJT
lizardboy69,break news trump a trick ass btch bearish,2024-10-04,1,DJT
FlippinTrader,trump and the maggot be create fear and hate through lie there be no program that pay to each illegal fact research for yourself they have to work like everyone else,2024-10-04,1,DJT
CjHoover,lol a friend of a friend say that her friend babysitter mom herd from friend at laundry matthat djt be go to drop for 115 hrs than moon to this pretty much what people post all day long but yes I do believe we will see 20100 swing over the next month,2024-10-04,3,DJT
Trumpcomittedtreason,dumb,2024-10-04,1,DJT
havacubepunch,holy smokes batman msnbc executive bust on tape state their viewer be brainwash and dumb admit they re goal be to do everything they can to get kamala harris elect bullish,2024-10-04,1,DJT
Trumpcomittedtreason,mmmmmmm,2024-10-04,3,DJT
JAHBULON,jimmy carter the peanut farmer grow nut bearish,2024-10-04,5,DJT
havacubepunch,here be the bear dear leader just a couple hour ago reporter what do the state in the storm zone need after what you see today biden confuse oh the storm zone I m with what storm they re talk about,2024-10-04,5,DJT
Marcbullish,vp harris applaud suspension of port strike,2024-10-04,1,DJT
Trumpcomittedtreason,30 tomorrow bearish,2024-10-04,5,DJT
Detroit201,I d vote for michelle obama in a blink but sadly she s not run I wish shed have be the democrat runner michelle be a serious woman well prepared and smart no teleprompter kamala suck she never run any primary she use teleprompter she s weak therefore trump be the good option right now bullish,2024-10-04,1,DJT
Uncagedpages,look like the whale be cash in now among nune move as ceo as propublica have report be ink a large streaming tv deal with several obscure firm include one control by a major political donor he also travel to the balkan over the summer and meet with the prime minister of north macedonia a trip whose purpose be never publicly explain by the company,2024-10-04,1,DJT
FlippinTrader,stop be stupid exgop official rip anyone consider a vote for idiot trump bearish,2024-10-04,1,DJT
KimJongTrumpov,jan 6 sound like a good day to try it out bearish,2024-10-04,4,DJT
JAHBULON,they say he do not start any war he do not but he also set the stage for they to start after he leave office so he could use that as a pretense to get elect again bearish,2024-10-04,1,DJT
Yieldmaxdefiantthereal1,look at a magat,2024-10-04,5,DJT
Stockrocker13,your own candidate advocate for extreme violence loudly and publicly bearish,2024-10-04,5,DJT
Yieldmaxdefiantthereal1,fascist in idaho surprising he fuck look like goebbel,2024-10-04,1,DJT
B3514B,non maga people,2024-10-04,1,DJT
NomadicTones,keep this at the top,2024-10-04,5,DJT
JAHBULON,uncle elon give free 30 day subscription to hurricane victim how nice of he bearish,2024-10-04,5,DJT
FlippinTrader,trump refuse to give california wildfire aid until tell how many people there vote for he exaide say asshole bearish,2024-10-04,1,DJT
GorillaTicTacs,be that talk about when trump throw the kurd under the bus or when he throw ukraine under the bus there be a lot of bus mow people down around trump just try to make sense of this one bearish,2024-10-04,1,DJT
HoodrichInvestor,bearish,2024-10-04,4,DJT
KimJongTrumpov,u on the bath salt again bearish,2024-10-04,5,DJT
JAHBULON,its definitely a lie bearish,2024-10-04,4,DJT
DUKEPROFITS,lmfao,2024-10-04,5,DJT
worsttraderalive123,here my thing I m bet on hate what do I mean by that netenyahu hate biden kamala and muslim this mean he s go to do whatever the fuck he want because he know the united states have to support israel and sell israel its top notch weapon unequivocally I hope that his hate of biden kamala and muslims lead he to blow up iran nuclear site and oil site so that way we can get to oil netenyahu know he can not lose and can do whatever he want let the hate flow netenyahu let the hate flow bullish,2024-10-04,1,DJT
Marcbullish,liz cheney urge republican voter to support harris thank you liz,2024-10-04,5,DJT
Trumpcomittedtreason,ill call it all fuck lie con man lie fyi bearish,2024-10-04,1,DJT
Yieldmaxdefiantthereal1,just like ukraine do we a favor though worthless most useless pos bad president ever,2024-10-04,1,DJT
Chino310,harris be a dirt bag bullish,2024-10-04,1,DJT
22Shares,they always call it a conspiracy theory but they never call it a lie bullish,2024-10-04,1,DJT
jaydeedoo,not a lib but can I be happy too add rudys misfortune to the list,2024-10-04,3,DJT
Str18BALTStr,trump refuse to give california wildfire aid until tell how many people there vote for he exaide say the real maga bearish,2024-10-04,1,DJT
jaydeedoo,there be no well advantage to kamala than that the cult still think whine about get their ass kick in 2020 be a win argument carry on,2024-10-04,2,DJT
GorillaTicTacs,and well do it again mwahahahaha bearish,2024-10-04,5,DJT
Yieldmaxdefiantthereal1,and the answer be yes yes yes yes another russian bot thy have not get it down fortunately,2024-10-04,1,DJT
sattalight,trump rally look like last call at a bar on a tuesday,2024-10-04,5,DJT
Max22,bullish,2024-10-04,1,DJT
CryMeATicker,bull think they have it with pathologically lie vance bearish,2024-10-04,1,DJT
Uncagedpages,I wonder how many share they could own propublica top execs exit trump medium amid allegation of ceo mismanagement and retaliation several people involve with the former president company operator of truth social believe the departure be retaliation follow internal complaint about ceo devin nune to the company board former president donald trumps medium company have force out executive in recent day after internal allegation that its ceo former rep devin nune be mismanage the company accord to interview and record of communication among former employee several people involve with trump medium believe the ouster be retaliation follow what they describe as an anonymous whistleblow complaint regard nune that go to the company board of director the chief operating officer and chief product officer have leave the company along with at least two lowerlevel staffer accord to interview social medium post and,2024-10-04,1,DJT
Marcbullish,liz chaney campaign and rally support for harris in wisconsin thank you liz,2024-10-04,5,DJT
LogicalTrading,they be not expect just a 068 drop bullish,2024-10-04,1,DJT
Chino310,you lie liberal be so violent bullish,2024-10-04,1,DJT
Yieldmaxdefiantthereal1,you mean if you pack 200 people into a sardine can space it look like 500 people damn,2024-10-04,1,DJT
CryMeATicker,dumb self own of the night as a winner in this category you get a use trump university diploma and half a dent can of spray tan congrat bearish,2024-10-04,1,DJT
sattalight,country over one despicable man,2024-10-04,5,DJT
Yieldmaxdefiantthereal1,dude you re down 13 so far after hour,2024-10-04,1,DJT
kvnmcddd,its overput a fork in it,2024-10-04,3,DJT
LogicalTrading,bear think they have it with the ah news bullish,2024-10-04,1,DJT
Agent122O,both these patriot now sit in prison you happy lib bullish,2024-10-04,5,DJT
MarthaRivera,stock alert cvkd cadrenal therapeutic blood thin drug bullish,2024-10-04,1,DJT
Yieldmaxdefiantthereal1,if she be puerto rican under trump would be 00,2024-10-04,1,DJT
PatsOfButter,fema fund by congress republicans and here list who vote against it,2024-10-04,1,DJT
Yieldmaxdefiantthereal1,sohe go to be a manservant when he lose seem like he s get other problem,2024-10-04,1,DJT
Marcbullish,I can see vp harris when she win in november to consider liz channey for a cabinet position,2024-10-04,3,DJT
PatsOfButter,if a dumbass like trump can be rich maybe I can be rich too maga but he be bear rich,2024-10-04,3,DJT
CryMeATicker,hopefully they get the gun tote republican under control this time bearish,2024-10-04,3,DJT
Yieldmaxdefiantthereal1,and just one get away with it so far,2024-10-04,5,DJT
Yieldmaxdefiantthereal1,dammmmmmmnnnnn trump well get that jet gas up,2024-10-04,5,DJT
Max22,wall street appetite for esg plummet bullish,2024-10-04,1,DJT
Chino310,american patriot never run bullish,2024-10-04,1,DJT
Retireinstyle,top execs exit trump medium amid allegation of ceo mismanagement and retaliation by by robert faturechi justin elliott and alex mierjeski 2 hrs ago,2024-10-04,5,DJT
KimJongTrumpov,true bearish,2024-10-04,5,DJT
secondz2late,gross bearish,2024-10-04,1,DJT
Yieldmaxdefiantthereal1,ya try to cover trump incite violence always borrrrrre,2024-10-04,1,DJT
CryMeATicker,give it a rest natasha if you say the sky be blue we would have to go outside and check maga have zero credibility leave on any subject ask any 4th grader about who s the bullshitter and they will all point immediately bearish,2024-10-04,1,DJT
GorillaTicTacs,lol omg dude you just believe everything you read on foxthe network that openly say they can lie to you because no intelligent person would believe they the network that have pay out billion for lie to you bearish,2024-10-04,1,DJT
NomadicTones,spot on bullish,2024-10-04,1,DJT
PatsOfButter,republicans who vote against fema fund for their own state,2024-10-04,1,DJT
biasedOne,woop debunk forever ago bearish,2024-10-04,1,DJT
straightfire008,wow I bet scott be excited,2024-10-04,5,DJT
biasedOne,so classy bearish,2024-10-04,5,DJT
JAHBULON,I bet if you come here and get that free money you would not complain anymore bullish,2024-10-04,1,DJT
B3514B,strong work harris,2024-10-04,5,DJT
FredoDog,yeah trump will show they how to rape the american way,2024-10-04,5,DJT
JAHBULON,oh they change the hurricane narrative now not only do they create it to stop people vote for trump but to depopulate the town for lithium mining you can not make this shit up bearish,2024-10-04,1,DJT
HoodrichInvestor,schadenfreude bearish,2024-10-04,1,DJT
Tuck_Frump,rumble be not on this this time bearish,2024-10-04,1,DJT
GorillaTicTacs,and I think I be bad trolling here all day wait till you get the housewife around here for a little day drinking gathering I just avoid now they scare I bearish,2024-10-04,1,DJT
FredoDog,the bitch like you cry about free speech I get it you do not feel man enough to confront man the maga circle jerk be more of your style its thursday so the pantie you be wear be pink today what will we do without see dave630s wisdom,2024-10-04,5,DJT
Detroit201,your taxi go to these asss who come to we to kill rape and do really bad thing in we its sad cause the majority of the migrant be good people but there be a group of criminal who be send to we from prison mental institution and gang we need trump asap bullish,2024-10-04,1,DJT
TheQuantumMechanic,100424 spoooky premarket potential sentiment propagation range measurement 1 note premarket outlook,2024-10-04,3,DJT
JJBurch,turn out call every woman stupid be not the good strategy fat dumb moron trump nprpbsmarist poll among suburban woman 65 harris 34 trump bearish,2024-10-04,1,DJT
CryMeATicker,there be value in this self identification of shrimp dick psychos be valuable info for humanitys female bearish,2024-10-04,4,DJT
jaydeedoo,be any of you who have cry about obamacare for the past 8 year offend that trump be lie and claim he save it,2024-10-04,1,DJT
Yieldmaxdefiantthereal1,get a life if everyone be move forward together then success take care of itself henry ford,2024-10-04,5,DJT
getalife,really that s all you get migrantswere all migrantsmove on a heck of alot more stuff go on fcken complainer no solution just insult and excagerate everything go to last how long your lieshistory will have your face for ever how what you look like beleive such bs let hope our kid do not think its ok to insult a personso sad our poor kid listen see this crazy rude bad behaviourshould all be ashamedno one at all think about what they see and hear very sad,2024-10-04,1,DJT
CryMeATicker,twitter go from pay 40 billion and now down to 8 billion in value golly I wonder why bearish,2024-10-04,1,DJT
Bigjagoffffffff,not all but a huge of maga s be fckn obnoxious people isis do this wtf mark this post,2024-10-04,1,DJT
hangdatraitors,karl marxs quote move forward into a future unburdened by what have be bullish,2024-10-04,1,DJT
1Raven,joy bullish,2024-10-04,1,DJT
FredoDog,steal valor that s trump call sign ride the obama wave on the economy and claim he have anything to do with it he and his maga buddy take credit for bill pass that they vote against piece of shit the whole lot,2024-10-04,1,DJT
1Raven,hold until election now bullish,2024-10-04,1,DJT
dave630,its seriously so satisfy come on this page and block all the leftist nutbag give I such a great feeling bullish,2024-10-04,5,DJT
GorillaTicTacs,it be crazy that a guy with that much money can not properly treat the psychosis from his special k addiction bearish,2024-10-04,1,DJT
