Username,Comment,date,Ticker,sentiment
MelonHole888,exactly so you buy con for trump to win,2024-10-13,DJT,5
Neversellcheap,trump will winhe have no competition good of luck to he,2024-10-13,DJT,1
NineLinesCat,nothing come to mind,2024-10-13,DJT,1
Civella,hey soprono tony the real tony would have piece of sheet like trump and u swim with the fish remember the episode in the boat ride do u c that episode trump be everything the real tony hate like u my name be real who r u,2024-10-13,DJT,1
TeaTeaTeaTea,do not the owner of this company get find liable of rape a woman imagine be in the party of jesus and turn a blind eyeyou will be judge ,2024-10-13,DJT,1
MelonHole888,its over folk,2024-10-13,DJT,3
TradesBB,dem push the racist agenda while obama himself be racist,2024-10-13,DJT,1
Detroit201,I bet visit biden on the beach ,2024-10-13,DJT,3
dhood3,vote for someone simply because they be the same color as you be an example of shenanigan ,2024-10-13,DJT,1
DonnyJR,2021 trump the internet never forgetshe lie about everything he could care less about crypto ,2024-10-13,DJT,1
Trumpisourlastchance,hmm you re a hole of the evening ,2024-10-13,DJT,1
sKamalaRCX2017,after the damage be do do not say you can fix it hand it off to someone that know what they re do ,2024-10-13,DJT,1
MrStockxy,we will blow this out of the park in a month kamala vs trump 2024 ,2024-10-13,DJT,1
Trumpisourlastchance,hopefully all you troll will go away once trump be elect ,2024-10-13,DJT,1
KingSolana500,open at on tuesday,2024-10-13,DJT,5
CjHoover,mid 30 this week maybe even low 40 pull back will probably happen,2024-10-13,DJT,2
DUKEPROFITS,love ,2024-10-13,DJT,5
Futuremullenaire2022,be ready monday,2024-10-13,DJT,5
Solarexpss,I wonder if trump will be a man and go away quietly after he lose this election,2024-10-13,DJT,1
Stocktrader1234,with all of the rnc monie be donate to djts legal bill why not fund this bill instead of just do nothing,2024-10-13,DJT,1
Not_A_Trumper,covfefe ,2024-10-13,DJT,5
Detroit201,coffe will be cheap with trump ,2024-10-13,DJT,3
Stocktrader1234,some be actually come around,2024-10-13,DJT,3
kamalathegreatborderCzar,fact,2024-10-13,DJT,5
Texas_Cowboy,for a campaign that be suppose to be run on vibe well let I tell you the vibe be awkward,2024-10-13,DJT,3
Stocktrader1234,president biden get wind of djt use his pant for a restroom walz offer to get djt a tampon after 50 yrs in public joe biden never see or hear of any 1 term presidential hope soil his pant,2024-10-13,DJT,1
sattalight,trump family be like camelot but with an s in front,2024-10-13,DJT,3
keynesian,polymarket be easy to manipulate could use it to influence algotrade on djt,2024-10-13,DJT,4
charlottecorday,game over for these communist aka progressive socialist,2024-10-13,DJT,1
Tuck_Frump,oh my more bs deflection from white powerville ,2024-10-13,DJT,1
Tuck_Frump,more fact ,2024-10-13,DJT,3
forgottenchuck,100000 people in coachella,2024-10-13,DJT,1
Chris_Pike,how bout another 4 year of this will it make another 4 year ,2024-10-13,DJT,1
ripztrip,which category be you,2024-10-13,DJT,5
JAHBULON,its an important task and someone have to do it ,2024-10-13,DJT,4
kamalathegreatborderCzar,elon have do more for hurricane victim with this alone compare to bidenkamaltoe,2024-10-13,DJT,3
Stocktrader1234,enough already,2024-10-13,DJT,3
Not_A_Trumper,stop believe everything trump say cultist ,2024-10-13,DJT,1
APEDM,30 monday ,2024-10-13,DJT,1
swingprotrades,scum libtard you want open border rage inflation unaffordable gas and grocery taxpayer fema money go to illegal migrant billion to ukraine but to hurricane victim vote scum kamala out ,2024-10-13,DJT,1
Stocktrader1234,something to sleep or tweek onthe vice president protect democracythe vice president certify the electoral count the attorney general will not be a president attorney general this year anyone dream that they should consider an insurrection will be in deep now that you have be posteddo now tell the judge it be a mistake a lie like this will be frown on we ve all have about enough,2024-10-13,DJT,1
Fred_Sigma_Invest,this sum up these 2 ticker pretty nicely people with zero financial interest just troll these 247 and lose their mind,2024-10-13,DJT,1
GorillaTicTacs,lol adjust your orange man down by about 13 some idiot do a yolo bet we all know how that turn out 99 of the time cryptotimesio20241011p ,2024-10-13,DJT,1
GorillaTicTacs,of the last 65 poll 30 be neutral 34 be from republican campaign operative and 1 be from a democrat campaign operative of the neutral significant skew in methodology favor republican possibly intentional maybe not be discover in 6 of they this be how most recent campaign cycle go they do this in 2020 and 2022 also add up to some crazy result aggregate pollster have no idea how to handle it downgrade their influence problem be that an opposite result to reality will still push your average the wrong way if you use it ,2024-10-13,DJT,2
swingprotrades,scum libtard if you know how to read ,2024-10-13,DJT,3
Stocktrader1234,this one have a leak that have soil the pant,2024-10-13,DJT,1
GorillaTicTacs,rasmussen statistical bias be 44 r so actual number be harris 498 trump 444 from their poll nice ,2024-10-13,DJT,3
PatsOfButter,of last 15 general election poll release in pa 12 have rightgop affiliation their campaign to game the polling average and make it appear like trump be win when he be not escalate in last few day,2024-10-13,DJT,4
PatsOfButter,these guy,2024-10-13,DJT,5
swingprotrades,here be more for the scum of the earth libtard ,2024-10-13,DJT,3
Texas_Cowboy,and tell I who s political slogan do this remind you of,2024-10-13,DJT,5
Stocktrader1234,lot of people that vote for djt be become disenchant with he his poll number skip those that say they will not vote for he then its more call until a yes voter be reach instead of down what how or even that what djt jd vance say get debunkedeveryone will have to vote although this will not be believe it would be nice to get back to normal life again without djt,2024-10-13,DJT,1
Garymoneybag,look like someone hate kh,2024-10-13,DJT,1
Texas_Cowboy,you be the one that exalt race over the individual you re the one with a candidate who have never win a single primary you be the one who demand censorship you be the one with the rigged political trial in deep deep blue district,2024-10-13,DJT,1
GorillaTicTacs,yes get one today add another kill marker you do not spout a novel of cutnpaste and then block for simple request ,2024-10-13,DJT,1
RenDragon,trust a dumbarse maga to misquote lincoln never say that lol harris be waaay smart and far more eloquent than you,2024-10-13,DJT,1
PatsOfButter,illegal campaign contribution,2024-10-13,DJT,1
Score123,two bit four bit six bit a dollar all for trump stand up and hollaryeaeeeeeah,2024-10-13,DJT,1
CocaineBear1,this be a great consolidation for the next level up ,2024-10-13,DJT,5
ripztrip,harris supporter seem to be of two different but equally loyal breed the first be people so consume by trump hatred that they d elect a dirty sock they re way smart than harris smart enough to know that maga fearmongering and democrat lapdogging be a lucrative business these be your corporate medium type your academic your david french the second be the vibe seeker suburban mom who feel kinda sad when roe v wade be overturn white college student who still wear mask people who say word like ally and equity unironically and simp with gender study degree who love tim walz because he s so relatable,2024-10-13,DJT,3
swingprotrades,listen up scum libtard ,2024-10-13,DJT,1
ripztrip,the bright blue harriswalz sign now clutter urban apartment window evoke a very different reaction what about kamalas word salad inspire you most do you hate jews and christians and unborn baby that much or be you just blindly follow travis kelce girlfriend what about the bidenharris presidency have be good for you exactly more fundamentally and at the risk of sound mean be you stupid the kamala phenomenon be even more interesting in light of democrats 2016 whocouldeverpossiblyvotefortrumphessostupidandicky attitude for real who could ever possibly vote for someone as dumb and radical and ridiculous as kamala,2024-10-13,DJT,1
ripztrip,so I guess I m a little confused about where exactly the kamala love be come from besides her sister sorority and soul in the corporate medium and pop culture contrary to her attempt to rebrand as the change candidate we ve all know kamala for a while have americans just lose their mind back when barack obama popularize his hope campaign and those redandblue poster become ubiquitous on democrat lawn it be clear to republicans that the voter who live there just subscribe to a different set of belief you might not have like it but you understand it oh you re a democrat,2024-10-13,DJT,3
RenDragon,fakenew website the gateway pundit admit there be no fraud at 2020 vote count in atlanta tucker carlson lose his job lie about 2020 election not that reality will stop maga lie about steal election,2024-10-13,DJT,1
ripztrip,not only be harris inarticulate but she s also unlikable she s like barack obama without savvy hillary clinton without brain joe biden without the facade of charm there be simply no redeem characteristic biden could at least sell the unity persona in 2020 even if it be a swindle kamala have not find the right pitch and never will no phony accent will convince astute americans that she care,2024-10-13,DJT,1
Stocktrader1234,djt have rip a few wet fart no wonder there be so much deflection about kamala harris I can see it nowdjt go to visit putin djt go in his pant no that s show strength alright,2024-10-13,DJT,2
ripztrip,speak of word harris be a woman of many they just do not make sense she s clearly never internalize the abe lincoln aphorism tis well to be silent and be think a fool than to speak and remove all doubt since her first cry for fweeedom kamalas been remove say doubt in term of how she talk she constantly parrot vapid phrase like that one as a standin for real thought in her colbert interview for instance you can count three or four in term of in a matter of second she have the same habit with I grow up in a middleclass family chant in blaccent and nervous laughter no silence to be find,2024-10-13,DJT,1
S2b,I hope you remember bernie madoff scamme his most devoted follower too,2024-10-13,DJT,5
ripztrip,harris response in all her recent appearance when she be not talk like she be audition for cool running be just the late reminder that the secondincommand diversity hire be utterly mindless yes every single one of her policy proposal be an unmitigated disaster yes the country have go down the toilet under her leadership from foreign policy to the border invasion to the economy to the military and yes she s fail and sleep her way to the top but on the most basic and obvious level the kamala phenomenon be too stupid for word,2024-10-13,DJT,1
ripztrip,kamala harris can not even articulate why she deserve your vote the entire town hall consist of the vp dodge question from concerned voter talk instead about you guess it more ambition an opportunity economy and take down transnational crime organization the good she can offer be that she s a woman of color and not donald trump or joe biden as she answer to the softest of softball question stephen colbert and the shrew of the view ask she this week though she also can not think of anything she would ve do differently than joe these past four year,2024-10-13,DJT,1
S2b,trump university 20 just one more of conald scam if you re ahead great but most of you need far more to even come close to not lose your azze glty,2024-10-13,DJT,3
CaymanStyleBeef,vance brain when you ask he if trump lose the election ,2024-10-13,DJT,1
LogicalTrading,live look into the harriswalz campaign go into next week ,2024-10-13,DJT,5
w01fgr33n,when you can not sleep at night pray peace donald,2024-10-13,DJT,5
sattalight,not a position for micropeni candidate smallest be we history,2024-10-13,DJT,2
Scoops1212,musk prove yet again how they truly think they will always get away with manipulate the public these people get rich push victimhood onto people god bless elon musk amazin,2024-10-13,DJT,5
swingprotrades,red wave libtard ,2024-10-13,DJT,5
JAHBULON,these be just other opinion I can neither agree or disagree with they ,2024-10-13,DJT,1
swingprotrades,here be more you libtard scum ,2024-10-13,DJT,1
ScoreKeeper_,I hold all five stock,2024-10-13,DJT,5
JAHBULON,water be dry and darkness be white ,2024-10-13,DJT,1
sattalight,wat shade of white this,2024-10-13,DJT,3
GorillaTicTacs,do not forget djt drop a fresh er about 5 day before the election if they be not show some real improvement to their business model look out below russian bot well be sign up left and right if they want to cover their decline user base ,2024-10-13,DJT,1
barberic06,within a couple week imo,2024-10-13,DJT,1
sborovay07,kamel say it herself she be a biden clone and would change nothing,2024-10-13,DJT,1
sborovay07,well to all those who suffer from trump ds kamel say this she would do nothing different than biden here be my yahoo source harris shred for say shed do nothing differently from biden good night to kamalas campaign,2024-10-13,DJT,1
The_Sandman,geeze I get it cnn you want kamala to win can you please go back to do news and not 24 hour a day of trump bash,2024-10-13,DJT,1
swingprotrades,libtard read and weep ,2024-10-13,DJT,5
sattalight,wen maga pick vegetable and raise other people child for cheap,2024-10-13,DJT,5
jaydeedoo,definitely not a cult,2024-10-13,DJT,2
ThomSquires,scroll on over to the 830 minute mark 100 everyone move the goal post ,2024-10-13,DJT,1
LogicalTrading,if these allegation be true against timmy tampon then this will end their campaign overnight still unconfirmed but weird either way ,2024-10-13,DJT,1
sattalight,big head up to those who like invest in scam,2024-10-13,DJT,5
sattalight,let work to unite our country again harris be the only way,2024-10-13,DJT,5
PadraigDubh,magat be the most gullible americans ever,2024-10-13,DJT,1
Gibby33,lineman have self respect you be no lineman,2024-10-13,DJT,1
Gibby33,at least make alabama red,2024-10-13,DJT,1
LetsTryThis1,he say thing like this so trump will bend over far ,2024-10-13,DJT,5
Johnniejohns,late election result ,2024-10-13,DJT,3
Johnniejohns,I m a linesman for the county and we be all look down at you laugh ,2024-10-13,DJT,5
Johnniejohns,wow just wow ,2024-10-13,DJT,5
ForeRight5,donald trump be the beacon of health and physical strength really ,2024-10-13,DJT,5
Okphille,what year do the us produce the most oil ever,2024-10-13,DJT,5
Gibby33,big 10 be where its at sec not as exciting this year penn state put california in its place loooosssserrr,2024-10-13,DJT,3
GorillaTicTacs,monday will be pivotal either the whale buying continue to bloat the price or we get another drop and pop cycle before election day that gravestone doji usually indicate exhausted buyer but this be still a meme stock ,2024-10-13,DJT,3
ForeRight5,ohhhh the register republicans who try to snipe he tell we more about those bad dem ironic how you re act like jan 6 never happen very demure,2024-10-13,DJT,1
USAisBetterthanMaga,a word from mitt,2024-10-13,DJT,5
Kpick,sensible price prediction next week ,2024-10-13,DJT,4
chromeal5,I be just read a story about trumps quid pro quo deal with the president of egypt for week before the election trump campaign get an illegal in untraceable cashand after he be elect trump free up over in military aide that be withhold by obama due to humanitarian violation end source the ciawhos investigation of which be shutdown by grifter t so how many dictator will be buy watch for in bitcoin my guess be 147,2024-10-13,DJT,1
ForeRight5,yea he care about the little guy also this be very inflationary and deficit crush but yayyyyyyyy fun,2024-10-13,DJT,3
ForeRight5,dementia listen to he speak he go from lie nut to struggle to form sentence reaall quick,2024-10-13,DJT,1
TreasureBonanza,who care ,2024-10-13,DJT,5
straightfire008,this be easily a trillion dollar market this be undervalue and that s the bottom line you start value the player its very undervalued ,2024-10-13,DJT,1
Xyzfrompartsunknown,why will not trump release his medical record before the election,2024-10-13,DJT,1
LogicalTrading,timmy tampon obviously never fire a gun in combat and this be america future vp ,2024-10-13,DJT,1
Chawkes,I know a make like ten ton of money when the price drop and just make two ton when it go up,2024-10-13,DJT,2
PeterLynch_IsBack,demorat still in there feeling on here ,2024-10-13,DJT,2
GorillaTicTacs,be sure to unload on some great fool before the massive pain start maga eat each other and they do not even know it this be how it end ,2024-10-13,DJT,5
GorillaTicTacs,time to go shop in the caribbean again also it look like I miss the boat a few year back and then price skyrocket postcovid still want my beach house in st martin ,2024-10-13,DJT,3
zzen,its astounding to I that maga moron think trump be a smart guy anyone that s not retarded can see he s an idiot ,2024-10-13,DJT,4
lucaluca,this be primarily a dilemma in republican lead southern state who continue to deny climate change be real and thus prepare their citizen by enact sensible policy for a future that will protect they from climate catastrophe f deathssantis and his ignorant follower ,2024-10-13,DJT,1
DHatfield100,such massive gain here with djt ,2024-10-13,DJT,5
Honest_Abe,real estate bubble in florida popped2008 all over again,2024-10-13,DJT,1
nastento,religious people have a mental disability lol wow man,2024-10-13,DJT,1
Vedds78,maga ,2024-10-13,DJT,5
WeedHoppa,trump deliver another gimmick no way he can fill all he promise do not be stupid ,2024-10-13,DJT,1
nastento,dumb ppl lol like I say let go to the board of education what re your credential doubt they surpass mine dumbe ppl will want to vote in the same person who s do nothing fir 4 year beside this,2024-10-13,DJT,1
w01fgr33n,I like the play list at least while we wait and wait hurry up and get your lie together and come to the stage donnie,2024-10-13,DJT,4
ForeRight5,dumb people see this and go crazy then ignore this I never understand wind I know windmill very much I have study it well than anybody I know it be very expensive they be make in china and germany mostly very few make here almost none but they be manufacture tremendous if you be into this tremendous fume and gas be spew into the atmosphere you know we have a world right,2024-10-13,DJT,1
ripztrip,trump derangement syndrome can make people do strange and frightening thing it can goad a state attorney into try to throw someone in jail for make a perfectly legal hush money payment to an alleged paramour it can lead law enforcement to charge individual citizen with violation of sarbanesoxley which deal with the financial reporting obligation of public company it can cause the us justice department official to spread disinformation to the public and to the legislator who oversee they that joe bidens son real laptop be actually part of a russian plot it also induce the medium to fall blindly and eagerly into believe such governmentsponsored hoax trump derangement syndrome can provide an excuse for politician commentator and medium voice alike to ignore for month the obviously diminish mental capacity of the most powerful man in the world it can even cause they to mercilessly attack as charlatan those who try to raise a red flag,2024-10-13,DJT,1
tikibar51,nothing wrong with be thin but obama need to go to bojangle and grab a sausageeggcheese buttermilk biscuit or one of those martha vineyard noreaster be go to blow he inland,2024-10-13,DJT,1
EarningsTrades,anyone buy the liberty fi thing,2024-10-13,DJT,1
ForeRight5,you say this as if the stock have perform well as a whole,2024-10-13,DJT,5
GorillaTicTacs,elon be out there give away free internetwith a down payment sigh ,2024-10-13,DJT,1
Romulo7,trump claim fema be not provide assistance to the hurricane it just underscore what the tue leader of the maga cult and project 2025 trump could at least do be lend a hand and open his heart with kindness to those hurricane victim and offer they a trump hotel stay or a mara lago membership so they can have a place to stay at least for a few month also maybe give they a pair of gold sneaker and a trump watch,2024-10-13,DJT,1
RonSwanson1,9th round opening tomorrow 142k up 7 win 1 loss where s your money short all day ,2024-10-13,DJT,1
nastento,lol what a joke,2024-10-13,DJT,1
YellowBrow,be it good,2024-10-13,DJT,4
WeedHoppa,he need they but he do not need they which be it maga so much flipfloppe from the cult,2024-10-13,DJT,3
Boscomanus,hey just for giggle how about a few if you short and liberal short this stock monday and post a screen shot so we can all have a good laugh hahahahahah ,2024-10-13,DJT,1
arenay,this be not a flex long,2024-10-13,DJT,3
Str18BALTStr,its become a defining throughline of this general election in the past trump have undermine the security of election press falsehood about his own election loss in 2020 and spread misinformation about covid19 cure but in the final stretch of the election his assertion debunk increasingly by even his own wouldbe ally have have repercussion maga bt pride ,2024-10-13,DJT,5
Honest_Abe,boeing employee f around boeing employee find out,2024-10-13,DJT,1
buffetty,trump be a big risk taker risk reward ,2024-10-13,DJT,1
nastento,putin laugh biden and harris they be a joke trump have fear no war no pay for illegal immigrant to enter this country there be affordable livingi could keep go but you all be blind sheep,2024-10-13,DJT,1
IHateMonie,seriously all you have to do be listen to any interview podcast or rally with trump and just google thing that he say he lie sooo freak much its insane ,2024-10-13,DJT,1
SuperStickman,coachella ,2024-10-13,DJT,5
USAisBetterthanMaga,what kind of person do you have to be for sesame street to create a bad guy parody about you realestate tycoon ronald grump if sesame street do not like you its time to do some search,2024-10-13,DJT,1
Starvedout,I see where the christians go to washington to pray trump win they should google do the christians kill the indians and be ask for forgiveness for the most obvious sin or stain on the christian name wipe it under the rug and pray trump win so more can lose their right to american soil and the christian will have it all to pretend they be the good one remove anyone who may question their action so they can live free of any savage who believe in the real god the great spirit,2024-10-13,DJT,1
12Dakotadan,you keep love doncon keep read the india times the russian gazette the china chronicle when putin laugh at trump remember this putin laugh at trump period,2024-10-13,DJT,1
CChartist,another idiot have enter the chat,2024-10-13,DJT,1
Lutar,can anyone explain this its an excerpt from trump speech to the economic club in detroit full speech transcript be here,2024-10-13,DJT,1
EMR,trump try to overturn the election he incite an insurrection,2024-10-13,DJT,1
VMAESA,solid love these opportunity,2024-10-13,DJT,5
yamahagriz700,you liberal do not stand a chance anymore trump will be your president again get over it ,2024-10-13,DJT,1
PadraigDubh,break news a lot of people talk about how donald trump have leave his wife and have be have intimate relation with her dog poofy in fact he can not leave his bedroom when poofy be in there a lot of people be say this as I be hear this from many top police official one of trump kink be to have poofy pee on he this be just an example how silly the right be about their fake news rumor,2024-10-13,DJT,1
DHatfield100,and you get idiot on here think biden really win the last election fairly and that the doj and gov be not corrupted be not no one with half a brain voting for kamala ,2024-10-13,DJT,1
Livinglavidacoca,final member of my household receive their mail in ballot we be all fill it right now with kamala harris across all 6 ballot just finalize our vote so I can go drop they off at the post office ,2024-10-13,DJT,5
Slingshot,yike ,2024-10-13,DJT,3
GorillaTicTacs,your sourcesome rando indian ,2024-10-13,DJT,5
Mikemike8686,hate to break it to you tard but trump launch a ponzi token next week be fuck you guy pretty hard ,2024-10-13,DJT,1
Honest_Abe,I be still shock the fed cut 050 at market ath just before an election they say they be not political but this reek the fed have give up completely on the inflation fight no one would have blame they for cut 025 or wait for the november 6th meeting to cut my suspicion that there be shenanigan at the fed be confirm because trump have say he want to replace jerome powell because he fail on inflation let say the fed really be not political then the fed must see something the stock market do not like a horrible very bad economy that need a super jumbo rate cut because the job report do not explain why they do it,2024-10-13,DJT,1
ForeRight5,get to love how trump have the evangelical vote you know the guy that cheat on his pregnant wife with a pornstar yea they love that shit,2024-10-13,DJT,5
PadraigDubh,no other candidate in history have publicly state this at least kamala harris have never rape anyone be not a racist nor an insurrectionist that maga have a hardon for,2024-10-13,DJT,1
skitime,omg itsover ,2024-10-13,DJT,3
Holeefuked,this where a bunch of anti trump crazy hang outscroll down for looney tune,2024-10-13,DJT,1
Xyzfrompartsunknown,this be who magas want for president in his late rant he call harris retard this be sad beyond belief,2024-10-13,DJT,1
PadraigDubh,fck around and find out let say trump do win the election after 6 month jd vance and trump cabinet will enact the 25th amendmentsighting trump mental decline they will then carry out project 2025 and circumvent democracy in the usa,2024-10-13,DJT,1
ForeRight5,lol its over bc of an anonymous tweet major medium outlet with credible source be fake yet you look at this and think yep that s it right there the real truth,2024-10-13,DJT,1
nastento,lol,2024-10-13,DJT,3
nastento,lol unscripte,2024-10-13,DJT,1
nastento,rest of america you libtard be so pathetic watch the news spread there s something off with tampon tim and here it be atleast we know who trump be unlike harris who change her accent with every crowd with be insulting and so disrespectful or how she switch position on everything just for vote she be against gun now for she be against fracke now for she be for open border now want border control and so on her middle class story be a joke you see what school she attend or see her childhood house then you have tim who repeatedly lie and can not admit it the whole democratic party be pathetic,2024-10-13,DJT,1
biasedOne,excellent news spread this far and wide because it ll only improve turnout ,2024-10-13,DJT,5
12Dakotadan,that s all the magat have,2024-10-13,DJT,3
Gemineye,a real man do not have to try to be masculine he just be,2024-10-13,DJT,5
12Dakotadan,this be why the rest of the united states of america people laugh heartily at trump and his magas moron like below and the rest of the magas be call their neighbor wake up their child pull fire alarm yell on the street and say look look news be out a right bias news company from india just report this do you magat look at yourself and say wtf happen to I lmao,2024-10-13,DJT,1
Forthill,trump pay a prostitute for sex while wife be at home fake republicans and fake christian be perfectly fine with that,2024-10-13,DJT,1
Okphille,project 25 already alive and well in oklahoma schools north carolina next trump may not like it or even know what it be but his disciple and appointee sure as hell do how do we end up these two as our option hailey would have smoke harris and any other reasonable dem would have smoke trump f joe biden for attempt to run and f jill as well and his handler,2024-10-13,DJT,4
peter71110,can not even secure their own why do want these people anywhere near power a group help to lay the groundwork for a future donald trump administration say its computer system be breach mark the second know instance that people support the former president have be the target of a cyberattack the america first policy institute discover the breach last week it would not say what material be compromise,2024-10-13,DJT,1
Raygun_24,by nov 5 boyeeee,2024-10-13,DJT,1
hemlock17,icky trump white americans what nothing well to do why do not you kick yourself out you re an immigrant too who s use who what should we do well you can not be a pimp and a prostitute too ,2024-10-13,DJT,1
Parzivalegghunter,iykyk ,2024-10-13,DJT,4
GorillaTicTacs,post rig polymarket nonsense again why not the only poll that count look like maga have an enthusiasm problemor they re eat the crayon instead of fill out their ballot ,2024-10-13,DJT,1
Slingshot,hurricane huh ,2024-10-13,DJT,1
aa906814,well look at that ,2024-10-13,DJT,5
Slingshot,next week ,2024-10-13,DJT,1
nastento,goodbye harris campaign,2024-10-13,DJT,5
nastento,yeah harris be not win shit if this be true this be disgusting and disturbing,2024-10-13,DJT,1
Xyzfrompartsunknown,magas basically worship money that s why they deify trump and musk claim to be so religious they should know even a wealthy person will be judge by their deed not the thickness of their wallet,2024-10-13,DJT,1
GorillaTicTacs,the mess be a great economy fire on all cylinder a record high stock market covid inflation back under control real wage growth yes give I more mess please ,2024-10-13,DJT,5
SuperStickman,a beautiful thing ,2024-10-13,DJT,5
TradesBB,24 more day of kamala harris,2024-10-13,DJT,5
buffetthemuffet,trump be win the election mamala marris bye bye ,2024-10-13,DJT,5
Xyzfrompartsunknown,why be life expectancy the low in red state,2024-10-13,DJT,2
TradesBB,why do the dem keep push this racist agenda when obama himself be clearly racist,2024-10-13,DJT,1
Okphille,be it strange that maga think climate change be a hoax but believe that the dem control the weather scary shit what these people will believe,2024-10-13,DJT,1
LennyKoggins,imagine vote for a person instead of policy who care who the person be democratic economic be why we be in this mess conservative economic policy will get thing back on track its right in front of you stupid,2024-10-13,DJT,1
