Username,Comment,date,sentiment,Ticker
WeWereYoungOnce,the only one in shock about this be those that be warn a long time ago I like to refer to they as special need sheep bearish,2024-10-09,4,DJT
WeWereYoungOnce,because he s a grifter and you the investor matter not bearish,2024-10-09,1,DJT
Scoops1212,so you must be vote for a wet dog name kamala harris what da,2024-10-09,1,DJT
DarKermit,argue with magat be futile magat you can ask geve what futile mean bearish,2024-10-09,1,DJT
DarKermit,keep pump bearish,2024-10-09,1,DJT
Anthonybarnes4,who do not know the entire tradeable float of 14 million share be all currently short well play short now let see how long you can continue to pay 20 in brokerage interest bullish,2024-10-09,1,DJT
Anthonybarnes4,oh yea I totally forgotour future vice president file that he own in rum bullish,2024-10-09,1,DJT
Anthonybarnes4,oh waiti forget 2 lawsuit north of billion each against google set for 2025 rum will be nice and settle for million for each lawsuit for a cool billion in cash please bullish,2024-10-09,1,DJT
Anthonybarnes4,the people have finally wake up sorry short look like you be toast bullish,2024-10-09,1,DJT
DarKermit,out of context you re an amazing moron bearish,2024-10-09,5,DJT
Anthonybarnes4,bullish,2024-10-09,1,DJT
Anthonybarnes4,short will continue to deny that big thing be not happen at rum just to save their massive short position 14 million share or 50 short float give that insider own 60 of the share and yet rum continue to execute million in cash and no debt not to mention that they continue to land big name partner like hard rock and miami dolphin gap fill come soon that you think bullish,2024-10-09,1,DJT
Anthonybarnes4,gap fill then gap fill then by year end 14 million share short we thank you bullish,2024-10-09,1,DJT
uyenng25_,personally I see this as a good short opportunity,2024-10-09,4,DJT
jimmylinsbux01,its simple math short pile on 14 million short share 17 of outstanding share which be insane give that insider own 62 of outstanding share and dan bongino own 10 neither insider or dan have sell any share of significance since go pubic institution also report own 22 of outstanding share that make 14 million share short over 100 of the share available to the public in other word rum be massively naked short much like gme be back in 2020 all public information take a look this blow my mind when I do the research bullish,2024-10-09,1,DJT
uyenng25_,inverse hs break volume increase since the bottom head be make,2024-10-09,1,DJT
yamahagriz700,bullish,2024-10-09,1,DJT
Fastruns17,only these wet dog crack up at their own joke bearish,2024-10-09,1,DJT
dommy7,kamala harris campaign be like the sabrina carpenter song espresso the lyric be vague but the vibe slap bullish,2024-10-09,2,DJT
Agent122O,tampa be go to look like israel get mad at it in a minute bullish,2024-10-09,1,DJT
Shutking,you be fool this stock be go back to bullish,2024-10-09,1,DJT
straightfire008,no more woke virus it must be a complete victory bullish,2024-10-09,5,DJT
DKburg,30 by end of week just maybe bullish,2024-10-09,1,DJT
straightfire008,she be the one that need to come out get our attention and tell we who she be bullish,2024-10-09,5,DJT
andreingramPhD,bullish,2024-10-09,1,DJT
Mining_For_Gems,republicans endorse harris do not want that elon audit bullish,2024-10-09,1,DJT
dommy7,bullish,2024-10-09,1,DJT
Runamuk,bullish,2024-10-09,1,DJT
Not_A_Trumper,comment on this board far proof how dumb the cult follow be god forbid he get call out on his nonsense fear monger bearish,2024-10-09,1,DJT
Whatrutrading,the great reversal in history period bullish,2024-10-09,5,DJT
CryptoH0DLer,elon the manipulator bearish,2024-10-09,5,DJT
perennialperikneeum,I think the debate should proceed as plan since the coward refuse to attend a bucket of kfc could be position on his empty lectern at least they will not need to fact check the chicken in the bucket,2024-10-09,3,DJT
LogicalTrading,see everyone at tomorrow goodnite bullish,2024-10-09,1,DJT
Iguanasmoke,press the squeeze button,2024-10-09,5,DJT
PatsOfButter,colbert,2024-10-09,5,DJT
FredoDog,its hard keeping track of this guy here a link to one case where he be convict multiple time the stupid thing be that his disciple never care and would have even give he a high five for rape,2024-10-09,2,DJT
StockRavingMad,yeah the msm edit it to make he look like a wash up hasbeen greasy old scumbag that never work a day in his life they really make he look like a complete moron with horrible hygene the msm make people want to punch he in the face just for be bear like you see he on the news and its like how could god let this thing crawl out of any womb let alone a human one,2024-10-09,1,DJT
Ziggy45,lol what an amazing moron bullish,2024-10-09,5,DJT
stayretired,study foreign language,2024-10-09,4,DJT
mnm8844,great decision by donnie not go on liberal medium they re go to edit like they do desantis a few year back to skew his statement if you all have not notice by now all they do be edit after edit leak kamalas unedited interview probably 10 time bad than edit version come to fox donnie be many time on deomcrat network wussie,2024-10-09,1,DJT
VikeInvests,just another republicant try to take credit for thing they vote against the gqp lie never stop bearish,2024-10-09,1,DJT
Stonksman24,back again short I think this will hit 30 buck next week,2024-10-09,2,DJT
Trader9955,bullish,2024-10-09,1,DJT
Not_A_Trumper,yawn when s trump 60 min interview bearish,2024-10-09,1,DJT
FredoDog,not go on 60 minute be like not take the stand at your own trial,2024-10-09,1,DJT
FredoDog,ha ha ha the clown say sir trump be not english this must mean canman09 consider trump to be his daddy his bumper sticker read sissy for trump,2024-10-09,1,DJT
Trader9955,dailymailcouknewsarticl bullish,2024-10-09,1,DJT
Not_A_Trumper,donny too chicken for 60 min too chicken for a cnn debate bearish,2024-10-09,1,DJT
PatsOfButter,same megyn kelly who do nazi salute,2024-10-09,1,DJT
dhood3,lfg bullish,2024-10-09,1,DJT
Canman09,dam all of these troll on here must be from china and ukraine hey fool once sir donald trump be president the usa will not be your personal piggy bank anymore bullish,2024-10-09,1,DJT
mnm8844,be this sarcasm everything democrat be against,2024-10-09,1,DJT
Yieldmaxdefiantthereal1,follow your state secretary of state rule vote early,2024-10-09,1,DJT
FredoDog,the smart play be to get the dumb fck to pump this up trump sell because they make he he go back to twitter and truth die ironically with trump the word already have,2024-10-09,1,DJT
Trader9955,tomorrow bullish,2024-10-09,1,DJT
markbass2341,bump lick putin ass,2024-10-09,1,DJT
Eireternal,imagine if kamala back out of 60 minute lol double standard trump get a pass on everything while kamala take on the tough interview,2024-10-09,1,DJT
Murphy555,nooo not hurricane milton,2024-10-09,1,DJT
Holdmypocket00,yea leon do not have the body to be a top he be literally too top heavy bearish,2024-10-09,2,DJT
CR56_,bullish,2024-10-09,1,DJT
Are_We_Winning,bring some of those good vibe to,2024-10-09,4,DJT
FredoDog,wow that s brutal she peg he while he call putin do not make he any less of a man besides he s the butch when have sex with musk,2024-10-09,1,DJT
Eireternal,hairdo back out of another event scare to interview with 60 minute after ask to do it in butler ohio so he could milk his assassination attempt,2024-10-09,1,DJT
Not_A_Trumper,donny will loose bigly bearish,2024-10-09,1,DJT
NCSWIC357,bull to bear,2024-10-09,5,DJT
orderflowrider,kamel must be toast this move be not some piker with 50 share to buy,2024-10-09,1,DJT
counter,still on track,2024-10-09,4,DJT
WallStpass,this be the maga putin puppet and their convict con cult pos they should all be deport to russia or gas for treason they do not belong in america bearish,2024-10-09,1,DJT
Joshkarkio,this be fake ai picture just like his digital trading card fake twttier fake university,2024-10-09,1,DJT
petfoe27,one big mistake I tend to do be sell to early,2024-10-09,1,DJT
CullenB,we ve be have short rib for lunch every day bullish,2024-10-09,1,DJT
NCSWIC357,what if trump buy x,2024-10-09,5,DJT
Inconsequential,let go bullish,2024-10-09,1,DJT
Johnniejohns,elon musk the bearish,2024-10-09,4,DJT
CChartist,why should he he be already deep in the hole with twitter and advertiser like right wing propaganda as much as they like give free hug to irs auditor,2024-10-09,1,DJT
stockdog88,time to start say goodbye to the lame duck administration bullish,2024-10-09,1,DJT
itsallaboutheoptions,hs,2024-10-09,5,DJT
getalife,use people miseary for political gain such class what you get from lie trump disgusting person a total loose period not even close finally go to be go soon,2024-10-09,1,DJT
CChartist,wow look bad for maga,2024-10-09,1,DJT
TheQuantumMechanic,100924 spoooky premarket outlook measurement 1 with session candle stick lowhigh amplitude potential note,2024-10-09,3,DJT
SadyK189,top stock to watch tomorrow 2 2 look good on 4hours chart key support at 205 225 it can test next key level at 31 34 soon get up on 4hours chart 175 1865 be act as strong support zone next key level to test be 235 25 we can expect soon in it look good on 4hours chart try to clear stiff resistance zone of 14 155 today currently at 116 it will again try to test and clear this resistance zone key support zone at 83 885 get well on daily chart next key level to test be 1085 1145 currently at 966 overall trend be down but it can give good scalping opportunity of 15 20,2024-10-09,5,DJT
lombardo141,no russian collusion bearish,2024-10-09,1,DJT
The_Sandman,in a way immigrant be homeless people that s kinda deep be not it,2024-10-09,1,DJT
CoIumbo,what if elon buy truth social and make it part of twitter and integrate it then what,2024-10-09,1,DJT
CaymanStyleBeef,pretty much lol bearish,2024-10-09,3,DJT
aprit,maybe he think he have insider information about the state of the race in pennsylvania and be simply aim to make some easy extra bitcoin with trump share or perhaps to double down on trump meaning he get back his political contribution in pennsylvania or lose double the amount it actually make sense especially if he think he can swing pennsylvania to trump with those financial effort,2024-10-09,2,DJT
CChartist,donni be a traitor and putin bitch in the height of the pandemic donni send covid test to putin show once again where his allegiance be and that his treasonous ass belong in jail if biden have do that he would already have be impeach,2024-10-09,1,DJT
aprit,elon america pac be somewhat impressive and it really stand out from the gimmicky and tacky maga brand the pac appear to be focusse heavily on swing state the pin tweet state goal be to get 1 m voter in swing state to sign this petition for each register swing state voter you refer that sign the petition you get I m also impressed and surprise by the extent of musk campaign I have initially think he would be in the background mostly provide extensive financial backing but its quite the opposite also the way he be leverage his ownership of twitter x should be make kamala supporter quite anxious,2024-10-09,4,DJT
LogicalTrading,during 24hr into 4 am pm once we hit 2250 we can gap up to remember be key resistance to bullish,2024-10-09,1,DJT
CaymanStyleBeef,do all magas have bad gene or something bearish,2024-10-09,1,DJT
JArc,I get that lot of you support trump in the election I disagree but fine but what be the business case for the stock if he win he force all american company to advertise on truth social,2024-10-09,3,DJT
CoIumbo,there be not even a statute on the book for they to do the fraud case not to mention a loan be a private transaction that do not involve the state not to mention trump be never charge with fraud and no one ever make a complaint there be fraud not to mention the loan be repay in full and for some reason the state of ny feel trump owe they more than what the loan be even for,2024-10-09,1,DJT
LogicalTrading,how s it go buddy bullish,2024-10-09,1,DJT
straightfire008,million fraud case go to get nuke the ny appellate court bullish,2024-10-09,1,DJT
Marcbullish,trump will use the power of presidency but to seek revenge of his enemy harris waltz vote,2024-10-09,4,DJT
The_Assassin,bullish let go bullish,2024-10-09,1,DJT
LionKing11,trump trump trump bullish,2024-10-09,1,DJT
ForeRight5,really call out someone for a lie when you re back donald you re sure this be a good plan,2024-10-09,4,DJT
MaseratiBoyz,tomorrow very possible very demure bullish,2024-10-09,1,DJT
Clutch_Cargo99,conservative think tank say trump policy would crater the economy but its be kind it would be an apocalypse,2024-10-09,3,DJT
ForeRight5,psa word salad have now become overused,2024-10-09,2,DJT
GorillaTicTacs,that s generally how its be work so when be he go to turn himself in he could just to a plea deal with jack and safe we all some trouble bearish,2024-10-09,3,DJT
sKamalaRCX2017,nothing more pathetic than lie about work at mcdonald yeah its weird,2024-10-09,1,DJT
straightfire008,trump have make it clear that anyone that cheat on election day be go to jail how many time have he post that on truth social bullish,2024-10-09,1,DJT
Chino310,when the mask come off bullish,2024-10-09,1,DJT
DMAGA,on sol I m tell you this be go to be the next meme dark maga do not get more elon meme than this lol in heavy sub penny and feel early af 1b circ supply too bullish,2024-10-09,2,DJT
PowaHowa,no regert these maganut be a special kind of people,2024-10-09,1,DJT
Honest_Abe,I hear the storm acomin its rolling round the bend and I be not see the sunshine since I do not know when I m stuck in biden prison and time keep draggin on but that storm keep arollin on down to usa,2024-10-09,4,DJT
DarKermit,bearish,2024-10-09,4,DJT
Brandoroadster,I wonder how many idiot get this tattoo,2024-10-09,1,DJT
Bearszn,ok,2024-10-09,3,DJT
IndicatorGator,watchlist for 9 oct not investment advice recommend stop loss when green take profit 5 to 20 throw in inab for good measure also still ride that for the swing hope everyone get some profit,2024-10-09,1,DJT
Phrenologist,in ten day this stock will be back at,2024-10-09,5,DJT
Dubie10,problem with be bearish now be that have recently soaredit be soar because perception be that trump will winthis be a stock threadit can not be more obviousat least for nowand that make the bull in control bullish,2024-10-09,2,DJT
straightfire008,bullish,2024-10-09,1,DJT
sifter,october surprise be when joe biden come out and endorse trumpvance he pretty close already wear that maga hat lol,2024-10-09,4,DJT
Max22,steve bannon war room video miles guo take down the ccp bullish,2024-10-09,4,DJT
swingprotrades,kamala speak garbled word salad on every interview today she need a translator and she speak english gtfo you scum of the earth bullish,2024-10-09,1,DJT
Max22,bullish,2024-10-09,1,DJT
PowaHowa,I think I m go to look up stock price for company that sell alcohol and mental health therapy maga will have a major hangover after november 5 there be no way on earth dirty diaper will occupy oval office in this lifetime none zero bearish,2024-10-09,1,DJT
marmendariz6,go to 100,2024-10-09,1,DJT
Trader9955,anytime I see or hear a bear all I get to show they be this I also challenge they to show I where be red that they think be blue and they get nothing bullish,2024-10-09,1,DJT
Spinninfan,who s sell first you or trmp bearish,2024-10-09,5,DJT
straightfire008,what be go on between biden and harris he have a press conference at the same moment she s on the view her campaign be complain about desantis and he s praise desantis why its almost like she stage a coup against he and he be work against she from the sideline,2024-10-09,4,DJT
NineLinesCat,reality check,2024-10-09,5,DJT
byecell,not one change how about the botched afgan exit where americans be kill illegal that come in and murder americans you good with all that right price of food people go hungry increase in violent crimenothing,2024-10-09,1,DJT
NineLinesCat,state of emergency,2024-10-09,1,DJT
Max22,chinese billionaire miles guo say what the ccp want the most be to have the troop get vaccinate once they get vaccinate the us military will collapse and the ccp will triumph bullish,2024-10-09,1,DJT
NineLinesCat,she be not lie,2024-10-09,1,DJT
Kiss_My_Ask,just think demsone month from now president elect donald j trump will be prepare to take office enjoy pt,2024-10-09,5,DJT
GorillaTicTacs,trump be go to lose his little franknbean poor guy bearish,2024-10-09,1,DJT
swingprotrades,kamala want to use taxpayer money for sex change for trangender criminal in prison wtf be go on here gtfo you scum bullish,2024-10-09,1,DJT
Syphon_33,yup,2024-10-09,5,DJT
Marcbullish,trump revenge tour on enemy if he win be this america or a fascist third world county where abuse of power and punishment of political opponent rampant harris walz,2024-10-09,1,DJT
tee_time,they be try to censor this stock bullish,2024-10-09,1,DJT
Starvedout,people should google do the christians kill the indians its clear why the christians support donald trump after see what america be found on,2024-10-09,1,DJT
trader_66,bullish,2024-10-09,1,DJT
AllanBran,buy more tomorrow squeeze the short right out of here,2024-10-09,1,DJT
Max22,you re either on the side of liberty on the side of freedom on the side of this republic or you re on the other sideand there be no excuse steve bannon steve bannon social medium post be temporarily be handle and manage independently of he bullish,2024-10-09,1,DJT
sborovay07,everyone be wait anxiously for the confirmation of what we already know that kamel obama hillary and other horrific a celebs be on the cassie ventura list along with the attorney tony buzbee of the 120 victim of diddys freak out and with now over 12000 call into a hotline tony setup buzbee will release his list from the victim as to who commit the crime when the vid come out prior to the election it will be game over,2024-10-09,1,DJT
Fragernockling,maga logic make no sense explain this to meimmigrant be come here illegally mean circumventing and avoid the law only to find a way into our legal system and register to vote and risk expose themselves and jeopardize everything they risk their life come here just to vote in our election maga idiotic logic,2024-10-09,1,DJT
Max22,you be fight for the control of the most powerful nation in the history of mankind steve bannon bullish,2024-10-09,5,DJT
Donald_Dwac,god bless the short with enough wisdom to admit defeat but only after the market have give they a full and thorough lesson in humility let they walk away with dignity and maybe a few dollar leave amen bullish,2024-10-09,1,DJT
Marcbullish,trump want revenge if he win political retribution trump say if he loose to blame the jews,2024-10-09,1,DJT
swingprotrades,keep commie kamala talk on the interview her bullshit lie be show very clearly now keep talk communist bullish,2024-10-09,1,DJT
PatsOfButter,antisemite nick fuente will not vote for trump cause of his support for israel and jews whoa this be wacky stuff how can trump win without the nazi vote that s his base they be turn on he,2024-10-09,1,DJT
Coronabearbull555,bullish,2024-10-09,1,DJT
Futuremullenaire2022,let gap up tomorrow morning,2024-10-09,5,DJT
fwilkerson,russian central bank interest rate at 19 thank obiden bearish,2024-10-09,1,DJT
Oisatsid,I grow up in a middle class family,2024-10-09,4,DJT
straightfire008,well do anyone else hear this answer there be not a thing that come to mind and I have be a part of most that have be make when ask if she would have something different that biden on the view bullish,2024-10-09,5,DJT
AfricaKing,cry I a river snowflake,2024-10-09,1,DJT
GorillaTicTacs,20k you mean meh both he and harris have big bearish,2024-10-09,2,DJT
JJBurch,poll kamala harris support among republicans almost double in past month she s surge at the perfect time her medium blitz today be a massive success its over folk bearish,2024-10-09,5,DJT
GorillaTicTacs,be this bot really rock a fake plus account bearish,2024-10-09,1,DJT
swingprotrades,kamala let million of illegal migrant cross the southern border now she want they to be able to vote as noncitizen so she can cheat in the election she be such a lie cheat scum bag,2024-10-09,1,DJT
TradesBB,the medium prop up kamala try to show you that she actually have a chance when there be 100k people at a trump rally,2024-10-09,4,DJT
BuIl2024,lol for those in need yet ukraine get billion and counting and ask for more vote red or watch americans end up in the red bullish,2024-10-09,1,DJT
UncleSamChldSupport,good boy,2024-10-09,4,DJT
gooddoggie,how unbelievable be it that his troop actually believe any insane thing he say its just stunning,2024-10-09,5,DJT
thefourwind,your family have be devastate and home be destroy aww sorry here buck,2024-10-09,1,DJT
lucyan1988,oh no this be from nyc must be real,2024-10-09,1,DJT
TechTrader17,the great lie you people be lobotomize bearish,2024-10-09,5,DJT
swingprotrades,kamala give taxpayer fema money to illegal migrant now there be no money leave for the taxpaye hurricane victim gtfo you scum of the earth bullish,2024-10-09,1,DJT
adam101,trump be putin hand puppet,2024-10-09,5,DJT
gooddoggie,out your money where your mouth be buy buy buy tomorrow,2024-10-09,1,DJT
Trumpisourlastchance,god bles america bullish,2024-10-09,1,DJT
Nick1971,drop bullish,2024-10-09,1,DJT
Trumpisourlastchance,bullish,2024-10-09,1,DJT
P_E_T_E_R_L_Y_N_C_H,commie say what demorat say what bullish,2024-10-09,1,DJT
straightfire008,here if you want another source,2024-10-09,3,DJT
gooddoggie,which if you want to defend his private conversation with putin or another way of say it be how can you rationalize become an ally of russia,2024-10-09,1,DJT
Mavrick1985,I can accept all the hate here I m just watch the market rally up and up profit will continue bullish,2024-10-09,1,DJT
JAHBULON,do he grab she by the bearish,2024-10-09,1,DJT
dommy7,bro think he cook here bullish,2024-10-09,1,DJT
CryMeATicker,you mean trump lord satan right,2024-10-09,1,DJT
JAHBULON,bearish,2024-10-09,4,DJT
gooddoggie,if you believe in trump you will be buy tomorrow,2024-10-09,5,DJT
rarakoko0700,rara koko private discord super early alert be send directly to your cell phone we know it since 12 noon today 10824 yahoooooo bullish,2024-10-09,5,DJT
CryMeATicker,you re really go to quote a white nationalist and bromancer of nazi ok have at it see how that go over in middle america bearish,2024-10-09,1,DJT
PatsOfButter,trump explain why melania be not around much,2024-10-09,2,DJT
tikibar51,abc nightly news spinning fact again with poll show kamala ahead and people wonder why no one trust the medium bullish,2024-10-09,1,DJT
TeaTeaTeaTea,bearish,2024-10-09,4,DJT
Brandoroadster,trump next grift maralago get damage but my maralago trump shoe,2024-10-09,3,DJT
Yieldmaxdefiantthereal1,no just you because they read your post and they re come after you,2024-10-09,5,DJT
CUGEHOCK,what an ending,2024-10-09,1,DJT
Yieldmaxdefiantthereal1,murder no shot,2024-10-09,1,DJT
GorillaTicTacs,musk be getting outmuske that last line be just chef kiss bearish,2024-10-09,1,DJT
WallStreetCowboys,welcome to I m in a down trend and can not get up pump it up waaayyyy up cause we get cheap put when he get murder oh sorry good choice of word on election day when your own party will not back you there be a few and no one on their side say they will not back kameltoe plus they ve get the taylor swift effect,2024-10-09,1,DJT
DarKermit,pump it as high as you want go to dump hard come nov 6 kamala 2024 bearish,2024-10-09,1,DJT
jobsguy,what a disgusting statement the fuck be wrong with you,2024-10-09,1,DJT
straightfire008,they have make we vulnerable,2024-10-09,3,DJT
entx,jd stockafella believe the moon landing be a hoax yeah he s that delusional,2024-10-09,1,DJT
Alexxe28,I have only one question will we go to break all time hight on 7 of november or not bullish,2024-10-09,1,DJT
BuIl2024,god protect all the trump voter in fl I will keep they in my prayer please bullish,2024-10-09,1,DJT
crooner72,we know this all along,2024-10-09,5,DJT
PatsOfButter,stern interview be great and impactful do not believe the single clip fox show you listen to whole hour,2024-10-09,5,DJT
EVKINGHERE,trump win this go to pump bullish,2024-10-09,1,DJT
Brandoroadster,its a bummer trump have to pay people to vote for he none of these asshole be autoworker,2024-10-09,1,DJT
Brandoroadster,fox news for all you magas claim 2020 fraud its a oldie but a goody,2024-10-09,1,DJT
VikeInvests,wow do anyone still work there magat say bullish bearish,2024-10-09,1,DJT
CryMeATicker,nazi much mostly white bearish,2024-10-09,1,DJT
Yieldmaxdefiantthereal1,she s totally hot bra cmon help I with my erectionerrrelection,2024-10-09,5,DJT
JAHBULON,of course they be bearish,2024-10-09,3,DJT
Mj604,I find it very strange with all the hateful bear here something must be cook,2024-10-09,2,DJT
Yieldmaxdefiantthereal1,hey puty wanna screw my wife do I a favor though,2024-10-09,1,DJT
Yieldmaxdefiantthereal1,naw he s too busy,2024-10-09,2,DJT
JAHBULON,because hurricane hate poor people so do tornado bearish,2024-10-09,1,DJT
VanDogeOne,dark maga bullish,2024-10-09,1,DJT
Yieldmaxdefiantthereal1,harris do three interview where unlike don felon she answer question where s donny,2024-10-09,3,DJT
RagingBull4444,who s tired of win I m tired of win its exhausting trump 2024 bullish,2024-10-09,1,DJT
IBOTTheDipAndTheDipWon,good time,2024-10-09,4,DJT
JAHBULON,that s the next stage trump intend to take we to bearish,2024-10-09,1,DJT
HeyYouWhoMe,great to see president trump saving america and our democracy bullish,2024-10-09,5,DJT
Yieldmaxdefiantthereal1,more to cum,2024-10-09,3,DJT
Yieldmaxdefiantthereal1,all those swiftie vote,2024-10-09,5,DJT
Yieldmaxdefiantthereal1,you can ad desantis afraid to answer the phone because it might be a black woman on the other end i d be scared of these guy if they be not such pussy,2024-10-09,1,DJT
JAHBULON,grift bearish,2024-10-09,3,DJT
GorillaTicTacs,so what be trump a euphemism for here right answer only bearish,2024-10-09,1,DJT
_GrAvY_,bullish,2024-10-09,1,DJT
havacubepunch,bot 2 follower since 2021 lol wtf block all bot bullish,2024-10-09,1,DJT
JAHBULON,next hell say the sun will not rise tomorrow if he be not elect bearish,2024-10-09,1,DJT
Yieldmaxdefiantthereal1,after it be reveal that former secretary of state john kerry be work behind the scene to try to keep the iran nuclear deal together trump publicly accuse he of break the law for stay in touch with iranian diplomat after he leave office the former us attorney in manhattan geoffrey berman say justice department official in washington repeatedly pressure his office to investigate kerry,2024-10-09,1,DJT
havacubepunch,definitely do not listen this person lol bullish,2024-10-09,1,DJT
smallfish1,a vote to trump be a vote for putin true republicans get it dick and liz cheney get it after this bombshell revelation today 90 of true patriotic republican will vote blue trump and putin have seven secret phone call after his presidency include one last year at the time when trump be a gop presidential candidate and he pressure member of congress to block military aid to ukraine this be truly shocking trump be a traitor and elon musk be his enabler,2024-10-09,1,DJT
JAHBULON,magat still think they should bang pot and pan in the kitchen and have no life bearish,2024-10-09,1,DJT
DFWxplorer,another group of bootlick bag holder be be create get ready for another nasty drop bearish,2024-10-09,4,DJT
RobinhoodHedgeFund,our post election target be sub 2 regardless of trump loss or victory trade it do not own it,2024-10-09,1,DJT
chickn,I can not wait to see sleepy joe and a kamelho in the unemployment line soon america can be great again bullish,2024-10-09,5,DJT
