Username,Comment,date,Ticker,sentiment
ripztrip,kamala pretend to be pro crypto and free market now hilarious,2024-10-15,DJT,5
TomKirk222,the left believe this crazy liar even after everything she say be totally destroy many still believe she,2024-10-15,DJT,1
thefourwind,jill stein of the green party be the real democrat candidate or what dem use to be for antiwar universal healthcare free public education ahh how the party have fall,2024-10-15,DJT,1
Detroit201,you re fire malala,2024-10-15,DJT,1
redsstocktwits,super wowwww truth social stream website pretty good can not wait to have this on my iphone and other streaming device like roku google tv and apple tv finally a streaming site app option for all of we who hate to watch the manipulativecorrupt medium of today do I say it before my vision about truth medium and entertainment consolidate all marginalize talent throw out of work by liberalcorrupt woke hire practice of our corrupt medium of today like cnn msnbc abc cbs now we have a medium to go to that will cater to our rightheous mind there s so much righteous talent just do streaming at youtube and be harass for their common sense analysis and political view let they be in truth streaming site this make my price per share target for djt reachable after trump victory in november playertruthsocialtvstart,2024-10-15,DJT,5
Snakeydakey,must be nice be bear ignorant you do not even realize that your human garbage,2024-10-15,DJT,1
TomKirk222,believe all victim,2024-10-15,DJT,1
CoIumbo,keep short commie moass income,2024-10-15,DJT,1
scrappy78,trump be wayyyyyyy to close to harris in the popular vote for she to win the electoral college,2024-10-15,DJT,1
RagingBull4444,I live in a blue state I consume red wine moderately almost night and I m addicted to nicotine juul I ve have two covid shot pre obiden thank to be in healthcare my 2nd shot be on 12020 when that moron who steal the election be be swear in I have all my tooth I m not a racist and I m college educate shocker I m not happy I fall for the bs covid shot narrative but I m not worry the only people affect by the shot aftermath be the neurotic mask wear moron who get they long after I and be on their 8th dose cheer,2024-10-15,DJT,4
rachelkiss,trump 2024,2024-10-15,DJT,5
Gemineye,never forget obama committed murder he have a lot of nerve talk to young black voter,2024-10-15,DJT,1
GorillaTicTacs,exact same source as the affidavit from a few week ago same horrid grammar too shall we hold our breath and wait for this lawsuit,2024-10-15,DJT,1
Nobody000,president trump be beneficial for the economy per share,2024-10-15,DJT,5
BottomedStocksAlerts,congrat for prepare wisely with we very easy,2024-10-15,DJT,5
FundamentalDD,I call the exact bottom check my post history and follow I for more epic win trade,2024-10-15,DJT,5
Snakeydakey,they must be cousin lmfao,2024-10-15,DJT,5
TomKirk222,p2,2024-10-15,DJT,1
TechTrader17,post yours be much more fun,2024-10-15,DJT,5
GREEDY_MF,true,2024-10-15,DJT,5
Process,scott jennings need to be in cabinet,2024-10-15,DJT,3
BuyNHold4riches,god you short have be getting murder here first trump take your money next he make you his bitch when he become your president,2024-10-15,DJT,1
w01fgr33n,hi donnie god be angry and love towards we sinner,2024-10-15,DJT,5
BCAT44,when be they go to bring this back down this stock be be short for 2 month and now it trade like nvidia up up up lol,2024-10-15,DJT,1
Nobody000,we could see a per share,2024-10-15,DJT,3
ShanikaxerBaines,analyst price target for today premarketupdatetradesma,2024-10-15,DJT,4
gilmeriken,read azurasians off the teleprompter the word be arizonan this be either stupidity or dementia take your pick the next time he call anyone low iq think of this clip among countless other harris 2024,2024-10-15,DJT,1
TechTrader17,fake as usual you people need to be stop you re poison,2024-10-15,DJT,1
TomKirk222,kami say to believe all victim so let believe all victim dammit,2024-10-15,DJT,1
GreenGurly,riddle I thishow be it that felon can not vote but can run for president receive top secret clearance ask for a friend,2024-10-15,DJT,1
bdrd,time to dump this and buy,2024-10-15,DJT,1
rockStar123,unstoppable,2024-10-15,DJT,1
aa906814,well no long call he tampon he s graduate to touchdown tim more to follow,2024-10-15,DJT,5
DooDooVariant,this be normal to andrew,2024-10-15,DJT,3
EmmaWillia,1 long term stock picking service in the usa,2024-10-15,DJT,5
Detroit201,most want for president,2024-10-15,DJT,5
TomKirk222,do not be surprised when further allegation involve walzs wife be validate as well,2024-10-15,DJT,3
skitime,magas world,2024-10-15,DJT,3
Starlinks,this stock go to make profit like where we purchase at cheap price for great profit,2024-10-15,DJT,5
flordi8812,if trump win the election how high can this stock can go only honest opinion you,2024-10-15,DJT,1
DesertFoxX,wait until this hit 50 and trump win then you can talk to I about who s rent free in your head fruitcup,2024-10-15,DJT,1
JEWETT,my president,2024-10-15,DJT,5
2MeatyY,I want 50 this week,2024-10-15,DJT,5
TechTrader17,yeah its call trading who teach you people invest sesame street,2024-10-15,DJT,5
Get_Set_Go_Volvo,upupup here we go,2024-10-15,DJT,1
Down_Goes_Frazier,why be these magat so easily take advantage of and dupe do not they know they re be play pathetic,2024-10-15,DJT,1
Agent122O,look like joe rogan will interview trump and harris before the election,2024-10-15,DJT,5
skitime,omg,2024-10-15,DJT,3
2MeatyY,3222,2024-10-15,DJT,3
BillyGonebroke,be there an etf that short this,2024-10-15,DJT,3
secondz2late,how long until trump declare this guy a political hostage,2024-10-15,DJT,1
Wish_I_were_younger,biden should utilize the power newly create by the supreme court to arrest trump and have he charge with treason,2024-10-15,DJT,5
yamahagriz700,every dip be be buy holy f,2024-10-15,DJT,5
skitime,bear in south africa,2024-10-15,DJT,5
JJBurch,wow after multiple people pass out at this trump townhall instead of take question he just play the follow song while stand and sway on stage ave maria time to say goodbye its a mans world ymca hallelujah nothing compare 2 u an american trilogy rich man north of richmond november rain memory from cat,2024-10-15,DJT,5
jdub69,to the short on margin,2024-10-15,DJT,3
TomKirk222,touchdown timmy be go down but he like that,2024-10-15,DJT,4
VikeInvests,it be not no joke,2024-10-15,DJT,5
GorillaTicTacs,the case that have nothing really to do with immigration,2024-10-15,DJT,3
USAisBetterthanMaga,elon musk be vote for trump that s good enough for I elon be the rich man in the world you be not on his level lol he be try to persuade people to vote for trump so that he can pay less taxis,2024-10-15,DJT,4
Lilac,cnn be freak out that trump want use military to get illegal out meanwhile under bill clinton remember the little boy elian gonzalez,2024-10-15,DJT,1
Down_Goes_Frazier,wow these magat sure get trigger easily,2024-10-15,DJT,5
JJBurch,honestly I need a magat to explain why trump just stop take question at his town hall and stand on stage for more than 30 minute while weird music play someone finally pull he offstage he s completely go this be eld abuse I mean it,2024-10-15,DJT,1
NatureBoyRonFlair,make djt stock great again woooooooo,2024-10-15,DJT,5
thefourwind,all time high after all time high I love see all the doom and gloom people declare that a recession imminent it make I feel more secure to keep buy into the and wall street will not allow the market to go down during this election I mean they literally donate to the harris campaign sorry holder,2024-10-15,DJT,1
NickyLikesTurtles,40 this week with continuation of high volume above 32 in overnight margin call be come shortie,2024-10-15,DJT,1
RainbowTrump,holy crap trump brain be absolutely melt he cut his rally early and just stand there for 30 minute play music wtf,2024-10-15,DJT,1
Pattern_Spotter,yeah well from what I remember dirty bill do inhale and he also use more than just a cigar go ask monica,2024-10-15,DJT,5
Hansgrubr,fuuuuuck these bear my account balance do not lie gaytard,2024-10-15,DJT,1
skitime,vote for an old unfit liar and criminal man nope,2024-10-15,DJT,1
Marcbullish,trump lie to americans that in 2020 if you do not vote for I stock market will crash under biden dow hit a all time high today harris walz,2024-10-15,DJT,1
TheBigO63,obi be on fire people,2024-10-15,DJT,1
Nick1971,next resistance be,2024-10-15,DJT,5
Down_Goes_Frazier,swet live rent free in your head I see keep reply for s,2024-10-15,DJT,1
w01fgr33n,why be it that maga man be so fixate on destroy the lgbtq community but they be literally in love with donald be this more projection guy,2024-10-15,DJT,1
AndrewLonggg,you still on that wet dream,2024-10-15,DJT,5
Down_Goes_Frazier,cool I bet he know a lot of they after have such a close relationship with epstein,2024-10-15,DJT,4
franz11,rig 25 of float short getting short by soros citadel etc to get gasoline price down to make sure they get sheep vote big offshore drilling rig prime for a squeeze,2024-10-15,DJT,3
AndrewLonggg,never forget what they do,2024-10-15,DJT,5
ExpectTheUnexpectedNow,ahhh haha kamala cheat nobody like when people steal other people idea and then act like they re their thought,2024-10-15,DJT,1
Tuck_Frump,he do not want people to know he shit himself,2024-10-15,DJT,1
Snack_Money,trump 100,2024-10-15,DJT,5
Get_Set_Go_Volvo,the st sentiment be not even   we be above 32 think of its price when it be super   when trump be confirm winner,2024-10-15,DJT,3
ultrapikachu,where all the hater at tomorrow trump crypto go on sale djt go to reach,2024-10-15,DJT,1
VikeInvests,why will not he release his medical record we all know,2024-10-15,DJT,1
Lilac,biden be go to laugh his butt off when trump win I bet he s vote trump,2024-10-15,DJT,1
escuintla,in 2022 it reach and dump below then pump to and dump again and pump again to dumped below and pump again this a true roulette,2024-10-15,DJT,5
dawgpoundmc,dem right now,2024-10-15,DJT,5
ExpectTheUnexpectedNow,why be kamala plagiarizing be not that what get biden in trouble in his 1988 bid for the presidency what s the deal with these two moron,2024-10-15,DJT,1
Marcbullish,stock market make another all time high today harris walz,2024-10-15,DJT,5
Down_Goes_Frazier,you mean like when you guy melt down after trump lose 2020 and you all storm the capitol take sht on the floor terrorize cop break in to office steal their sht waved confederate flag around and pretend like it happen,2024-10-15,DJT,1
Tuck_Frump,maga only the good people dailymailcouknewsarticl,2024-10-15,DJT,1
JLuke2024,ron be book tonight look like we head down to dang,2024-10-15,DJT,1
Get_Set_Go_Volvo,32,2024-10-15,DJT,4
Lilac,this stock go to 175 when it be under the old ticker dwac back in october 2022 it can do it again when trump win,2024-10-15,DJT,1
DesertFoxX,tell I you re upset and insecure without actually say it,2024-10-15,DJT,1
Richard_Roma,this overpumped garbage will go the way of trump total failure,2024-10-15,DJT,1
ScoreKeeper_,if your still hold djt and your not sub to his channel yet your miss out,2024-10-15,DJT,3
Gatoknows,get some new bag holder today welcome soviet,2024-10-15,DJT,5
EingeLTrade,donald j win,2024-10-15,DJT,5
escuintla,who buy below and want,2024-10-15,DJT,5
Honest_Abe,rumor be some jack wad cut the wire for the ac of the trump town hall so instead of let they win trump turn the town hall into a hot dance party this be the most magical commander in chief campaign I have ever see tremendous,2024-10-15,DJT,5
yamahagriz700,the most savage short squeeze that have happen in a long time be incoming well deserve I might add,2024-10-15,DJT,5
BottomedStocksAlerts,bottomedstock watchlist 3 for 101524 glta,2024-10-15,DJT,5
Get_Set_Go_Volvo,32 overnight pricing in rh,2024-10-15,DJT,4
DooDooVariant,so basically its like the infamous fyre festivalor be it woodstock 99 this be what happen when your favorite pedo do not pay his bill,2024-10-15,DJT,1
yamahagriz700,just wait till the midnight crew get here,2024-10-15,DJT,1
LieutenantJoe,rich man north of richmond,2024-10-15,DJT,5
jontanaj,trend,2024-10-15,DJT,4
Buckburger,he s go to win the tide have turn,2024-10-15,DJT,5
Davin454,this nominee run for vp be a complete dirt bag support an evil agenda vote these evil people out america before they finish the job of changingdestroye america as chuck s say they would who have eye to see what these people have do to our nation,2024-10-15,DJT,1
INEEDMONNEY,why this trending,2024-10-15,DJT,5
StockPooch,come on take this stock along for the ride,2024-10-15,DJT,5
Jalive,anyone know about world liberty financial,2024-10-15,DJT,5
BetMax,you get to think of it as the next game stop or amc it be go to explode in the next couple day that s so obvious,2024-10-15,DJT,1
MetaBull1,always smoke and mirror,2024-10-15,DJT,5
escuintla,who love roller coaster,2024-10-15,DJT,5
TheBigO63,he nail it yet again,2024-10-15,DJT,5
WallStreetCowboys,you bozo do not have any idea what be go on,2024-10-15,DJT,1
EffJuu,just inverse trade this retard,2024-10-15,DJT,1
BetMax,by friday forget about politic boy girl make your goddamn money,2024-10-15,DJT,1
YellowBrow,when can we short guy too expensive already no profit company,2024-10-15,DJT,1
IBOTTheDipAndTheDipWon,you should have just let biden finish his campaign you be warn,2024-10-15,DJT,1
neon__,chase win,2024-10-15,DJT,5
BetMax,make money or politic pick one,2024-10-15,DJT,1
TheBigO63,letssss gooo,2024-10-15,DJT,5
The_Blue_Print,up 126 since I say this you re welcome these thing be so predictable,2024-10-15,DJT,1
Solarexpss,to the sheep,2024-10-15,DJT,5
soulbrotha,its a grift masquerade as a business always have be,2024-10-15,DJT,5
Krakow11,when obama fail and you bring bill clinton in I get one word desperation,2024-10-15,DJT,1
DesertFoxX,you need professional help the erratic response and 4 laugh emoji prove how insecure you be about thing you want a hug bud there s room for all on the trump train,2024-10-15,DJT,1
CocaineBear1,wait till the truth do come out go trump 2024 this man will expose the truth and save this country this stock be go up no matter what so hop on board I literally bet the farm at 21 average so thank u hater for shit it to death I m get kamala hater money every trump 24,2024-10-15,DJT,1
HallofFameTrades,bear be so fkd just wait til joe rogan podcast,2024-10-15,DJT,1
LogicalTrading,this be the current song to all the short currently,2024-10-15,DJT,5
loosechanges,almost at,2024-10-15,DJT,2
MetaBull1,americas fine,2024-10-15,DJT,5
SMCIMillionnaire,trump elect or not this stock be not a business its a cash grab to cover legal fee,2024-10-15,DJT,1
ScoreKeeper_,check this article out if your still hold the guy be on fire,2024-10-15,DJT,1
JOEYD05,poll trump see threepoint lead over kamala harris in pennsylvania,2024-10-15,DJT,3
LogicalTrading,be to its on the only way,2024-10-15,DJT,3
Bigboy1280,this be a black diamond you can not even buy it watch,2024-10-15,DJT,1
Slingshot,bidenharris team wtf,2024-10-15,DJT,4
Bigboy1280,it will be 500 very soon watch I ve be tell you guy this be what it be,2024-10-15,DJT,5
Down_Goes_Frazier,lol hey little guy your cult leader be the most insecure human alive and we witness it everyday my crowd size be the big ever in history I m not weird they say I m weird they re weird wow maga be the dumb lmmfao,2024-10-15,DJT,1
ShortNVDA,all they can do be sow the seed of doubt and talk big but election be a number game what color do you see,2024-10-15,DJT,4
bluma520,if elect th8s stock fly to,2024-10-15,DJT,3
Snakeydakey,that s gold the entire failure of our country be because of trump ill print it out and wipe my hole with it tomorrow morning when I pop out a dirty smell harris,2024-10-15,DJT,1
Slingshot,2 trend,2024-10-15,DJT,3
blake2349,I can not sleep,2024-10-15,DJT,1
Eraserstonkz,surf the ocean of libtard tear when we gap up immensely in the morning surfs up,2024-10-15,DJT,2
Cbdcba,and maga blame biden for fema not have enough fund why do not johnson just allow the gop magas to shutdown the government instead of this slow drip drip drip,2024-10-15,DJT,1
Bigboy1280,I m only here to make money not politic,2024-10-15,DJT,1
ProBonoPublico,the sp 500 make a news alltime high today and be climb towards the call wall at 5900 in the after market on report that israel will not target iranian crude asset no matter at what asset we be look the panicgrab for the right tail in the option space be real the 5day change in spx open interest and how trader be roll their contract high which iscreate a latent tailwind that be also suck systematic strategy into the market in other news that fit the narrative goldman be report that single stock see the large net buying since december 2021 and that the magnitude of hedge fund buying in financial be enormous tomorrow trader will receive more earning report from major bank eg goldman bank of america and citigroup which could far propel the market high if geopolitic play along as well,2024-10-15,DJT,1
Buckburger,the way the world turmoil be happen now I believe trump will win the election jmo,2024-10-15,DJT,5
ScoreKeeper_,the guy to follow for we djt shareholder,2024-10-15,DJT,5
AndrewLonggg,2025,2024-10-15,DJT,5
Bigboy1280,now you tell I what,2024-10-15,DJT,5
CocaineBear1,I think be trend lol this go to the fucking moon I promise u I m double down tomorrow see u sit 95,2024-10-15,DJT,1
DesertFoxX,hey little guy do you know that seethe at protrump content make you look more insecure than you already be lol,2024-10-15,DJT,1
AlwaysBullish99,150 later,2024-10-15,DJT,3
theta4life,only a sick person would vote democrat,2024-10-15,DJT,1
Bigboy1280,I m still on it let get this do baby,2024-10-15,DJT,5
channelsurfer,ooh yeah,2024-10-15,DJT,1
LogicalTrading,by the time I m cook egg and bacon in the morning,2024-10-15,DJT,4
Bigboy1280,do you remember this,2024-10-15,DJT,5
Snack_Money,trump go to save we for the second time thank you sir,2024-10-15,DJT,5
ChristianMorshead,all that you need to know short have not cover a single share check it out below highly recommend everyone to follow they premarketpriceupdatesto,2024-10-15,DJT,5
Down_Goes_Frazier,here head now post trump healthcare plan ahole,2024-10-15,DJT,5
USAisBetterthanMaga,america white again I m not say all trump supporter be racist but most racist that I know of be trump supporter,2024-10-15,DJT,1
ForUS2Retire,just hit in overnite trading go team trump glta stockholder,2024-10-15,DJT,1
Bigboy1280,all the hater do some comment love it,2024-10-15,DJT,5
jon10Trllion,I fucking love you guy mehn thank you for be   its soo satisfying see these woke agenda kamala supporter project all their insecurity and fear in our trade room we make moneyyyyy and trump be the president of the united states,2024-10-15,DJT,5
IBOTTheDipAndTheDipWon,the joy be go,2024-10-15,DJT,5
machineman,wow this be still run congrat everyone,2024-10-15,DJT,5
blake2349,be certain easyyyy,2024-10-15,DJT,5
LogicalTrading,like these people be worth mention,2024-10-15,DJT,5
KeepRealityReal,how could we as a country or just as humanity in general not fully embrace the massive opportunity of musk trump ramaswamy ackman run our country and the world for we we have that option with these visionary of humanity or the deception of fraud harris and perversion of weirdo friend of child walz you need to be a full on moron to not embrace this once in a species chance,2024-10-15,DJT,1
DooDooVariant,can someone explain this be eggplant a trump thing,2024-10-15,DJT,1
BooEmmy,when this stock crash and it will very soon it will be a blood bath for long you may want to lighten up now,2024-10-15,DJT,2
KNIGHTHAWK49,already,2024-10-15,DJT,5
Bat_Masterson,nyc columbus day parade october 12 1963 lead by command officer donald j trump age 17,2024-10-15,DJT,5
Down_Goes_Frazier,bruce springsteen taylor swift beyonc dick cheney and these people lol nice try brain wash simp,2024-10-15,DJT,5
dyker,lol,2024-10-15,DJT,3
ForUS2Retire,I hate leave open gap but look like a big upgap tomorrow continuation of break out glta   patriot,2024-10-15,DJT,1
RenDragon,trump lie matter lake lure nc threat against federal emergency response personnel have hamper relief work in part of western north carolina hard hit by hurricane helene prompt disaster worker to relocate because of safety concern and feed a cycle of fear and anxiety,2024-10-15,DJT,1
Snakeydakey,can you send I a link to the harris economic plan for america,2024-10-15,DJT,5
Valueinvestor4lyfe,red or blue dem or repubwho care my question be who be buy this at a ps ratio at 4000 for every dollar they receive as revenue you be currently pay for it lmaoooo,2024-10-15,DJT,1
DharmaPatrol,magat might want to take note of hitchen wise word,2024-10-15,DJT,3
ripztrip,elon musk be a visionary which clown do kamala have maduro chavez aoc please explain,2024-10-15,DJT,1
Snakeydakey,oh look we have another entitle liberal lawyer he s get million in the bank and do not give a damn now,2024-10-15,DJT,1
KeepRealityReal,the drinking game we be play be drink every time a state that begin with new be go to vote trump let I see new hampshire new jersey new mexico new york that s four drink for I now let do state of the compass north carolina north dakota south carolina south dakota and do not forget west virginia now I m drunkie and trump win everything 58 senator and 240 house great stuff,2024-10-15,DJT,5
AndrewLonggg,nobody care,2024-10-15,DJT,1
aa906814,apparently this tampon guy be more extra than we know,2024-10-15,DJT,3
vfxcreator,and apparently invest in crook and over inflate crap company that be not worth 1100th of what people be pay for it,2024-10-15,DJT,1
C_R_E_A_M_23,trump win release many crime truth and corruption from the left party start with pelosi mayorkus biden and deep state everything will be expose on previous election fraud and the real people behind the maga hat set up on january 6th oh do they ever find the person responsible for the planting of pipe bomb or be that a setup as well that everyone suddenly forget about hmmmm,2024-10-15,DJT,1
Judy11,this be get too ahead of itself,2024-10-15,DJT,2
OPTIONGS,give I tomorrow and friday,2024-10-15,DJT,5
iPods,update for our democrat,2024-10-15,DJT,4
AndrewLonggg,interesting meme to save on your phone,2024-10-15,DJT,4
Brandoroadster,trump only plan for a plan,2024-10-15,DJT,1
Lookingtoinvest,like I say anyone who listen to you do not make money today I m finally,2024-10-15,DJT,1
paramania,I m still ride this thang it will not quit lol,2024-10-15,DJT,5
